reporting_year,action_id,budget_area_code,action_type_code,financing_code,status_code,project_name,total_cost_czk,adjusted_budget_czk,paid_czk,sfdi_paid_czk,eu_paid_czk,region_code,investor_name,investor_ico,investor_address,start_period,end_period,source_url
2024,5117710005,60,g,T6,R24,"Mobilní systém liniového řízení a provozních dopravních informací, Praha",79992119.90,300000.00,0.00,0.00,0.00,PRH,Hlavní město Praha,00064581,"Mariánské náměstí 2/2, Praha 1  11000",07/24,12/26,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5117910001,60,g,N,R,Zavádění celoevropské koncepce U-space do vzdušného prostoru ČR,195453168.00,9038000.00,99840.00,99840.00,0.00,STC,"Řízení letového provozu České republiky, státní po",49710371,"Navigační 787, Jeneč  25261",01/23,12/31,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211120014,50,a2,G,G,Financování silnic II. a III. třídy - KSÚS Středočeského kraje,873013966.41,55704656.58,55704656.58,55704656.58,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/24,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211120014,60,a2,G,G,Financování silnic II. a III. třídy - KSÚS Středočeského kraje,873013966.41,817309309.83,817308850.28,817308850.28,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/24,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211220016,60,a2,G,GPS,Realizace trvalých opatření na DI pro přepravu NTK pro NJZ EDU - KSÚS Středočeského kraje,25000000.00,2000000.00,2000000.00,2000000.00,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",1/24,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211510030,60,a1,N,R24,"I/9 Mělník, rekonstrukce ul. Nádražní",144009000.00,19584000.00,19584000.00,19584000.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",11/24,07/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521002,60,a2,N,R25,"II/240 a II/101, přeložka silnic v úseku D7 - D8, I. etapa - D7 MÚK Středokluky - Obchvat Kralup nad Vltavou",1977574000.00,31715020.00,31715020.00,31715020.00,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",11/24,12/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521003,60,a2,N,R25,"II/240 a II/101, přeložka silnic v úseku D7 - D8, II. etapa - Obchvat Kralup nad Vltavou",2115988000.00,14081212.14,14081212.14,14081212.14,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",03/22,12/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521004,60,a2,N,R25,"II/240 a II/101, přeložka silnic v úseku D7 - D8, III. etapa - Obchvat Kralup nad Vltavou - D8 MÚK Úžice",600368000.00,494382.50,494382.50,494382.50,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",11/24,12/28,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521006,50,a2,G,G,Rekonstrukce a opravy mostů a silnic ve Středočeském kraji,420854400.00,34702233.15,34702233.15,34702233.15,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/24,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521006,60,a2,G,G,Rekonstrukce a opravy mostů a silnic ve Středočeském kraji,420854400.00,245187653.87,220953686.98,220953686.98,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/24,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521007,60,a2,G,GS,Příprava opatření na DI pro přepravu NTK pro NJZ EDU – KSUS STC,102049000.00,6420117.98,6420117.98,6420117.98,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/21,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521009,60,a2,G,GS,Rekonstrukce mostů Nymburk,575351000.00,15309782.39,15309782.39,15309782.39,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/21,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521010,60,a2,N,R24,Propojení MÚK Kosmonosy a MÚK Bezděčín - chybějící úsek II/610,1429980000.00,11000000.00,11000000.00,11000000.00,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",11/24,12/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521011,60,a2,G,GS,"Rekonstrukce objízdných tras - stávající síť (II/268, II/610, III/2768 a most ev.č. 2769-1, II/272, II/276, most ev.č. 27513-1a)",502721000.00,151552319.15,139109910.18,139109910.18,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",03/21,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211521048,60,a2,N,R23,"II/610 Kosmonosy, obchvat – III. etapa",280000000.00,600000.00,600000.00,600000.00,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",03/23,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211530068,60,a3,G,GPS,Příprava opatření na DI pro přepravu NTK pro NJZ ETE – KSUS STC,24760000.00,1750193.00,1531194.00,1531194.00,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/20,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211530069,60,a3,N,R23,Kompletní rozšíření Tř. Václava Klementa (bez křižovatky I/38 x TVK),280000000.00,20000000.00,13000000.00,13000000.00,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",03/22,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211530070,60,a3,N,R24,Propojení průmyslové zóny Plazy s MÚK Kosmonosy - prodloužení silnice III/0164,134468000.00,20030841.60,20030841.60,20030841.60,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",03/24,12/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211530102,60,a3,N,R23,VD Orlík - I.etapa úprava silnice III/11822 od Solenic po křižovatku s III/0046,100000000.00,77805955.68,77805955.68,77805955.68,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",01/23,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211540008,60,a5,N,R-D,"D0 510 Most nad Chlumeckou, rekonstrukce a rozšíření",265525000.00,6134000.00,6020128.00,6020128.00,0.00,PRH,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",04/21,11/22,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211540009,60,a5,N,R-D,D0 510 - PHS na mostě přes Počernický rybník,46258000.00,2164000.00,2163079.10,2163079.10,0.00,PRH,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",12/22,12/23,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211540011,60,a5,N,R,D10 MÚK Kosmonosy,1183712000.00,500010000.00,499974768.00,499974768.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",09/23,09/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550013,60,a5,N,R-D,"D8 MÚK Zdiby, II.etapa",109288000.00,28161000.00,28158412.00,28158412.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",10/22,03/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550016,60,a5,CEF2,R,"D1, most Šmejkalka",1389180000.00,58046000.00,57923223.00,38892173.00,19031050.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",07/23,01/28,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550017,60,a5,PO2.1,R-D,"D1 modernizace - úsek 02, EXIT 21 Mirošovice – EXIT 29 Hvězdonice",1913641000.00,4877000.00,4877000.00,4877000.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",10/18,07/22,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550021,60,a5,PO2.1,R-D,"D1 modernizace - úsek 07, EXIT 56 Soutice – EXIT 66 Loket",1671301000.00,103000.00,103000.00,103000.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",02/19,10/20,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550028,60,a5,N,R-D,D8 PHS Všestudy,150620000.00,15937000.00,15813911.33,15813911.33,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",08/22,03/23,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550029,60,a5,N,R-D,"D7 MÚK Kněževes, přídatné pruhy",215324000.00,68162000.00,68154511.00,68154511.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",03/23,06/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550031,60,a5,N,R-D,D5 PHS Bavoryně,67364000.00,5876000.00,5876000.00,5876000.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",03/23,11/23,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550040,60,b1,N,R-D,"D1, nadjezd ev. č. D1-031, rekonstrukce",119185000.00,2824000.00,2824000.00,2824000.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",05/21,05/22,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550041,60,a5,N,R24,D7 MÚK Slaný-západ - Kutrovice,1336103000.00,248456000.00,248419450.00,248419450.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",10/24,05/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550042,60,a5,N,R24,D7 Kutrovice - Panenský Týnec,1838849000.00,302500000.00,302500000.00,302500000.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",12/24,11/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550043,60,a5,N,R-D,D5 PHS Drahelčice,72588000.00,43605000.00,43598120.00,43598120.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",10/23,08/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550045,60,a5,N,R24,"D8 rozšíření odpočívky Klíčany km 2,85 - pravá strana",254292000.00,167917000.00,167905807.00,167905807.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",08/24,01/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550047,60,a5,N,R-D,D8 PHS Vepřek,79360000.00,52187000.00,52180411.00,52180411.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",10/23,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550054,60,a5,N,R-D,D5 PHS Rudná,51016000.00,42080000.00,42079999.80,42079999.80,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",05/23,04/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550074,60,a5,N,R-D,D1 PHS Kunice (vpravo),61707000.00,189000.00,188691.85,188691.85,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",06/23,02/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211550078,60,a5,N,R24,"D8 protihluková opatření v km 0,7 - 9,0",107440000.00,32188000.00,32177944.00,32177944.00,0.00,STC,ŘSD s. p.,65993390,"Čerčanská 2023/12, Praha 4 - Krč  14000",09/24,03/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5211720058,60,a2,N,R24,II/101 Úvaly - Říčany,214195000.00,3270440.88,3270440.88,3270440.88,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",09/24,12/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5212510011,60,b1,P,G,Lávka vč. cyklostezky Lysá nad Labem - Bezbariérová trasa a cyklotrasa Litol - Labe,50408091.30,1316638.19,1316638.19,1316638.19,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5212510012,60,b1,P,G,Modernizace lávky přes dálnici D10,61560407.00,57349752.00,0.00,0.00,0.00,BAL,Město Brandýs nad Labem-Stará Boleslav,00240079,"Masarykovo náměstí 1,2, Brandýs nad Labem-Stará Bolesl  25001",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5212510013,60,b1,P,G,"Lávka přes dálnici D10, Mnichovo Hradiště",35246241.71,8989088.25,4745349.30,4745349.30,0.00,STC,Město Mnichovo Hradiště,00238309,"Masarykovo náměstí 1, Mnichovo Hradiště  29521",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5212510014,60,b1,P,G,"Pětihosty, rekonstrukce nadjezdu nad silnicí I/3 v obci Pětihosty",41619165.15,38771952.57,38771952.57,38771952.57,0.00,STC,Obec Pětihosty,00876291,"Pětihosty 41, Pětihosty  25167",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5212510015,60,b1,P,OST,Lávka pro pěší a cyklisty přes Labe mezi Kostomlaty nad Labem a Hradištkem,0.00,75957870.00,0.00,0.00,0.00,STC,Krajská správa a údržba silnic Středočeského kraje,00066001,"Zborovská 11, Praha 5  15021",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213120002,60,c1,BC,R-D,"Velim – Poříčany, BC",5275095000.00,318508000.00,318508000.00,269660000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",06/20,04/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213510006,60,c1,CEFK,R,Optimalizace trati Praha Smíchov (mimo) - Černošice (mimo),4925639000.00,399879000.00,399878078.00,367724000.00,32154078.00,BAL,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",08/19,01/26,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213510012,60,c1,RRF,R-D,Zvýšení trakčního výkonu TNS Rostoklaty,475946000.00,6289000.00,6288377.74,6288377.74,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",04/20,06/22,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213510015,60,c1,CEF2,R,Optimalizace trati Karlštejn (mimo) – Beroun (mimo),2728456000.00,992415000.00,992415000.00,240891000.00,751524000.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",10/23,10/26,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213510016,60,c1,BC,R24,Zajištění bezbariérového přístupu na nástupiště v žst. Kolín,653616000.00,33757000.00,33757000.00,19567000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",04/24,12/26,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213510018,60,c1,RRF,R-D,Rekonstrukce výpravní budovy v žst. Beroun,391304000.00,81969000.00,81968707.39,57841000.00,24127707.39,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",08/20,06/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520020,60,c1,CEFK,R-D,Optimalizace traťového úseku Lysá nad Labem (mimo) - Čelákovice (mimo),1820789000.00,501000.00,500852.12,500852.12,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",05/19,12/22,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520021,60,c1,CEF2,R,Optimalizace traťového úseku Čelákovice (mimo) - Mstětice (včetně),3189272000.00,705913000.00,705913000.00,251185000.00,454728000.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",06/22,11/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520026,60,c1,CEFK,R,ETCS Kralupy n. Vlt. – Praha - Kolín,327720000.00,16251000.00,16251000.00,16251000.00,0.00,BAL,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",06/20,09/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520039,60,c1,N,R25,Rekonstrukce výpravní budovy v žst. Mladá Boleslav hl.n.,128084000.00,1630000.00,1629515.00,1629515.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",02/25,04/26,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520063,60,c1,N,R24,Areál HZS Nymburk,211780000.00,47980000.00,47980000.00,47980000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",03/24,03/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520067,60,c1,RRF,R-D,Prodloužení podchodu v ŽST Hořovice,77734000.00,25073000.00,25072678.00,19098000.00,5974678.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",09/22,06/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520070,60,c1,RRF,R24,Rekonstrukce výpravní budovy ŽST Čáslav,59391000.00,14950000.00,14950000.00,3000000.00,11950000.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",04/24,03/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520086,60,c1,N,R24,"Rekonstrukce mostu v km 48,289 trati Podlešín-Slaný (Viadukt Podlešín)",75706680.00,49572000.00,49572000.00,49572000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",07/24,05/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213520087,60,c1,N,R24,"Rekonstrukce mostu v km 5,703 trati Čelákovice - Neratovice",190056270.00,151260000.00,151260000.00,151260000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",05/24,02/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213530005,60,c2,N,R,Zvýšení stability skalních masivů na tratích Chotětov - Mladá Boleslav a Mladá Boleslav město,82572000.00,12668000.00,12668000.00,12668000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",11/23,12/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213530022,60,c2,N,R-D,"Rekonstrukce mostů v km 46,057 a 46,015 trati Ledečko - Čerčany",55781000.00,28740000.00,28740000.00,28740000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",08/21,08/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213710002,60,c1,PO1.1,R-D,Modernizace trati Sudoměřice - Votice,6954278000.00,117679000.00,117679000.00,117679000.00,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",05/18,06/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213710004,60,c1,CEFK,R-D,Optimalizace trati Beroun (včetně) - Králův Dvůr,2638332000.00,1267000.00,1266107.34,1266107.34,0.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",11/16,03/21,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5213720004,60,c1,T5,R,Modernizace trati Kladno (včetně) - Kladno-Ostrovec (včetně),4686820000.00,1396741000.00,1396732000.00,357156500.00,1039575500.00,STC,"Správa železnic, státní organizace",70994234,"Dlážděná 1003/7, Praha 1  11000",11/22,03/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215110023,50,d1,N,R-D,"VD Střekov, oprava horních vrat VPK",77390000.00,31450000.00,31450000.00,31450000.00,0.00,UST,"Povodí Labe, státní podnik",70890005,"Víta Nejedlého 951/8, Slezské předměstí, Hradec Králové  50003",05/22,12/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215510014,60,d1,CEFK,R,Zvýšení ponorů na Vltavské vodní cestě,2494243000.00,1000000.00,250000.00,250000.00,0.00,BAL,Ředitelství vodních cest ČR,67981801,"Nábřeží Ludvíka Svobody 1222/12, Praha 1  11015",11/18,05/27,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215510021,60,d1,N,R,Čekací stání pro malá plavidla na Vltavě,215998000.00,115525000.00,115525000.00,115525000.00,0.00,BAL,Ředitelství vodních cest ČR,67981801,"Nábřeží Ludvíka Svobody 1222/12, Praha 1  11015",12/22,08/25,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215510041,60,d1,N,R,VD Vrané - rekonstrukce portálového jeřábu,14862000.00,5089000.00,4834921.00,4834921.00,0.00,STC,"Povodí Vltavy, státní podnik",70889953,"Holečkova 3178/8, Praha 5 - Smíchov  15000",11/23,11/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215530005,60,d1,N,R,Přístaviště Mělník,81812000.00,530000.00,530000.00,530000.00,0.00,STC,Ředitelství vodních cest ČR,67981801,"Nábřeží Ludvíka Svobody 1222/12, Praha 1  11015",02/22,07/26,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215530009,60,d1,N,R-D,Rekreační přístav Kolín,50532000.00,17078000.00,17078000.00,17078000.00,0.00,STC,Ředitelství vodních cest ČR,67981801,"Nábřeží Ludvíka Svobody 1222/12, Praha 1  11015",01/21,10/24,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215530012,60,d1,N,R-D,Přístaviště Poděbrady,53402000.00,220000.00,220000.00,220000.00,0.00,STC,Ředitelství vodních cest ČR,67981801,"Nábřeží Ludvíka Svobody 1222/12, Praha 1  11015",01/21,07/23,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5215530024,60,d1,N,R24,Rekreační přístav Kamýk nad Vltavou,130000000.00,200000.00,0.00,0.00,0.00,STC,Ředitelství vodních cest ČR,67981801,"Nábřeží Ludvíka Svobody 1222/12, Praha 1  11015",05/25,10/26,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510285,60,g,P,G,"Rekonstrukce chodníků v ul. Plzeňská, Jesenice",78745512.87,334134.87,266552.53,266552.53,0.00,STC,Město Jesenice,00243825,"Mírové náměstí 368, Jesenice  27033",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510351,60,g,P,G,"Stavební úpravy chodníků v ulici Ondřejovská, Pražská v Mnichovicích - větve F (od km 0,259 50), H, I, J, K, L",32075402.98,1337649.77,1337649.77,1337649.77,0.00,STC,Město Mnichovice,00240478,"Masarykovo náměstí 83, Mnichovice  25164",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510353,60,g,P,G,"Stavební úpravy chodníků v ulici Ondřejovská, Pražská v Mnichovicích - větve C, D, E, F (od km 0,000 - 0,174 64) a G (od km 0,000 - 0,019)",32075402.98,736094.62,736094.62,736094.62,0.00,STC,Město Mnichovice,00240478,"Masarykovo náměstí 83, Mnichovice  25164",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510397,60,g,P,G,"II/608 Nové Ouholice – Nová Ves, rekonstrukce",20986924.46,9489168.00,9489168.00,9489168.00,0.00,STC,Obec Nová Ves,00237132,"Nová Ves 154, Nová Ves  27752",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510414,60,g,P,G,"III/0083 a III/0084 Sedlec, rekonstrukce komunikací - chodníky",4918904.51,27422.34,27422.31,27422.31,0.00,STC,Obec Sedlec,00640239,"Sedlec 60, Sedlec  25065",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510415,60,g,P,G,Výstavba chodníků v obci Nučice,22374734.47,3751829.87,3724628.12,3724628.12,0.00,STC,Obec Nučice,00235598,"Nučice 2, Nučice  28163",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510418,60,g,P,G,"Český Brod, ul. Tuchorazská - Rekonstrukce chodníku, východní strana",3910661.00,1192975.00,0.00,0.00,0.00,STC,Město Český Brod,00235334,"náměstí Husovo 70, Český Brod  28201",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510424,60,g,P,G,Nový chodník v ul. Tyršova + Zvýšení bezpečnosti v ul. Boleslavská,34544290.02,6328238.00,5750824.15,5750824.15,0.00,STC,Město Rožďalovice,00239712,"Náměstí 93, Rožďalovice  28934",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510429,60,g,P,G,"III/3319 Kostomlaty nad Labem, ul.Doubravská - zklidnění dopravy",34931889.23,9404581.96,6827098.25,6827098.25,0.00,STC,Obec Kostomlaty nad Labem,00239283,"Hronětická 237, Kostomlaty nad Labem  28921",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510438,60,g,P,G,Močovice – chodníky podél sil. III/33721 – úsek A,30768607.21,802767.00,802767.00,802767.00,0.00,STC,Obec Močovice,00640077,"Močovice 26, Močovice  28601",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510440,60,g,P,G,Velká Dobrá – zklidnění dopravy na průtahových komunikacích,5561678.34,2053103.00,2053103.00,2053103.00,0.00,STC,Obec Velká Dobrá,00235083,"Karlovarská 15, Velká Dobrá  27361",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510445,60,g,P,G,Chodník Oráčovská (Rekonstrukce a prodloužení chodníků - Jesenice),4977946.00,3701200.00,0.00,0.00,0.00,STC,Město Jesenice,00243825,"Mírové náměstí 368, Jesenice  27033",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510464,60,g,P,G,"Výstavba chodníků, stezek podél II/121 a III/12148, Votice  - Beztahov",100432870.60,149850.64,149850.64,149850.64,0.00,STC,Město Votice,00232963,"Komenského nám. 700, Votice  25901",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
2024,5217510466,60,g,P,G,Výstavba chodníku podél silnice III/1911 v obci Třebsko,19887904.89,321208.43,321208.43,321208.43,0.00,STC,Obec Třebsko,00243442,"Třebsko 4, Třebsko  26242",,,https://kz.sfdi.cz/opendata/export_evid_m330_2024.csv
