institution_id,programme,project_name,amount,basis,certainty
school:09762060,Operační program Jan Amos Komenský,Společná cesta ke vzdělávání,581430,allocated,observed
school:70989923,Operační program Jan Amos Komenský,Šablony I v MŠ Kunovice,788756,allocated,observed
school:71002430,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Popelín,787978,allocated,observed
school:75023181,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Troubsko,1287100,allocated,observed
school:67440118,Operační program Jan Amos Komenský,Společná cesta k umění,1247775,allocated,observed
school:71004769,Operační program Jan Amos Komenský,OP JAK - Šablony I - MŠ Merklín,431400,allocated,observed
school:70985707,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ a MŠ Dolní Branná,1091437,allocated,observed
school:70989991,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,497375,allocated,observed
school:47813539,Operační program Jan Amos Komenský,Šablony I - ZUŠ Háj ve Slezsku - Profesní rozvoj pedagogů a spolupráce s rodiči dětí,1584701,allocated,observed
school:75022656,Operační program Jan Amos Komenský,Šablony OP JAK I pro ZŠ Novosedly,654970,allocated,observed
school:75024292,Operační program Jan Amos Komenský,Šablony I v ZŠ a MŠ Nová Lhota,760560,allocated,observed
school:71001778,Operační program Jan Amos Komenský,Škola hrou Skalice,799643,allocated,observed
school:70999350,Operační program Jan Amos Komenský,Šablony I. - ZŠ a MŠ Suché Lazce,915955,allocated,observed
school:71004343,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Opatov,870199,allocated,observed
school:70995362,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ Bohumínská,4059193,allocated,observed
school:62331248,Operační program Jan Amos Komenský,Inkluzí k rovnému přístupu ke vzdělávání v ZŠ M. Kudeříkové Havířov,3230186,allocated,observed
school:75007991,Operační program Jan Amos Komenský,Čtyřlístek šablony JAK,577896,allocated,observed
school:70631115,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,503580,allocated,observed
school:62350820,Operační program Jan Amos Komenský,"Šablony I pro ZŠ Mikulovice, okres Jeseník",957945,allocated,observed
school:70975574,Operační program Jan Amos Komenský,Šablony IV v MŠ Vrbice,409847,allocated,observed
school:75029821,Operační program Jan Amos Komenský,Profesní růst zaměstnanců MŠ a personální podpora dětem ohroženým školním neúspěchem,778826,allocated,observed
school:70225923,Operační program Jan Amos Komenský,Veselá školka,504523,allocated,observed
school:72744979,Operační program Jan Amos Komenský,Vítej mezi kamarády,437390,allocated,observed
school:70990204,Operační program Jan Amos Komenský,Šablony I JAK - MŠ Horní Čermná,412820,allocated,observed
school:62931377,Operační program Jan Amos Komenský,Personální podpora a rozvoj inovativního vzdělávání na ZŠ Kunratice,5845754,allocated,observed
school:70981621,Operační program Jan Amos Komenský,MŠ Račice-Pístovice 002,445750,allocated,observed
school:75022117,Operační program Jan Amos Komenský,Rozvoj ZŠ a MŠ Cejle IV,740128,allocated,observed
school:06390757,Operační program Jan Amos Komenský,Cesty poznávání pro potřeby vzdělávání v měnících se podmínkách společnosti,764796,allocated,observed
school:75027348,Operační program Jan Amos Komenský,Podpora péče o děti v MŠ Poděbradova,506619,allocated,observed
school:00402320,Operační program Jan Amos Komenský,Šablony ZUŠ Konice,1348465,allocated,observed
school:70947694,Operační program Jan Amos Komenský,Podívej se za vrátka,659364,allocated,observed
school:63788225,Operační program Jan Amos Komenský,Žabičky,655586,allocated,observed
school:70640289,Operační program Jan Amos Komenský,"Šablony I - ZŠ a MŠ Písečná – Personální podpora, profesní rozvoj pedagogů, inovativní vzdělávání žáků a spolupráce s rodiči žáků",924626,allocated,observed
school:68157894,Operační program Jan Amos Komenský,"Šablony I - ZŠ Komenského Frýdek-Místek - Personální podpora, profesní rozvoj pedagogů, inovativní vzdělávání žáků a spolupráce s rodiči dětí",3409242,allocated,observed
school:71000127,Operační program Jan Amos Komenský,"Škola s přírodou, rodinou a tradicí I",1206395,allocated,observed
school:70995281,Operační program Jan Amos Komenský,Šablony I -MŠ Požární Ostrava - Personální podpora a profesní rozvoj pedagogů,704947,allocated,observed
school:60436093,Operační program Jan Amos Komenský,"Šablony I - Malostranská ZŠ - Personální podpora, profesní rozvoj pedagogů, inovativní vzdělávání žáků a spolupráce s rodiči dětí",3557584,allocated,observed
school:70156697,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ a MŠ Kocbeře,760503,allocated,observed
school:44946775,Operační program Jan Amos Komenský,Objevovat vlastní schopnosti je úžasně zábavné,1287483,allocated,observed
school:60084375,Operační program Jan Amos Komenský,ZUŠ Český Krumlov - Tvořivá škola,2521825,allocated,observed
school:63822156,Operační program Jan Amos Komenský,ZUŠ Sedlec-Prčice Šablony,1091700,allocated,observed
school:75022486,Operační program Jan Amos Komenský,Šablony I v MŠ Martinice,419050,allocated,observed
school:70992711,Operační program Jan Amos Komenský,Bordovice - Šablony I,380935,allocated,observed
school:70984158,Operační program Jan Amos Komenský,Krok za krokem IV,3849407,allocated,observed
school:70981400,Operační program Jan Amos Komenský,Staré Hamry - Šablony I,380301,allocated,observed
school:48805475,Operační program Jan Amos Komenský,ZŠ Marie Pujmanové - Šablony I,3154024,allocated,observed
school:00830275,Operační program Jan Amos Komenský,OP JAK - Šablony I - ZŠ Jirkov Budovatelů,4043986,allocated,observed
school:61955639,Operační program Jan Amos Komenský,"Vzdělávání, podpora, spolupráce.",3053379,allocated,observed
school:70281793,Operační program Jan Amos Komenský,Modernizace výuky,1142364,allocated,observed
school:04354061,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,435927,allocated,observed
school:70999406,Operační program Jan Amos Komenský,SPOLEČNÁ CESTA - SPOLEČNÝ CÍL,365699,allocated,observed
school:75020858,Operační program Jan Amos Komenský,Šablony IV pro ZŠ a MŠ Březina,1083629,allocated,observed
school:72744774,Operační program Jan Amos Komenský,Cesta ke vzdělání,1284347,allocated,observed
school:75121531,Operační program Jan Amos Komenský,ZUŠ Tanvald - Šablony,1280975,allocated,observed
school:73184918,Operační program Jan Amos Komenský,Učíme společně I,1060359,allocated,observed
school:62156624,Operační program Jan Amos Komenský,"Školní psycholog, speciální pedagog, školní asistent, vzdělávání",4598693,allocated,observed
school:70873232,Operační program Jan Amos Komenský,ZŠ a MŠ Vranov - Učení nás baví,1208925,allocated,observed
school:00583707,Operační program Jan Amos Komenský,ZŠ Křemže,2352027,allocated,observed
school:44555229,Operační program Jan Amos Komenský,Inovativní vzdělávání na Vinařské,1523131,allocated,observed
school:47011343,Operační program Jan Amos Komenský,ZŠ Mělník - Šablony,5145215,allocated,observed
school:70971692,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Chlebovice,950742,allocated,observed
school:75026473,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Ropice,1235567,allocated,observed
school:75030543,Operační program Jan Amos Komenský,Šablony ZŠ a MŠ Nechvalice IV,738032,allocated,observed
school:72742275,Operační program Jan Amos Komenský,Školka je můj kamarád,365235,allocated,observed
school:70988269,Operační program Jan Amos Komenský,Podpora vzdělávání na ZŠ a MŠ Tučapy,871029,allocated,observed
school:48133906,Operační program Jan Amos Komenský,Společně to zvládneme,3070798,allocated,observed
school:64782042,Operační program Jan Amos Komenský,ZUŠ Slatiňany - Šablony,1248050,allocated,observed
school:75017474,Operační program Jan Amos Komenský,OPJAK Šablony I pro MŠ Pod Lesem,437390,allocated,observed
school:71005188,Operační program Jan Amos Komenský,Vzdělávání v ZŠ a MŠ Staré Město pod Landštejnem,729640,allocated,observed
school:75002884,Operační program Jan Amos Komenský,Chceme vědět víc,603735,allocated,observed
school:48512699,Operační program Jan Amos Komenský,Školní psycholog na ZŠ Úvoz Brno,3737662,allocated,observed
school:75029413,Operační program Jan Amos Komenský,Šablony pro MŠ Ruda nad Moravou I,455429,allocated,observed
school:75024322,Operační program Jan Amos Komenský,Podpora výuky v ZŠ a MŠ Vrchoslavice II,777570,allocated,observed
school:63788110,Operační program Jan Amos Komenský,Všestranně a navzájem,776036,allocated,observed
school:71009701,Operační program Jan Amos Komenský,Šablony IV - MŠ Liblice,369745,allocated,observed
school:62331230,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ Žákovská,3881387,allocated,observed
school:71006249,Operační program Jan Amos Komenský,MŠ Trhová Kamenice 002,419084,allocated,observed
school:75021960,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ Brumov,710845,allocated,observed
school:64328678,Operační program Jan Amos Komenský,Šablony IV,4590737,allocated,observed
school:75019086,Operační program Jan Amos Komenský,"Mateřská škola Máj, Jičín, Pod Koželuhy 171 – Šablony I",769935,allocated,observed
school:70995354,Operační program Jan Amos Komenský,Šablony IV. pro MŠ a ZŠ Stolany,840599,allocated,observed
school:75023067,Operační program Jan Amos Komenský,Šablony I pro ZŠ a MŠ Sazovice,791858,allocated,observed
school:71008101,Operační program Jan Amos Komenský,OPJAK Šablony I pro MŠ Starý Mateřov,386833,allocated,observed
school:72743956,Operační program Jan Amos Komenský,"Děti, pojďte si hrát",437390,allocated,observed
school:75028841,Operační program Jan Amos Komenský,Aktivity podporující vzdělávání,1183552,allocated,observed
school:00852805,Operační program Jan Amos Komenský,Nové metody základního vzdělávání VII,4636557,allocated,observed
school:75029456,Operační program Jan Amos Komenský,"Učit se znát, učit se, jak na to, učit se žít spolu",2388681,allocated,observed
school:71002006,Operační program Jan Amos Komenský,Vzájemné vzdělávání a osobnostní rozvoj pedagogů a žáků,1090911,allocated,observed
school:75028972,Operační program Jan Amos Komenský,Inovace ve vzdělávání ZŠ a MŠ Pustá Polom,1923175,allocated,observed
school:70940061,Operační program Jan Amos Komenský,Klíč ke spokojenému dětství,500408,allocated,observed
school:70877572,Operační program Jan Amos Komenský,Společné vzdělávání IV.,3343004,allocated,observed
school:71000194,Operační program Jan Amos Komenský,Kvalitnější vzdělávání v Srdíčku,517385,allocated,observed
school:70981655,Operační program Jan Amos Komenský,MŠ Rohov,357385,allocated,observed
school:63024578,Operační program Jan Amos Komenský,Personální podporou a vzděláváním pedagogů ke zkvalitnění výuky,624894,allocated,observed
school:60802677,Operační program Jan Amos Komenský,Pokračujeme.....a stále spolu,538040,allocated,observed
school:06115616,Operační program Jan Amos Komenský,Šablony pro MŠ 17. listopadu,1058320,allocated,observed
school:08146497,Operační program Jan Amos Komenský,Škola pro život,1631747,allocated,observed
school:45234639,Operační program Jan Amos Komenský,Vzdělávání základ života,587017,allocated,observed
school:70999651,Operační program Jan Amos Komenský,Zvýšení kompetencí pedagogů a žáků ke zkvalitnění výuky,947259,allocated,observed
school:72744111,Operační program Jan Amos Komenský,Každý den s úsměvem,446693,allocated,observed
school:62858939,Operační program Jan Amos Komenský,Kostelec na Hané 25,3880380,allocated,observed
school:46936688,Operační program Jan Amos Komenský,Šablony ZUŠ Kyjov,2007550,allocated,observed
school:46383719,Operační program Jan Amos Komenský,Šablony OPJAK pro MŠ Svojšice I.,376575,allocated,observed
school:71340874,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Údolí Desné,2513620,allocated,observed
school:70998892,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ Holešov,726461,allocated,observed
school:64120341,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ Čapka,2794792,allocated,observed
school:70984000,Operační program Jan Amos Komenský,"Šablony I - ZŠ a MŠ Návsí - Personální podpora, profesní rozvoj pedagogů, inovativní vzdělávání žáků a spolupráce s rodiči dětí",820950,allocated,observed
school:65639839,Operační program Jan Amos Komenský,Čtyřlístkova školička,575071,allocated,observed
school:71007270,Operační program Jan Amos Komenský,"Šablony I v MŠ Budovatelská, Zlín",688588,allocated,observed
school:70940983,Operační program Jan Amos Komenský,Šablony I OPJAK pro 70. MŠ Plzeň,676063,allocated,observed
school:75015501,Operační program Jan Amos Komenský,Personální podpora III,820950,allocated,observed
school:45234621,Operační program Jan Amos Komenský,"Šablony JAK I Krnov, MŠ Žižkova",707647,allocated,observed
school:75028981,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Slavkov,2186286,allocated,observed
school:60680709,Operační program Jan Amos Komenský,Šablony JAK I pro ZŠ Břeclav Slovácká,5529165,allocated,observed
school:75020971,Operační program Jan Amos Komenský,Šablony JAK I. v MŠ Ludslavice,443777,allocated,observed
school:75000032,Operační program Jan Amos Komenský,MŠ Včelná - Šablony I,574659,allocated,observed
school:65650891,Operační program Jan Amos Komenský,"Spolu si hrajeme, spolu se učíme, spolu se radujeme",515932,allocated,observed
school:70986703,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ Klimkovice,725546,allocated,observed
school:70940878,Operační program Jan Amos Komenský,Šablony I OP JAK pro 91. MŠ Plzeň,842530,allocated,observed
school:70986258,Operační program Jan Amos Komenský,"Podpora kvality vzdělávání na MŠ Javorník, Míru",455429,allocated,observed
school:60780495,Operační program Jan Amos Komenský,Podpora kvality vzdělávání ZUŠ Franze Schuberta Zlaté Hory,521375,allocated,observed
school:70993394,Operační program Jan Amos Komenský,MŠ Vitějovice - OP JAK - Šablony I,368893,allocated,observed
school:61631493,Operační program Jan Amos Komenský,Kvalitní vzdělávání na ZŠ TGM Milovice pro všechny.,4330266,allocated,observed
school:46070729,Operační program Jan Amos Komenský,Škola hrou,541965,allocated,observed
school:60159081,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,1063214,allocated,observed
school:70886083,Operační program Jan Amos Komenský,Rovný přístup ke vzdělání v ZŠ a MŠ Pohádka,2290911,allocated,observed
school:06115161,Operační program Jan Amos Komenský,"Šablony - Mateřská škola Opava, Šrámkova",1012649,allocated,observed
school:60418591,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,3742875,allocated,observed
school:71002685,Operační program Jan Amos Komenský,MŠ Libeň personální podpora,479852,allocated,observed
school:62331418,Operační program Jan Amos Komenský,Budování pevného základu I,4998237,allocated,observed
school:70946671,Operační program Jan Amos Komenský,MŠ Tavírna - šablony I,449675,allocated,observed
school:49624628,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ K Lukám,524148,allocated,observed
school:75030527,Operační program Jan Amos Komenský,ZŠ a MŠ Vrbová Lhota - Společně se rozvíjíme,757945,allocated,observed
school:75027071,Operační program Jan Amos Komenský,"Šablony I - MŠ Uničov - Personální podpora, profesní rozvoj pedagogů a spolupráce s rodiči dětí",1382689,allocated,observed
school:75015218,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Stará Paka,502406,allocated,observed
school:70984794,Operační program Jan Amos Komenský,Moderní škola pro všechny,3561169,allocated,observed
school:07163495,Operační program Jan Amos Komenský,ŠABLONY I - OP Jan Amos Komenský MŠ Mladošovice,368869,allocated,observed
school:70882223,Operační program Jan Amos Komenský,Šablony I OP JAK – ZŠ Jungmannova Jihlava,823476,allocated,observed
school:71003878,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ a MŠ Havlovice,856718,allocated,observed
school:47074370,Operační program Jan Amos Komenský,Personální podpora školy,4942347,allocated,observed
school:46070656,Operační program Jan Amos Komenský,Společně to zvládneme,419084,allocated,observed
school:72743581,Operační program Jan Amos Komenský,Šťastná škola,808721,allocated,observed
school:72745291,Operační program Jan Amos Komenský,"Orbis pictus - to je věc, svět vidíme v obrazech",958460,allocated,observed
school:71004246,Operační program Jan Amos Komenský,Šablony IV - MŠ Ohnišťany,380935,allocated,observed
school:49466241,Operační program Jan Amos Komenský,ZŠ Brno Arménská - Šablony,4081999,allocated,observed
school:70985430,Operační program Jan Amos Komenský,Komenský nám pomáhá,2715211,allocated,observed
school:00583685,Operační program Jan Amos Komenský,ZŠ Za Nádražím šablony 1,2484736,allocated,observed
school:46773291,Operační program Jan Amos Komenský,Vzděláváme pro 21. století,2124099,allocated,observed
school:70640301,Operační program Jan Amos Komenský,Učením k učení 4,887090,allocated,observed
school:86652192,Operační program Jan Amos Komenský,Personální podpora pro MŠ Újezd u Černé Hory,368161,allocated,observed
school:72742852,Operační program Jan Amos Komenský,OPJAK Šablony I pro ZŠ a MŠ Tuchořice,805260,allocated,observed
school:00852058,Operační program Jan Amos Komenský,Podpora kvality vzdělávání ZUŠ Karla Ditterse Vidnava,876735,allocated,observed
school:47011327,Operační program Jan Amos Komenský,Naše škola,3569482,allocated,observed
school:71000640,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ HK-Věkoše,714563,allocated,observed
school:71008128,Operační program Jan Amos Komenský,ZŠ a MŠ Brázdim - Tvořivá škola,830758,allocated,observed
school:70156506,Operační program Jan Amos Komenský,Šablony I – Moderní vzdělávání v MŠ České Meziříčí,567221,allocated,observed
school:70997861,Operační program Jan Amos Komenský,Šablony IV,901495,allocated,observed
school:75022265,Operační program Jan Amos Komenský,Šablony IV.,480518,allocated,observed
school:75004674,Operační program Jan Amos Komenský,"Šablony I – Moderní vzdělávání v MŠ Nové Město nad Metují, Rašínova",681253,allocated,observed
school:70985316,Operační program Jan Amos Komenský,MŠ Lhotka - Šablony I,382860,allocated,observed
school:75015595,Operační program Jan Amos Komenský,Poznat sebe a svět,1122045,allocated,observed
school:70993131,Operační program Jan Amos Komenský,Brána otevřená,833291,allocated,observed
school:49457888,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,3605507,allocated,observed
school:70942528,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,4773307,allocated,observed
school:70885745,Operační program Jan Amos Komenský,Podpora inovativního vzdělávání,801870,allocated,observed
school:75021811,Operační program Jan Amos Komenský,Předcházení neúspěchu,365235,allocated,observed
school:71010980,Operační program Jan Amos Komenský,ZŠ Moravany IV,865166,allocated,observed
school:70997926,Operační program Jan Amos Komenský,Brána vzdělání otevřená,482781,allocated,observed
school:70992509,Operační program Jan Amos Komenský,Šablony I – Moderní vzdělávání v MŠ Ronov nad Doubravou,502610,allocated,observed
school:70978816,Operační program Jan Amos Komenský,Nošovice - Šablony I,923338,allocated,observed
school:70988731,Operační program Jan Amos Komenský,Šablony I – Moderní vzdělávání v ZŠ a MŠ Horní Třešňovec,801870,allocated,observed
school:70984956,Operační program Jan Amos Komenský,Šablony I – Moderní vzdělávání v ZŠ a MŠ Zálší,791553,allocated,observed
school:60156589,Operační program Jan Amos Komenský,Šablony I – Moderní vzdělávání v ZŠ a MŠ Živanice,1019668,allocated,observed
school:70989982,Operační program Jan Amos Komenský,Krůček po krůčku,416158,allocated,observed
school:71001417,Operační program Jan Amos Komenský,Učíme se společně,716578,allocated,observed
school:70994285,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v Cehnicích,1303703,allocated,observed
school:70881600,Operační program Jan Amos Komenský,Inovativní vzdělávání a spolupráce,781236,allocated,observed
school:75008319,Operační program Jan Amos Komenský,Personální podpora a vzdělávací projekty na ZŠ a MŠ Lhota pod Libčany,887437,allocated,observed
school:62331388,Operační program Jan Amos Komenský,Učící se škola I,3778189,allocated,observed
school:75016389,Operační program Jan Amos Komenský,OPJAK Šablony I pro MŠ Slatiňany,653124,allocated,observed
school:46772103,Operační program Jan Amos Komenský,Prožitkové vzdělávání,596813,allocated,observed
school:73184209,Operační program Jan Amos Komenský,Šablony I. - ZŠ a MŠ Komorní Lhotka 2022,1085607,allocated,observed
school:06415075,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v MŠ Hůry,374013,allocated,observed
school:60157313,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,722620,allocated,observed
school:46070915,Operační program Jan Amos Komenský,Kaštánek,508550,allocated,observed
school:75016095,Operační program Jan Amos Komenský,OP JAK I - Rozvoj MŠ Karle,365235,allocated,observed
school:60802499,Operační program Jan Amos Komenský,"Šablony I - ZŠ Krnov, Smetanův okruh - Personální podpora, profesní rozvoj pedagogů, inovativní vzdělávání žáků a spolupráce s rodiči dětí",3760827,allocated,observed
school:70981523,Operační program Jan Amos Komenský,Inovativní přístup ke vzdělávání I.,818397,allocated,observed
school:49305620,Operační program Jan Amos Komenský,Šablony OPJAK ZŠ Nová Paka Komenského,3381565,allocated,observed
school:75015978,Operační program Jan Amos Komenský,Škola hrou,1564628,allocated,observed
school:70991189,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v ZŠ a MŠ Zahájí,838420,allocated,observed
school:72742011,Operační program Jan Amos Komenský,MŠ Stonožka 002 Varnsdorf,431858,allocated,observed
school:70958149,Operační program Jan Amos Komenský,"Šablony I - ZŠ Školní Havířov - Personální podpora, profesní rozvoj pedagogů, inovativní vzdělávání žáků a spolupráce s rodiči dětí",2079158,allocated,observed
school:47813032,Operační program Jan Amos Komenský,Podpora speciálního pedagoga IV,3756600,allocated,observed
school:75020980,Operační program Jan Amos Komenský,OPJAK Šablony I pro ZŠ Ludslavice,548790,allocated,observed
school:71005668,Operační program Jan Amos Komenský,Rohatecká školka pro všechny děti IV.,365235,allocated,observed
school:49855425,Operační program Jan Amos Komenský,ZŠ Průhonice šablony OP JAK,4422870,allocated,observed
school:75016567,Operační program Jan Amos Komenský,Šablony I. pro MŠ Načešice,383738,allocated,observed
school:75000458,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v ZŠ a MŠ Neznašov,997827,allocated,observed
school:75000211,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání ve Střížově,871210,allocated,observed
school:00857581,Operační program Jan Amos Komenský,Rovný přístup ke vzdělání v ZUŠ Červený Kostelec,1296781,allocated,observed
school:70996504,Operační program Jan Amos Komenský,Rovný přístup ke vzdělání v ZŠ Pavlišovská,561850,allocated,observed
school:07368089,Operační program Jan Amos Komenský,"Personální podpora pro MŠ pod Dubovým kopcem Svinošice, p.o.",370623,allocated,observed
school:75017555,Operační program Jan Amos Komenský,"OPJAK Šablony I pro MŠ Jasánek, Ústí nad Orlicí",368161,allocated,observed
school:70986240,Operační program Jan Amos Komenský,MŠ Nové Hrady - šablony I OP JAK,545787,allocated,observed
school:47657651,Operační program Jan Amos Komenský,Společně ve vzdělávání IV,4790279,allocated,observed
school:71294554,Operační program Jan Amos Komenský,ZŠ Sulice šablony OP JAK,1289720,allocated,observed
school:70985553,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ Věrovany,434784,allocated,observed
school:75026708,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Hnojník,3727545,allocated,observed
school:70983356,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ Příbor Npor. Loma,1816225,allocated,observed
school:70989893,Operační program Jan Amos Komenský,Šablony IV.,509279,allocated,observed
school:70999431,Operační program Jan Amos Komenský,Šablony JAK I. - Hovorčovice,3141459,allocated,observed
school:70946965,Operační program Jan Amos Komenský,Šablony I- Moderní vzdělávání v Dačicích,421942,allocated,observed
school:75023342,Operační program Jan Amos Komenský,Šablony Stařechovice,368067,allocated,observed
school:75028930,Operační program Jan Amos Komenský,Společné vzdělávání v Košařiskách IV,934860,allocated,observed
school:46270914,Operační program Jan Amos Komenský,Škola pro všechny IV,2876224,allocated,observed
school:75015099,Operační program Jan Amos Komenský,Inovativní vzdělávání,860253,allocated,observed
school:75015030,Operační program Jan Amos Komenský,"Šablony I - ZŠ Verměřovice - Personální podpora, profesní rozvoj pedagogů a inovativní vzdělávání žáků",827126,allocated,observed
school:70281262,Operační program Jan Amos Komenský,Školka hrou Valtice,635937,allocated,observed
school:70944601,Operační program Jan Amos Komenský,Moderní formy výuky v MŠ Jevíčko IV,577235,allocated,observed
school:62157108,Operační program Jan Amos Komenský,Šablony OP JAK I pro ZŠ Košinova 22,1008214,allocated,observed
school:08084301,Operační program Jan Amos Komenský,MŠ Husova,515932,allocated,observed
school:70646015,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Hodslavice,2440516,allocated,observed
school:71228411,Operační program Jan Amos Komenský,Šablony I - MŠ Dlouhá Loučka - Personální podpora a profesní rozvoj pedagogů,506331,allocated,observed
school:49328298,Operační program Jan Amos Komenský,"OP JAK I - Rozvoj MŠ, ZŠ a ŠD Sokolovská",3621323,allocated,observed
school:75018381,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,730934,allocated,observed
school:70988285,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,4588276,allocated,observed
school:71295143,Operační program Jan Amos Komenský,MŠ V Zátiší 002 Dobříň,369160,allocated,observed
school:75000989,Operační program Jan Amos Komenský,JAK se učit,1440853,allocated,observed
school:70991944,Operační program Jan Amos Komenský,"Šablony I v MŠ Těšov, UB",417966,allocated,observed
school:72741571,Operační program Jan Amos Komenský,OP JAK ZŠ Jenišovice I,1834473,allocated,observed
school:75023849,Operační program Jan Amos Komenský,Šablony IV.,365235,allocated,observed
school:70983879,Operační program Jan Amos Komenský,Tvořivá škola,781944,allocated,observed
school:60158115,Operační program Jan Amos Komenský,Šablony MŠ Horní Jelení 2022,557665,allocated,observed
school:75017903,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,668071,allocated,observed
school:47813512,Operační program Jan Amos Komenský,Šablony I - ZUŠ Opava – Profesní rozvoj pedagogů a spolupráce s rodiči žáků,4119181,allocated,observed
school:75029324,Operační program Jan Amos Komenský,Šablony - Podpora vzdělávání ZŠ a MŠ Horní Suchá,3736830,allocated,observed
school:75029847,Operační program Jan Amos Komenský,Šablony I - MŠ Volgogradská Ostrava - Personální podpora a profesní rozvoj pedagogů,743951,allocated,observed
school:71003045,Operační program Jan Amos Komenský,ŠABLONY MŠ BOROVÁ OP JAK,449675,allocated,observed
school:71001271,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v ZŠ a MŠ Obrataň,787490,allocated,observed
school:71004050,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v ZŠ Zbytiny,399643,allocated,observed
school:70981531,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ a MŠ Rychnov u Jablonce nad Nisou,3529667,allocated,observed
school:70996849,Operační program Jan Amos Komenský,MŠ Dolní Čermná 002,445750,allocated,observed
school:48133876,Operační program Jan Amos Komenský,ZŠ Socháňova Praha - Domino,8249459,allocated,observed
school:01893807,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v MŠ Hlincová Hora,389713,allocated,observed
school:73184993,Operační program Jan Amos Komenský,Šablony OP JAK v MŠ Petřvald I,911125,allocated,observed
school:70887675,Operační program Jan Amos Komenský,Šablony MŠ Jemnice,802625,allocated,observed
school:60610883,Operační program Jan Amos Komenský,Šablony OP JAK pro ZŠ MŠ Nečtiny,742403,allocated,observed
school:70640181,Operační program Jan Amos Komenský,Pomáhej a poznávej,867193,allocated,observed
school:71004092,Operační program Jan Amos Komenský,Šablony I OP JAK – ZŠ a MŠ Dlouhá Ves,713147,allocated,observed
school:71007351,Operační program Jan Amos Komenský,"Šablony I v MŠ Luční, Zlín",785441,allocated,observed
school:70983364,Operační program Jan Amos Komenský,Školka všem dětem,515299,allocated,observed
school:70659133,Operační program Jan Amos Komenský,OP JAK pro ZŠ a MŠ Hořepník,997178,allocated,observed
school:70994838,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Červená Voda,2897472,allocated,observed
school:75011930,Operační program Jan Amos Komenský,Pohoda ve školce,746170,allocated,observed
school:75007541,Operační program Jan Amos Komenský,MŠ Kunice šablony OP JAK,574849,allocated,observed
school:70991065,Operační program Jan Amos Komenský,Škola hrou,414701,allocated,observed
