institution_id,programme,project_name,amount,basis,certainty
school:70974152,Operační program Jan Amos Komenský,MŠ Socháňová Praha - Pohádkový svět her,883650,allocated,observed
school:70940487,Operační program Jan Amos Komenský,ZŠ Bobrová - školní psycholg,815280,allocated,observed
school:75007983,Operační program Jan Amos Komenský,Šablony OP JAK MŠ Luční,647736,allocated,observed
school:75015609,Operační program Jan Amos Komenský,Šablony 4 Kvítek,494844,allocated,observed
school:70881138,Operační program Jan Amos Komenský,Šablony OP JAK v ZŠ a MŠ Nové Veselí,1295883,allocated,observed
school:70983887,Operační program Jan Amos Komenský,Kamarádi ze školky,374059,allocated,observed
school:70695342,Operační program Jan Amos Komenský,MŠ Cvikov Personální podpora,765693,allocated,observed
school:48664421,Operační program Jan Amos Komenský,Šablony I - Sokolská,689247,allocated,observed
school:75000024,Operační program Jan Amos Komenský,Šablony I - Dříteň,2389628,allocated,observed
school:75033151,Operační program Jan Amos Komenský,Školní asistent pro MŠ Vlkava I.,382641,allocated,observed
school:70992908,Operační program Jan Amos Komenský,Šablony pro ZŠ a MŠ Hrabenov,716228,allocated,observed
school:75022648,Operační program Jan Amos Komenský,Umění dětem,1048871,allocated,observed
school:75022141,Operační program Jan Amos Komenský,"Šablony I Mateřská škola Kelčice, okres Prostějov",353460,allocated,observed
school:47016922,Operační program Jan Amos Komenský,Šablony I - Kounov,1150377,allocated,observed
school:60046066,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ Pohádka Frýdek-Místek,1117788,allocated,observed
school:47795638,Operační program Jan Amos Komenský,Šablony I - Kovářská,992831,allocated,observed
school:70188530,Operační program Jan Amos Komenský,MŠ Sluníčko - šablony OP JAK,437424,allocated,observed
school:61989665,Operační program Jan Amos Komenský,ZŠ Demlova - Šablony OPJAK,4363710,allocated,observed
school:75027330,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ Křižíkova,620018,allocated,observed
school:60046091,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ Mateřídouška,865977,allocated,observed
school:42727537,Operační program Jan Amos Komenský,Rozšíření specializované podpory pro žáky a pedagogy,2264751,allocated,observed
school:72742160,Operační program Jan Amos Komenský,Personální podpora MŠ Sosnová,371133,allocated,observed
school:70994340,Operační program Jan Amos Komenský,MŠ Petřkovice - Šablony I,536042,allocated,observed
school:70989508,Operační program Jan Amos Komenský,Šablony I - ZŠ Velké Přítočno,530190,allocated,observed
school:71001492,Operační program Jan Amos Komenský,Šablony OP JAK I pro MŠ Čučice,371133,allocated,observed
school:75034883,Operační program Jan Amos Komenský,Personální podpora MŠ I,494844,allocated,observed
school:70645515,Operační program Jan Amos Komenský,Psycholog a speciální pedagog na ZŠ Vrbno pod Pradědem,2787504,allocated,observed
school:61631477,Operační program Jan Amos Komenský,ZŠ T.G.M. Poděbrady IV.,4973766,allocated,observed
school:70879443,Operační program Jan Amos Komenský,OP Jan Amos Komenský 31. základní škola,2351584,allocated,observed
school:70990018,Operační program Jan Amos Komenský,Šablony JAK - MŠ Příluka,353460,allocated,observed
school:70991618,Operační program Jan Amos Komenský,Šablony Křižanovice,870631,allocated,observed
school:68784589,Operační program Jan Amos Komenský,ŠABLONY I. OP JAK – Masarykova základní škola Plzeň,3027888,allocated,observed
school:65991001,Operační program Jan Amos Komenský,MŠ Mohylova Praha - Šablony,677328,allocated,observed
school:72745053,Operační program Jan Amos Komenský,"MŠ 5. května, UL 002",441825,allocated,observed
school:75023946,Operační program Jan Amos Komenský,Hvězdička otevřená všem dětem,494844,allocated,observed
school:70940738,Operační program Jan Amos Komenský,Šablony 2022 – 2025 pro 23. MŠ Plzeň,583209,allocated,observed
school:70993301,Operační program Jan Amos Komenský,Vzdělání pro všechny,551006,allocated,observed
school:75006855,Operační program Jan Amos Komenský,Rozvoj MŠ Stadtrodská I OP JAK,647736,allocated,observed
school:72745371,Operační program Jan Amos Komenský,Šablony OP JAK pro MŠ Měcholupy,441825,allocated,observed
school:75002876,Operační program Jan Amos Komenský,Svět očima dítěte,320000,allocated,observed
school:70981574,Operační program Jan Amos Komenský,Personální podpora pro MŠ Dobromilice IV,406479,allocated,observed
school:71011170,Operační program Jan Amos Komenský,Společně se učíme - Mateřská škola Jilemnice,943886,allocated,observed
school:70698040,Operační program Jan Amos Komenský,"Společně se učíme - Mateřská škola Rokytnice nad Jizerou, Dolní Rokytnice 210",506450,allocated,observed
school:64326187,Operační program Jan Amos Komenský,Šablony I. - MŠ Dobrovského Brno 2022,449720,allocated,observed
school:70156778,Operační program Jan Amos Komenský,Komenský v ZŠ Chrast,2366316,allocated,observed
school:70936366,Operační program Jan Amos Komenský,Šablony 2022 v MŠ Vidče,441825,allocated,observed
school:71006150,Operační program Jan Amos Komenský,Šablony 2022 ve Viganticích,706920,allocated,observed
school:75007703,Operační program Jan Amos Komenský,Šablony I OP JAK pro MŠ Vilémov,322768,allocated,observed
school:72744103,Operační program Jan Amos Komenský,MŠ Radovesice 002,376887,allocated,observed
school:75020742,Operační program Jan Amos Komenský,Šablony OP JAK MŠ Mokrá,647736,allocated,observed
school:70984026,Operační program Jan Amos Komenský,MŠ Malé Hradisko 002,356386,allocated,observed
school:72741457,Operační program Jan Amos Komenský,Šablony OP JAK pro MŠ Lenešice,441825,allocated,observed
school:60157241,Operační program Jan Amos Komenský,OPJAK Šablony I pro MŠ Mozaika Pardubice,677328,allocated,observed
school:70640254,Operační program Jan Amos Komenský,Przedszkole2022,371133,allocated,observed
school:70983712,Operační program Jan Amos Komenský,"ZŠ a MŠ Třinec, ŠABLONY PRO MŠ A ZŠ I",1118742,allocated,observed
school:70988323,Operační program Jan Amos Komenský,MŠ Těšetice - šablony I z OP JAK,365331,allocated,observed
school:70993289,Operační program Jan Amos Komenský,Spokojené děti v MŠ Hodějice,419529,allocated,observed
school:70226024,Operační program Jan Amos Komenský,MŠ Pomněnka 002 Ústí nad Labem,583209,allocated,observed
school:49558862,Operační program Jan Amos Komenský,Krok za krokem 2022+,2662932,allocated,observed
school:72048069,Operační program Jan Amos Komenský,Kaleidoskop,629209,allocated,observed
school:75016494,Operační program Jan Amos Komenský,Šablony JAK - MŠ Jarošov,382641,allocated,observed
school:70982619,Operační program Jan Amos Komenský,Poznáváme celý svět,413481,allocated,observed
school:71006044,Operační program Jan Amos Komenský,MŠ Dačice,1160940,allocated,observed
school:70989036,Operační program Jan Amos Komenský,Šablony JAK I pro MŠ Kostelec nad Labem,683082,allocated,observed
school:71005633,Operační program Jan Amos Komenský,ZŠ a MŠ Jezernice - Šablony,776887,allocated,observed
school:70988757,Operační program Jan Amos Komenský,Šablony pro ZŠ a MŠ Kostelec,388806,allocated,observed
school:75019175,Operační program Jan Amos Komenský,Personální podpora v MŠ,341541,allocated,observed
school:70996415,Operační program Jan Amos Komenský,Šablony I - MŠ Vančurova,500598,allocated,observed
school:70996873,Operační program Jan Amos Komenský,Šablony I - MŠ Hronov,618555,allocated,observed
school:70984638,Operační program Jan Amos Komenský,MŠ Čtyřlístek Ostrava IV.,824466,allocated,observed
school:70157359,Operační program Jan Amos Komenský,Spokojené děti,424152,allocated,observed
school:71009787,Operační program Jan Amos Komenský,"Tvořivě, hravě, úspěšně",770190,allocated,observed
school:47813202,Operační program Jan Amos Komenský,MŠ Háj ve Slezsku  IV.,618555,allocated,observed
school:70989516,Operační program Jan Amos Komenský,Šablony I - MŠ Velké Přítočno,412233,allocated,observed
school:75018063,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,446479,allocated,observed
school:75018624,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,815884,allocated,observed
school:70982341,Operační program Jan Amos Komenský,"Šablony I JAK - MŠ Česká Třebová, U Stadionu",550789,allocated,observed
school:70188998,Operační program Jan Amos Komenský,MŠ Starý Svojanov OPJAK,353460,allocated,observed
school:75001152,Operační program Jan Amos Komenský,Šablony I - Moderní vzdělávání v MŠ Roudné,467078,allocated,observed
school:70988676,Operační program Jan Amos Komenský,Personální podpora MŠ Víceměřice IV,353460,allocated,observed
school:70984018,Operační program Jan Amos Komenský,Šablony OP JAK MŠ Koryčany,494844,allocated,observed
school:72743565,Operační program Jan Amos Komenský,Společně se učíme - MŠ Vysoké nad Jizerou,454630,allocated,observed
school:75016320,Operační program Jan Amos Komenský,Školní asistent v Záhoří,382641,allocated,observed
school:75146886,Operační program Jan Amos Komenský,OPJAK Šablony I pro MŠ Kněževes,416622,allocated,observed
school:61988596,Operační program Jan Amos Komenský,Podpora dětem ohrožených školním neúspěchem,636228,allocated,observed
school:70985626,Operační program Jan Amos Komenský,MŠ Dlouhoňovice 002,362238,allocated,observed
school:72069899,Operační program Jan Amos Komenský,Šablona I OPJAK - Zkvalitnění předškolního vzdělávání v MŠ Čeladenská Beruška,452066,allocated,observed
school:71172513,Operační program Jan Amos Komenský,Šablony I – Moderní vzdělávání v MŠ Ratboř,424152,allocated,observed
school:62930729,Operační program Jan Amos Komenský,Šablony4_Hornomep,3776542,allocated,observed
school:75023563,Operační program Jan Amos Komenský,MŠ Valchov 002,371133,allocated,observed
school:71002537,Operační program Jan Amos Komenský,Malými krůčky k velkým cílům,698555,allocated,observed
school:21551383,Operační program Jan Amos Komenský,MŠ Hořín 002,407942,allocated,observed
