institution_id,amount,basis,certainty,note
school:75031612,7795963,realized,observed,FIN 2-01 PO account 672/673; school IČO 75031612
school:75034743,3270012,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034743
school:71000631,4207878,realized,observed,FIN 2-01 PO account 672/673; school IČO 71000631
school:75032767,12206332,realized,observed,FIN 2-01 PO account 672/673; school IČO 75032767
school:75031159,4204875,realized,observed,FIN 2-01 PO account 672/673; school IČO 75031159
school:75033801,10829361,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033801
school:75033771,10765431,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033771
school:75033747,11691284,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033747
school:75034361,5386952,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034361
school:70989516,4402991,realized,observed,FIN 2-01 PO account 672/673; school IČO 70989516
school:70989575,7507668,realized,observed,FIN 2-01 PO account 672/673; school IČO 70989575
school:70991677,10674576,realized,observed,FIN 2-01 PO account 672/673; school IČO 70991677
school:75033623,3616075,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033623
school:75030799,5312884,realized,observed,FIN 2-01 PO account 672/673; school IČO 75030799
school:75034867,4231959,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034867
school:75031183,5740079,realized,observed,FIN 2-01 PO account 672/673; school IČO 75031183
school:75033810,79876890,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033810
school:75033186,6173852,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033186
school:71004424,10387864,realized,observed,FIN 2-01 PO account 672/673; school IČO 71004424
school:75034484,12598719,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034484
school:70990701,25127111,realized,observed,FIN 2-01 PO account 672/673; school IČO 70990701
school:75034875,8433540,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034875
school:71001751,13125895,realized,observed,FIN 2-01 PO account 672/673; school IČO 71001751
school:70989711,36993558,realized,observed,FIN 2-01 PO account 672/673; school IČO 70989711
school:70988056,22597469,realized,observed,FIN 2-01 PO account 672/673; school IČO 70988056
school:75032848,31972993,realized,observed,FIN 2-01 PO account 672/673; school IČO 75032848
school:70995044,19987900,realized,observed,FIN 2-01 PO account 672/673; school IČO 70995044
school:70989583,18241725,realized,observed,FIN 2-01 PO account 672/673; school IČO 70989583
school:70989729,7124936,realized,observed,FIN 2-01 PO account 672/673; school IČO 70989729
school:70994978,15840252,realized,observed,FIN 2-01 PO account 672/673; school IČO 70994978
school:75002825,2770904,realized,observed,FIN 2-01 PO account 672/673; school IČO 75002825
school:75031175,20292246,realized,observed,FIN 2-01 PO account 672/673; school IČO 75031175
school:75030781,9166840,realized,observed,FIN 2-01 PO account 672/673; school IČO 75030781
school:70991961,17432071,realized,observed,FIN 2-01 PO account 672/673; school IČO 70991961
school:75033615,4748503,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033615
school:70991651,58234595,realized,observed,FIN 2-01 PO account 672/673; school IČO 70991651
school:70989508,9527242,realized,observed,FIN 2-01 PO account 672/673; school IČO 70989508
school:75034379,5358390,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034379
school:71002235,36575659,realized,observed,FIN 2-01 PO account 672/673; school IČO 71002235
school:75032741,4565057,realized,observed,FIN 2-01 PO account 672/673; school IČO 75032741
school:75031621,23711570,realized,observed,FIN 2-01 PO account 672/673; school IČO 75031621
school:75034751,4813483,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034751
school:75033119,31643555,realized,observed,FIN 2-01 PO account 672/673; school IČO 75033119
school:75031761,19470053,realized,observed,FIN 2-01 PO account 672/673; school IČO 75031761
school:70997462,7111811,realized,observed,FIN 2-01 PO account 672/673; school IČO 70997462
school:70990905,14162809,realized,observed,FIN 2-01 PO account 672/673; school IČO 70990905
school:75032775,27555206,realized,observed,FIN 2-01 PO account 672/673; school IČO 75032775
school:75034581,12882154,realized,observed,FIN 2-01 PO account 672/673; school IČO 75034581
school:70989613,70040688,realized,observed,FIN 2-01 PO account 672/673; school IČO 70989613
school:70567981,119286791,realized,observed,FIN 2-01 PO account 672/673; school IČO 70567981
school:61894516,37887751,realized,observed,FIN 2-01 PO account 672/673; school IČO 61894516
school:47013958,26732920,realized,observed,FIN 2-01 PO account 672/673; school IČO 47013958
school:71002022,9957670,realized,observed,FIN 2-01 PO account 672/673; school IČO 71002022
school:00507601,58867940,realized,observed,FIN 2-01 PO account 672/673; school IČO 00507601
school:00873306,61687234,realized,observed,FIN 2-01 PO account 672/673; school IČO 00873306
school:00069485,29783961,realized,observed,FIN 2-01 PO account 672/673; school IČO 00069485
school:00473634,68652149,realized,observed,FIN 2-01 PO account 672/673; school IČO 00473634
school:48706302,33223007,realized,observed,FIN 2-01 PO account 672/673; school IČO 48706302
school:61894737,75401929,realized,observed,FIN 2-01 PO account 672/673; school IČO 61894737
school:75135540,63680487,realized,observed,FIN 2-01 PO account 672/673; school IČO 75135540
school:48665142,17531206,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665142
school:48665151,21770621,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665151
school:48665274,8331538,realized,observed,FIN 2-01 PO account 672/673; school IČO 48665274
