institution_id,pedagogical_amount,nonpedagogical_amount,oniv_amount,other_amount,operations_amount,investment_amount,bucket_basis,bucket_certainty
school:00053163,61288654,8483580,4579856,24280737,0,0,allocated,observed
school:00638722,64288536,8201539,709794,25226546,0,0,allocated,observed
school:48133876,66282937,5297757,1830455,24910082,0,0,allocated,observed
school:70993165,63648033,8176817,542060,24995048,0,0,allocated,observed
school:00638005,63662158,7775323,706122,24860244,0,0,allocated,observed
school:48895598,63456899,7545739,914288,24708918,0,0,allocated,observed
school:13644297,66761960,4499943,481340,24799142,0,0,allocated,observed
school:69456330,61312694,9783850,664530,24741597,0,0,allocated,observed
school:00836591,62808396,8182038,737370,24704671,0,0,allocated,observed
school:00581101,64272425,6494603,644988,24626925,0,0,allocated,observed
school:00638013,59225751,9928768,2640825,24065772,0,0,allocated,observed
school:00673358,62397557,8049928,680304,24515725,0,0,allocated,observed
school:46749799,66814140,3753874,495810,24557669,0,0,allocated,observed
school:00527939,60753596,9529183,716220,24458407,0,0,allocated,observed
school:00510874,60256833,8925256,770430,24075367,0,0,allocated,observed
school:00559644,60544366,7899378,707730,23818422,0,0,allocated,observed
school:00559415,60894935,7244890,716406,23712659,0,0,allocated,observed
school:00851167,58201707,8399627,1894013,23177264,0,0,allocated,observed
school:63154617,60731691,5912638,1307482,23192226,0,0,allocated,observed
school:60680342,59585968,6668522,1721488,23056563,0,0,allocated,observed
school:00082627,60428557,6464807,833005,23278891,0,0,allocated,observed
school:00600938,60417006,6399130,574734,23252015,0,0,allocated,observed
school:46773495,59528436,6097119,1612934,22837694,0,0,allocated,observed
school:69457425,58105057,6694090,1284286,22550103,0,0,allocated,observed
school:61389838,60334019,4377686,1377065,22519673,0,0,allocated,observed
school:00601799,60064345,5110398,748870,22680810,0,0,allocated,observed
school:00497070,51591566,9181068,5678623,21148876,0,0,allocated,observed
school:66610699,56823433,6928595,634140,22185705,0,0,allocated,observed
school:00566381,57395368,5932912,782154,22038242,0,0,allocated,observed
school:00843351,57219364,6054759,659709,22019395,0,0,allocated,observed
school:46747991,56205133,6940482,723540,21974674,0,0,allocated,observed
school:00511382,54038456,6849350,2633744,21188956,0,0,allocated,observed
school:00601781,57207628,4864248,676680,21601013,0,0,allocated,observed
school:61388424,56841550,4418665,1438965,21318555,0,0,allocated,observed
school:00601691,56360781,5475593,559245,21519058,0,0,allocated,observed
school:00125423,53062035,7319261,2289584,21012691,0,0,allocated,observed
school:00844691,49122395,8090838,6347783,19910205,0,0,allocated,observed
school:61386685,55774152,4811220,1375865,21083710,0,0,allocated,observed
school:63289938,55896668,4550816,1307965,21035725,0,0,allocated,observed
school:48623725,53969622,6740917,700545,21127267,0,0,allocated,observed
school:00526517,52423356,6673206,2563299,20565604,0,0,allocated,observed
school:13644301,53626010,6081044,1518622,20778055,0,0,allocated,observed
school:00582239,53166175,7031601,584049,20948826,0,0,allocated,observed
school:14451093,47918841,8398604,5689875,19598470,0,0,allocated,observed
school:49438816,54590207,5420045,690515,20883568,0,0,allocated,observed
school:75023920,54611485,4201640,1320465,20466967,0,0,allocated,observed
school:75030365,53001390,5274252,1370155,20279923,0,0,allocated,observed
school:14450500,49939352,8333224,1226832,20278857,0,0,allocated,observed
school:00177032,50157944,7483784,1568949,20059321,0,0,allocated,observed
school:47611863,53210338,4470848,1473135,20073053,0,0,allocated,observed
school:62537784,53230836,4143321,1462910,19966207,0,0,allocated,observed
school:00559105,52955066,4878543,697940,20126096,0,0,allocated,observed
school:66362725,53749305,4021786,544895,20104340,0,0,allocated,observed
school:49872559,52886384,4791427,587160,20071878,0,0,allocated,observed
school:49314866,50233915,6765934,1441904,19835947,0,0,allocated,observed
school:69781745,52131062,4957405,1304270,19866787,0,0,allocated,observed
school:00637998,51812614,5698090,554160,20013725,0,0,allocated,observed
school:60433230,52295542,4528523,1203105,19774775,0,0,allocated,observed
school:49367463,51859433,4865168,1286310,19740161,0,0,allocated,observed
school:61381276,51618137,4683752,1661605,19593057,0,0,allocated,observed
school:00497088,47789671,6893274,3388935,19029664,0,0,allocated,observed
school:70567981,51729222,4449932,1241985,19550346,0,0,allocated,observed
school:00638749,50323474,6301268,571713,19705410,0,0,allocated,observed
school:13582968,50995959,5607595,524724,19698037,0,0,allocated,observed
school:70890889,51159685,4950376,1107575,19526302,0,0,allocated,observed
school:72549581,49391679,6451043,1317328,19433267,0,0,allocated,observed
school:70631000,51195433,4850178,1018060,19503873,0,0,allocated,observed
school:00575933,49377484,6987966,575520,19615177,0,0,allocated,observed
school:00559482,50381872,5899703,599640,19585988,0,0,allocated,observed
school:00566756,50828027,5555255,451047,19621382,0,0,allocated,observed
school:60371684,51134416,4878543,676595,19492510,0,0,allocated,observed
school:47608579,50818328,4567183,1461640,19274158,0,0,allocated,observed
school:49629077,49008507,6949826,619620,19473500,0,0,allocated,observed
school:49766929,47613394,6454651,2728412,18815679,0,0,allocated,observed
school:62073516,49006510,6168280,1113761,19200827,0,0,allocated,observed
school:21551472,50310228,4470848,1467615,19063815,0,0,allocated,observed
school:00664740,46506679,7312168,2753374,18728958,0,0,allocated,observed
school:14891263,49609031,5667224,634037,19236137,0,0,allocated,observed
school:75050099,48846738,5324493,2101615,18851588,0,0,allocated,observed
school:70943141,50276083,4556650,1092220,19081791,0,0,allocated,observed
school:61515451,49994522,5115628,641135,19178333,0,0,allocated,observed
school:13643878,46736363,6580789,2983020,18554369,0,0,allocated,observed
school:13644254,45813195,7267084,2971122,18471937,0,0,allocated,observed
school:61385476,50119598,4642438,667975,19057188,0,0,allocated,observed
school:00518557,45875287,8742199,690030,19006885,0,0,allocated,observed
school:00559008,50033099,4522260,621895,18985265,0,0,allocated,observed
school:00559504,50620696,3912869,531420,18977681,0,0,allocated,observed
school:60545984,49989041,4281904,578660,18886288,0,0,allocated,observed
school:00577235,47920639,5972356,1041015,18754762,0,0,allocated,observed
school:00601381,49166742,4870627,566160,18805005,0,0,allocated,observed
school:18385061,45034856,6690926,3201107,18000572,0,0,allocated,observed
school:00173843,46098041,6215438,2294664,18205091,0,0,allocated,observed
school:00509965,46770689,6453664,998222,18522075,0,0,allocated,observed
school:47014491,47998131,5024387,1266340,18451836,0,0,allocated,observed
school:68321261,44287949,6337097,4251135,17617516,0,0,allocated,observed
school:72547651,47460955,5811510,566466,18538818,0,0,allocated,observed
school:70926298,47962331,4966474,1005775,18419224,0,0,allocated,observed
school:00082554,44770429,6154396,3424005,17721839,0,0,allocated,observed
school:47921374,48592293,4563025,414380,18498050,0,0,allocated,observed
school:47657022,47716340,4380007,1319985,18129528,0,0,allocated,observed
school:00566896,43017085,6572020,4386444,17257008,0,0,allocated,observed
school:13643606,42836423,6961648,4068786,17329729,0,0,allocated,observed
school:00666131,48174723,3798288,1095025,18086608,0,0,allocated,observed
school:75034549,47840170,3971090,1257020,18030319,0,0,allocated,observed
school:62693514,48582792,3712536,432965,18198774,0,0,allocated,observed
school:00559270,47173517,4866904,588455,18110066,0,0,allocated,observed
school:14451026,44662486,5321836,3157356,17394544,0,0,allocated,observed
school:00056324,43709702,6001753,3486301,17299587,0,0,allocated,observed
school:61388068,46861982,4859206,539448,17998974,0,0,allocated,observed
school:49777521,46831063,4201853,1335955,17759455,0,0,allocated,observed
school:06668356,44996449,6128108,1088938,17791346,0,0,allocated,observed
school:68784619,46212690,4524548,1372160,17656558,0,0,allocated,observed
school:63113961,46518488,4000794,1214950,17580710,0,0,allocated,observed
school:47558415,46741881,4262459,491970,17749510,0,0,allocated,observed
school:00874817,46354496,3885369,1233945,17483473,0,0,allocated,observed
school:00400866,46476099,3776167,1150785,17487789,0,0,allocated,observed
school:48132306,46073466,3904955,1353610,17392490,0,0,allocated,observed
school:14891247,45662459,4815853,646980,17566452,0,0,allocated,observed
school:61985759,46009272,4502031,559205,17577933,0,0,allocated,observed
school:62157299,48002372,2503738,248345,17576126,0,0,allocated,observed
school:75009617,44617698,5578394,398420,17468240,0,0,allocated,observed
school:65993527,45190331,4329731,1110230,17232982,0,0,allocated,observed
school:00669709,44354071,5434932,446415,17326573,0,0,allocated,observed
school:61386961,45041942,4149243,1242725,17118533,0,0,allocated,observed
school:00175790,39650951,7136342,4481588,16281978,0,0,allocated,observed
school:71001514,45195711,4010838,1118145,17123879,0,0,allocated,observed
school:49752626,46069464,3470950,646547,17240064,0,0,allocated,observed
school:70943125,45250565,3985618,981610,17134192,0,0,allocated,observed
school:00559148,44967073,4576629,536790,17241208,0,0,allocated,observed
school:65268687,44949439,4101155,1159220,17069607,0,0,allocated,observed
school:00601659,44192685,5312645,522495,17227855,0,0,allocated,observed
school:61388866,43854818,5658404,491340,17230601,0,0,allocated,observed
school:00843474,43582282,5448651,1044826,17062764,0,0,allocated,observed
school:00520152,43667947,5695005,515130,17178308,0,0,allocated,observed
school:00830232,45269239,3798400,913110,17075538,0,0,allocated,observed
school:47922770,45151674,3777454,1025210,17027336,0,0,allocated,observed
school:70992398,45159760,3689944,1049890,16999697,0,0,allocated,observed
school:70854963,44318672,4265170,1288350,16907177,0,0,allocated,observed
school:61631485,44474571,4053404,1358085,16887736,0,0,allocated,observed
school:60555882,44700501,3940735,1101085,16927150,0,0,allocated,observed
school:14450470,41395897,6182638,2496236,16557330,0,0,allocated,observed
school:47005203,44421008,3981134,1233700,16843945,0,0,allocated,observed
school:49181891,44037864,4231558,1288150,16797759,0,0,allocated,observed
school:00671274,39009049,7540203,3593077,16199140,0,0,allocated,observed
school:75033071,44452780,3822641,1223550,16799846,0,0,allocated,observed
school:47922206,44705744,4018752,495910,16956125,0,0,allocated,observed
school:00638765,43710725,4978324,506910,16943789,0,0,allocated,observed
school:63831333,44351639,3913286,1049225,16796194,0,0,allocated,observed
school:75059151,42055306,6548480,519630,16914118,0,0,allocated,observed
school:00843491,42714664,5474427,1043010,16769804,0,0,allocated,observed
school:60611880,43956888,4305557,922735,16795330,0,0,allocated,observed
school:62694863,43919943,4102464,1068870,16711798,0,0,allocated,observed
school:00843113,42966748,5455408,510729,16850911,0,0,allocated,observed
school:62032381,43107951,5266024,556014,16834144,0,0,allocated,observed
school:70504539,43784109,4119111,1161405,16670320,0,0,allocated,observed
school:48133892,44266676,3640476,1056155,16671689,0,0,allocated,observed
school:61989851,43761370,4383557,729365,16754434,0,0,allocated,observed
school:12907731,42515865,5583856,701936,16738703,0,0,allocated,observed
school:48513091,44023972,3680328,1209360,16601096,0,0,allocated,observed
school:00055107,40241549,5740190,3503035,16001645,0,0,allocated,observed
school:70837899,41196841,4984418,3232262,16071079,0,0,allocated,observed
school:00559032,44121525,4018752,552770,16752817,0,0,allocated,observed
school:61384780,44069492,3579374,1197035,16581806,0,0,allocated,observed
school:00497061,41483739,5856316,1595815,16474340,0,0,allocated,observed
school:61100226,43753684,4263358,559850,16709930,0,0,allocated,observed
school:72744081,42641262,5432101,346760,16729531,0,0,allocated,observed
school:00845027,43448073,4520692,478890,16693131,0,0,allocated,observed
school:71217860,43569583,3761458,1140420,16471202,0,0,allocated,observed
school:60418451,41899020,5246526,1233312,16406650,0,0,allocated,observed
school:47255838,43409176,3579374,1188620,16352016,0,0,allocated,observed
school:60075911,38797002,5247769,5150992,15327581,0,0,allocated,observed
school:69972141,42995073,3756506,1236110,16269550,0,0,allocated,observed
school:14450437,40726859,5830134,1430838,16201834,0,0,allocated,observed
school:49855221,43004077,3513239,1131050,16188026,0,0,allocated,observed
school:48161110,43580783,3542032,153105,16398739,0,0,allocated,observed
school:60371790,40165574,5740541,1716825,15975328,0,0,allocated,observed
school:49465481,42653337,3699988,1095425,16130957,0,0,allocated,observed
school:60436123,43000449,3424627,991270,16155927,0,0,allocated,observed
school:00568945,38410733,5894152,3810834,15418100,0,0,allocated,observed
school:48342301,42477623,3756506,1186510,16089477,0,0,allocated,observed
school:70845905,42725191,3633936,962915,16132976,0,0,allocated,observed
school:63024616,43228193,3548580,384095,16278317,0,0,allocated,observed
school:00602060,43903480,2874938,353150,16278889,0,0,allocated,observed
school:00055166,39477204,5666288,2550470,15709935,0,0,allocated,observed
school:61989037,42406593,3843550,1038635,16095049,0,0,allocated,observed
school:65269870,42449192,3680328,1168425,16053073,0,0,allocated,observed
school:41190726,38648672,7815445,580380,16169513,0,0,allocated,observed
school:00639133,39232812,6589383,1424279,15946124,0,0,allocated,observed
school:61894737,42581955,3912869,509425,16180199,0,0,allocated,observed
school:06668364,37892854,5722407,4302469,15178111,0,0,allocated,observed
school:48380296,42134059,4258060,503630,16144457,0,0,allocated,observed
school:70107017,42062904,3829645,994024,15970607,0,0,allocated,observed
school:60610476,41197169,5096679,356670,16110259,0,0,allocated,observed
school:60555211,41946421,4157475,587980,16044156,0,0,allocated,observed
school:67011748,42407480,3822097,361455,16087893,0,0,allocated,observed
school:61384828,42669850,3053040,1017465,15911566,0,0,allocated,observed
school:61385930,40364297,5312330,1026793,15895466,0,0,allocated,observed
school:49466607,42071630,3611210,967260,15897628,0,0,allocated,observed
school:70283940,41804486,3756506,1092390,15855225,0,0,allocated,observed
school:62694987,41759504,3756506,1144050,15839571,0,0,allocated,observed
school:00523925,40197381,5763323,519690,15994325,0,0,allocated,observed
school:70877807,41966441,3599239,1035240,15856857,0,0,allocated,observed
school:49438867,41982949,3889419,511945,15963584,0,0,allocated,observed
school:48133809,41543331,3923966,1056680,15822619,0,0,allocated,observed
school:60433345,41807665,3451792,1124845,15750291,0,0,allocated,observed
school:70845425,38412775,6071768,2124854,15480621,0,0,allocated,observed
school:62537661,41538190,3641600,1126740,15722567,0,0,allocated,observed
school:47326531,40864320,4339295,886135,15730858,0,0,allocated,observed
school:75031281,41129636,3813099,1198270,15640071,0,0,allocated,observed
school:62156781,41733091,3299435,970940,15671319,0,0,allocated,observed
school:00582859,41119551,3769961,1060095,15621550,0,0,allocated,observed
school:60784512,41060045,3997315,763985,15679962,0,0,allocated,observed
school:00638463,41265121,3874678,523410,15708650,0,0,allocated,observed
school:62931377,41742677,2982997,1039340,15564535,0,0,allocated,observed
school:44159960,41123180,3698012,842285,15597775,0,0,allocated,observed
school:70631735,40861776,3949429,822100,15594299,0,0,allocated,observed
school:47813130,37450492,5648884,3073623,14998583,0,0,allocated,observed
school:49516256,41008796,3527970,1115915,15498795,0,0,allocated,observed
school:49862570,40691113,3926688,977805,15526995,0,0,allocated,observed
school:61222364,42956292,2299050,112410,15748859,0,0,allocated,observed
school:60435674,41093157,3549018,915130,15535477,0,0,allocated,observed
school:18380824,38618057,4653746,2745839,15058587,0,0,allocated,observed
school:72545933,40530309,4054978,871715,15515680,0,0,allocated,observed
school:70888094,40778869,3594105,1149620,15441795,0,0,allocated,observed
school:46750045,40854368,3579374,1055790,15462942,0,0,allocated,observed
school:61664651,38315896,5109400,2364551,15112003,0,0,allocated,observed
school:75005743,40050661,4392271,981400,15466140,0,0,allocated,observed
school:60460865,40407907,4015495,894540,15459344,0,0,allocated,observed
school:00556807,38078634,6305143,931614,15445555,0,0,allocated,observed
school:70982228,41054911,3639719,471455,15553731,0,0,allocated,observed
school:70879443,40486452,3680328,1148755,15370040,0,0,allocated,observed
school:61781797,38362782,5122684,2008007,15132943,0,0,allocated,observed
school:64201112,40685224,3570258,935210,15400908,0,0,allocated,observed
school:16977246,35260775,6933736,3630832,14683690,0,0,allocated,observed
school:48705969,39998165,4182913,945550,15375015,0,0,allocated,observed
school:00077615,36458523,5959045,3320998,14761314,0,0,allocated,observed
school:14891409,38523206,5955588,486921,15478620,0,0,allocated,observed
school:60433302,40809785,3252609,1018790,15333713,0,0,allocated,observed
school:47934409,40000755,3832685,1184625,15254037,0,0,allocated,observed
school:61385158,40037761,3747483,1202580,15237264,0,0,allocated,observed
school:49466623,39688301,4266563,870400,15296293,0,0,allocated,observed
school:61385620,40320661,3451792,1089890,15232814,0,0,allocated,observed
school:48461636,39462800,4842452,349795,15418228,0,0,allocated,observed
school:00380431,37717545,6170943,857226,15273194,0,0,allocated,observed
school:61955647,40302632,3481496,984825,15236876,0,0,allocated,observed
school:67365213,40193383,3375613,1124210,15162011,0,0,allocated,observed
school:49778099,40027036,3912869,543310,15291087,0,0,allocated,observed
school:62451511,39991305,3527970,1108525,15144708,0,0,allocated,observed
school:15060977,38964782,4931745,568762,15275991,0,0,allocated,observed
school:47515775,39877169,3601663,1028920,15130633,0,0,allocated,observed
school:13644327,37860486,6031770,449970,15274506,0,0,allocated,observed
school:47558229,39789755,3710646,926935,15138140,0,0,allocated,observed
school:00128198,35963567,6092491,2799444,14635509,0,0,allocated,observed
school:75041511,39691898,3665459,991400,15088361,0,0,allocated,observed
school:63125382,40155564,3496539,577430,15190932,0,0,allocated,observed
school:70873160,39449272,4406101,302420,15261670,0,0,allocated,observed
school:48512681,40303732,3063084,951705,15091652,0,0,allocated,observed
school:70989559,39237650,4176358,886205,15108075,0,0,allocated,observed
school:00842966,39884846,3788440,480495,15198304,0,0,allocated,observed
school:70874263,39723067,3451013,1115600,15024580,0,0,allocated,observed
school:61883328,39413971,3680328,1205385,14996816,0,0,allocated,observed
school:00582336,37029817,5204639,2341028,14697591,0,0,allocated,observed
school:47934832,39091947,4511246,417660,15173911,0,0,allocated,observed
school:00842702,39571447,3912869,520305,15132542,0,0,allocated,observed
school:49624059,38426408,5061677,505500,15133854,0,0,allocated,observed
school:00638625,37986314,5643219,307750,15183077,0,0,allocated,observed
school:61388262,38331351,5168867,406440,15138076,0,0,allocated,observed
school:00087751,33769955,6050322,5339550,13857457,0,0,allocated,observed
school:72549572,36588353,5248055,2567753,14559070,0,0,allocated,observed
school:62072897,39353840,3618787,955325,14954474,0,0,allocated,observed
school:49778145,39383327,3873462,539185,15053363,0,0,allocated,observed
school:00577260,36874896,6469280,413670,15083773,0,0,allocated,observed
school:63831406,39042535,3885714,935820,14939030,0,0,allocated,observed
school:14451085,36121537,6543549,1116285,14847450,0,0,allocated,observed
school:47366419,39590149,3063084,1001640,14843325,0,0,allocated,observed
school:00409014,37228954,5071189,1450172,14720449,0,0,allocated,observed
school:75033810,39222440,3550646,808205,14885034,0,0,allocated,observed
school:62931504,38755187,3756506,1137185,14794069,0,0,allocated,observed
school:00555053,36247638,6745519,476100,14961619,0,0,allocated,observed
school:48160989,38977456,3912869,543035,14925833,0,0,allocated,observed
school:47067519,38621391,3746462,1122610,14744013,0,0,allocated,observed
school:60061863,38225883,4451274,604194,14851651,0,0,allocated,observed
school:00845213,36958464,5381361,1014557,14734259,0,0,allocated,observed
school:70599921,38883806,3464375,972620,14737167,0,0,allocated,observed
school:00376469,35767181,4690082,3505889,14079128,0,0,allocated,observed
school:00581577,38400331,3963294,922340,14742541,0,0,allocated,observed
school:44556969,38931922,3648627,500700,14818031,0,0,allocated,observed
school:60077093,38833684,3318744,1053065,14669045,0,0,allocated,observed
school:61385301,37870837,4678794,465420,14807271,0,0,allocated,observed
school:60336251,38312774,3964592,825430,14712524,0,0,allocated,observed
school:67439918,37154650,5352981,432660,14792655,0,0,allocated,observed
school:70978352,38674252,3512345,800555,14680936,0,0,allocated,observed
school:61515779,39443929,3197296,176130,14839146,0,0,allocated,observed
school:66362521,38487586,3481496,1073840,14605241,0,0,allocated,observed
school:70831378,39147182,3341865,336175,14786188,0,0,allocated,observed
school:13582909,33057125,6199513,4631481,13661310,0,0,allocated,observed
school:48510921,38991026,2988071,956335,14608726,0,0,allocated,observed
school:61388483,38533969,3318744,1016970,14564744,0,0,allocated,observed
school:00335487,38555675,3664012,494755,14692451,0,0,allocated,observed
school:47813083,37354481,4427220,971739,14540032,0,0,allocated,observed
school:62692755,38628330,3143170,940755,14536482,0,0,allocated,observed
school:69174415,36596962,5516523,449970,14655493,0,0,allocated,observed
school:00838225,36927732,5124220,429330,14634080,0,0,allocated,observed
school:60077590,36648663,5368764,463353,14622064,0,0,allocated,observed
school:62770233,38463360,3529822,445855,14613628,0,0,allocated,observed
school:00529842,33811906,5340835,4263099,13625153,0,0,allocated,observed
school:69781877,38160085,3453654,941335,14481581,0,0,allocated,observed
school:61381233,38098451,3365569,1097335,14429479,0,0,allocated,observed
school:49459724,38180892,3506719,785470,14507289,0,0,allocated,observed
school:69793000,35855043,4506981,2547126,14045984,0,0,allocated,observed
school:00832502,37614904,4197473,587820,14550707,0,0,allocated,observed
school:62156969,38017917,3451792,1025625,14431459,0,0,allocated,observed
school:49777530,38094538,3375613,1009045,14431613,0,0,allocated,observed
school:70981469,37969161,3451792,1069770,14414492,0,0,allocated,observed
school:47019727,39064995,2853351,344660,14587584,0,0,allocated,observed
school:48847721,37839260,3556896,962965,14405863,0,0,allocated,observed
school:00577243,36151971,5662275,393660,14551357,0,0,allocated,observed
school:47922486,37517795,3954695,826535,14432427,0,0,allocated,observed
school:18230083,35756177,5762176,764628,14448387,0,0,allocated,observed
school:43750869,37776387,3507882,1015095,14366926,0,0,allocated,observed
school:00567582,39200452,2596328,317265,14545280,0,0,allocated,observed
school:48133914,37718253,3557675,1016360,14364023,0,0,allocated,observed
school:48623687,37721546,3912869,512450,14488776,0,0,allocated,observed
school:46748075,37931000,3683160,470375,14481728,0,0,allocated,observed
school:62540009,37656344,3954927,473365,14480723,0,0,allocated,observed
school:70234001,37459553,3889229,814455,14389376,0,0,allocated,observed
school:75022567,37610696,3530510,963665,14317140,0,0,allocated,observed
school:60545267,35383003,5594471,1160709,14260161,0,0,allocated,observed
school:62933671,37653846,3375613,1089330,14278252,0,0,allocated,observed
school:61388530,38150228,2982997,928675,14314362,0,0,allocated,observed
school:71008951,37310827,3699560,978700,14271615,0,0,allocated,observed
school:71294520,37328719,3716907,913840,14283878,0,0,allocated,observed
school:48512401,37684797,3299435,982820,14262512,0,0,allocated,observed
school:60460784,37667887,3664012,494865,14383501,0,0,allocated,observed
school:61385531,37491045,3451792,1001100,14248107,0,0,allocated,observed
school:43380123,37405285,3490761,1034280,14231824,0,0,allocated,observed
school:70860815,37106180,3848851,933395,14252350,0,0,allocated,observed
school:00848077,33481908,5533533,3534403,13577373,0,0,allocated,observed
school:62690060,37916576,3406654,419520,14380484,0,0,allocated,observed
school:49778064,37060393,4246956,434790,14374957,0,0,allocated,observed
school:70944687,37257835,3668468,887665,14242353,0,0,allocated,observed
school:44555423,37282986,3912869,473730,14336158,0,0,allocated,observed
school:75033330,37051903,3663558,1106315,14168981,0,0,allocated,observed
school:61387363,37451065,3289391,997065,14177679,0,0,allocated,observed
school:60159065,37484129,3252609,994845,14176384,0,0,allocated,observed
school:60555823,37340329,3403006,917960,14178680,0,0,allocated,observed
school:47813113,37680345,3406654,453420,14298276,0,0,allocated,observed
school:47013991,37238215,3375613,1040285,14133612,0,0,allocated,observed
school:61388025,37193426,3987702,273384,14331032,0,0,allocated,observed
school:48512575,36776177,3895858,938080,14153868,0,0,allocated,observed
school:62331540,37119770,3887341,477110,14270475,0,0,allocated,observed
school:62540050,32839127,5266226,4375670,13260663,0,0,allocated,observed
school:62695398,37108721,3451013,1001105,14114787,0,0,allocated,observed
school:70879761,37239207,3378235,914545,14134869,0,0,allocated,observed
school:45671311,37079009,3481496,984845,14115056,0,0,allocated,observed
school:49778200,38245897,2800761,305965,14284237,0,0,allocated,observed
school:48133850,36905166,3508929,956480,14064105,0,0,allocated,observed
school:75034034,36994101,3403046,918745,14058207,0,0,allocated,observed
school:42730422,36774352,3451792,1046575,13998698,0,0,allocated,observed
school:46254323,38655404,2265884,100858,14240608,0,0,allocated,observed
school:60446234,36701211,3912869,508400,14133700,0,0,allocated,observed
school:61385361,36798071,3788440,517410,14124106,0,0,allocated,observed
school:00096725,38716351,2121857,89392,14211696,0,0,allocated,observed
school:60435216,36590487,3618228,894295,13992633,0,0,allocated,observed
school:63834243,36518807,3557675,1066895,13946616,0,0,allocated,observed
school:68383495,33270261,6177132,1845069,13727693,0,0,allocated,observed
school:64040445,38450085,2265529,104888,14169034,0,0,allocated,observed
school:70884064,36375975,3633853,1043885,13923420,0,0,allocated,observed
school:61387703,36875962,3168967,992820,13935635,0,0,allocated,observed
school:61632210,37030540,3406654,456550,14072144,0,0,allocated,observed
school:00226467,35066184,5377887,381300,14074537,0,0,allocated,observed
school:71011480,36057957,4460661,269380,14100479,0,0,allocated,observed
school:62537873,36446800,3481496,1060335,13895047,0,0,allocated,observed
school:61387061,36781706,3535333,473330,14030329,0,0,allocated,observed
school:61750972,36650583,3664012,473185,14029479,0,0,allocated,observed
school:00848956,36589325,3664012,496685,14008161,0,0,allocated,observed
school:67008399,36600910,3223256,920310,13858810,0,0,allocated,observed
school:70874204,36995123,3283791,275484,14017062,0,0,allocated,observed
school:18242171,33662778,5023691,2400249,13462892,0,0,allocated,observed
school:60680709,36796666,2988071,886930,13845088,0,0,allocated,observed
school:70844534,37064698,3209951,166430,14015577,0,0,allocated,observed
school:70837813,36526110,3203168,888650,13825789,0,0,allocated,observed
school:44994052,36540570,3143170,948865,13809941,0,0,allocated,observed
school:00602132,35756920,4325702,402300,13948752,0,0,allocated,observed
school:43509541,36365071,3299435,922770,13803248,0,0,allocated,observed
school:70872767,36585790,3406654,455235,13917370,0,0,allocated,observed
school:70234019,36414411,3226223,920475,13794940,0,0,allocated,observed
school:48512630,36411820,3194843,903650,13783119,0,0,allocated,observed
school:70944628,36150039,3476464,855035,13790023,0,0,allocated,observed
