institution_id,pedagogical_amount,nonpedagogical_amount,oniv_amount,other_amount,operations_amount,investment_amount,bucket_basis,bucket_certainty
school:66362725,56335553,2662885,376238,20531456,0,0,allocated,observed
school:14450500,52696576,5833681,973692,20368530,0,0,allocated,observed
school:00575933,54025723,4891671,387580,20503253,0,0,allocated,observed
school:70890889,54855562,3466172,815214,20295963,0,0,allocated,observed
school:21551472,54936875,3129518,1128480,20207105,0,0,allocated,observed
school:00497088,51185714,5011079,3434116,19556484,0,0,allocated,observed
school:49367463,54764066,3167986,955875,20160355,0,0,allocated,observed
school:60545984,55212088,3081788,398614,20286269,0,0,allocated,observed
school:14451093,48803301,5699475,5338989,18966966,0,0,allocated,observed
school:75050099,53182475,3756170,2019347,19814648,0,0,allocated,observed
school:00638749,53794723,4256872,383198,20201955,0,0,allocated,observed
school:14451026,51577056,4190256,3354936,19407024,0,0,allocated,observed
school:60371684,54365222,3415373,451785,20107647,0,0,allocated,observed
school:00577235,52924144,4479570,850900,19976492,0,0,allocated,observed
school:13644254,51067920,4871993,2802491,19467090,0,0,allocated,observed
school:48282545,53732991,3593655,808915,19949672,0,0,allocated,observed
school:47921374,54161800,3246163,309150,19977971,0,0,allocated,observed
school:62157299,55605604,1809865,177769,19980584,0,0,allocated,observed
school:62693514,54341117,2802709,344372,19886051,0,0,allocated,observed
school:00601381,53499002,3587353,402540,19866052,0,0,allocated,observed
school:70943141,53344667,3142109,834786,19657398,0,0,allocated,observed
