institution_id,ico,total_costs_amount,materials_amount,energy_amount,repairs_amount,services_amount,personnel_amount,depreciation_amount,other_costs_amount,basis,certainty,note
school:00069434,00069434,47873063,5122026,1064828,2258074,1441443,33628926,1892943,2464823,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00069485,00069485,37257770,1455287,1221362,1061074,1785497,29892451,505702,1336397,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00069540,00069540,39554735,2867339,1719490,359995,1248464,31399208,932220,1028019,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00069558,00069558,57673653,5637647,3147254,399523,5758669,40488501,961094,1280965,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00069566,00069566,54569590,5414426,1634275,860684,2287273,39104390,2570086,2698456,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00069574,00069574,40115013,1935964,3036352,598778,1101021,32244973,310228,887697,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00069621,00069621,52679509,4832613,2379044,223333,6459321,32914476,2863095,3007627,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00069647,00069647,55193074,3380313,3097562,359437,3791285,41667922,577407,2319148,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00072818,00072818,54265520,6513553,2818263,1306425,2077187,38468273,1347823,1733996,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00072982,00072982,39396034,690010,1668222,1194596,2641365,30992750,1251535,957556,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00073130,00073130,33076150,2677949,2540082,576892,1570627,23387399,1968173,355028,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00073172,00073172,60027559,5002785,3404566,1893814,1753734,44558100,2456578,957982,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00073181,00073181,84755165,5940100,6640409,1370976,6993126,60705733,2240876,863945,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077119,00077119,43693494,2805205,3151721,516275,1626104,32411537,1470655,1711997,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077135,00077135,51944952,855298,1956226,458656,2380609,44878276,717535,698352,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077461,00077461,173274799,16303339,9289683,2240947,5896662,126139782,7410282,5994104,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077615,00077615,99441132,8491093,3684560,2403043,3241841,72844584,4093495,4682516,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077631,00077631,40347391,3068922,1553898,505842,1579519,31120583,1873658,644969,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077691,00077691,70104098,4603503,4195368,8898223,1986326,46852806,2388870,1179002,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077704,00077704,46576562,3186163,1762812,2869074,3603001,32048331,2058365,1048816,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00077879,00077879,47089495,6059262,1922985,4542515,2600855,28584052,2628007,751819,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00082201,00082201,136853856,6245608,8242635,1296403,6269423,103975755,7978897,2845135,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00082554,00082554,119613405,12955845,5226484,1003952,5789506,85334493,4741184,4561941,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00082571,00082571,64653038,4129672,4632874,1437873,3668060,47371747,1420942,1991870,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00082627,00082627,124289599,4310494,5365818,1591893,4653707,102977814,1674134,3715739,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087408,00087408,68475021,3704791,3854991,601888,3743720,54324373,1315114,930144,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087670,00087670,62802247,4306724,2968243,295651,5235478,45238907,3239082,1518162,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087751,00087751,107380552,11941252,4935402,2639042,5384785,74332031,2901320,5246720,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087815,00087815,49956334,3321807,3007334,186323,3485675,37546284,974703,1434208,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087840,00087840,34066313,3363646,2310975,216997,1490236,23787455,1097661,1799343,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087858,00087858,29683734,3776416,1932254,635459,1348139,19967935,1739256,284275,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087891,00087891,79629205,8219474,3411822,2514520,3407478,55610958,3361033,3103920,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087939,00087939,32528000,2687699,2114454,451542,1633595,23083090,1782532,775088,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00087998,00087998,41333374,2966019,1906638,707830,1362611,32201012,723232,1466032,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00096725,00096725,62666429,788154,1143698,1125410,1417494,56189653,773710,1228310,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00100307,00100307,39065886,1634053,2328156,1404538,1934886,27905274,1831005,2027974,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00100340,00100340,46102159,3356029,1429225,569993,3436981,32996344,2363161,1950426,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00125423,00125423,146848708,6138757,9902885,7962886,5451840,99597238,15099971,2695131,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00128198,00128198,102774931,9033659,1607135,2198977,6709103,67429309,9853009,5943739,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00140147,00140147,59162505,4127795,2572952,3942922,2865638,39776574,3948611,1928013,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00145238,00145238,65820375,1957569,3416663,2280970,3375323,50321881,2527229,1940740,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00173843,00173843,137680954,8380917,5268308,6273738,10240847,97937795,5149043,4430306,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00175790,00175790,109835454,8949478,3670229,1327824,5521285,81140722,4976862,4249054,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00176401,00176401,87914243,9600090,3832878,12964409,2521794,51671674,5188845,2134553,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00177032,00177032,115177606,11009267,3413860,1237610,6227963,87689920,2589980,3009006,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00191051,00191051,48509539,1071102,1000151,1162577,1102483,42965760,94037,1113429,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00191086,00191086,31257516,2371807,2564623,786422,1131633,23392444,32772,977815,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00191191,00191191,68948181,5970819,4959858,879489,3368314,49382086,3632022,755593,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00219321,00219321,161425743,12306407,3938610,4243013,10925432,116213740,6575100,7223441,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00226319,00226319,75199743,4650802,712742,349606,4222222,60805386,3052449,1406536,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00226327,00226327,20646227,402943,78045,141577,842785,18913656,37141,230080,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00226441,00226441,8939903,74801,188675,25171,793811,7736937,31800,88708,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00226467,00226467,69348036,2463593,953405,1406182,3714794,56996325,1928595,1885142,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00226475,00226475,181358673,12392711,3639927,2075283,9997937,139891996,8722443,4638376,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00227901,00227901,53020212,4070662,1883670,1068261,2109267,42956520,0,931832,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00300268,00300268,272362685,9136805,29608564,4479177,19800001,172909312,15724336,20704490,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00335479,00335479,83471273,4669829,4604646,250186,7051373,62384526,3596800,913913,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00335487,00335487,85785501,5300410,2470635,2082886,5030966,67239039,2890716,770849,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00335533,00335533,57475539,3778041,2326662,1860965,7592182,40035964,1349704,532021,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00376469,00376469,104957772,11421801,5060006,2714992,5731766,69568074,6047134,4413999,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00380385,00380385,233420142,28859160,10176691,5537952,9041468,158424683,9930391,11449797,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00380407,00380407,75167010,7657424,2011929,1457380,6815469,51859247,2323918,3041643,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00380431,00380431,94382340,3396512,3275040,4936387,3663856,73106029,2536198,3468318,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00380521,00380521,30184008,632626,888490,402740,1687393,25539976,292519,740264,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00380601,00380601,24672642,1869551,1054430,520511,714099,19982565,17404,514082,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00380652,00380652,29021158,390919,497865,340690,1715291,25638206,89640,348547,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00395404,00395404,30046125,2351364,1429085,290650,917566,24353514,101743,602203,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00400866,00400866,96722872,7006923,2754771,1414405,4237717,79081317,597397,1630342,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00400963,00400963,34292186,341014,423985,41409,4004553,28856784,8484,615957,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00401081,00401081,38431764,391212,1225303,111458,2364919,32426085,1611180,301607,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00401803,00401803,157417423,12770848,4046531,578951,26406866,104156843,1983671,7473713,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00402320,00402320,16648755,389468,228560,64393,427905,15068545,45952,423932,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00402338,00402338,49415635,809569,1593563,697894,1267407,43226695,792549,1027958,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00402371,00402371,54530673,1472468,1324341,314023,1324408,45067851,1170647,3856935,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00409014,00409014,74772865,2721519,3132724,659278,1882525,63624592,1398406,1353821,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00410233,00410233,29684249,1697429,984369,280678,1254793,24704598,201655,560727,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00473634,00473634,73806979,3701992,1838227,3575917,2999417,59153546,685486,1852394,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00473944,00473944,65046888,5528756,3753858,1788193,4283818,46313643,478580,2900040,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00474029,00474029,51714643,2821100,2656292,1406756,2112220,41929883,258989,529403,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00476919,00476919,48136616,1392942,2204629,1525808,3751375,35911164,780537,2570161,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00477419,00477419,79586537,6270674,4803474,1576546,4047674,56291527,5203000,1393642,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00495433,00495433,74829789,8184948,4336937,2559632,3126417,47350956,6899860,2371039,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00497029,00497029,45388271,2670693,1674524,2085493,2680318,30300330,705028,5271885,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00497061,00497061,103157743,7260492,7362933,3503746,5918670,73618624,2747563,2745715,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00497070,00497070,135521847,6292718,6654077,1323071,5961799,102931352,7157389,5201441,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00497088,00497088,130649461,8925136,6951812,5500574,6480014,90516139,10194045,2081741,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00497126,00497126,50937430,3575567,2393573,680487,2084942,38267865,2951362,983634,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00498653,00498653,33550161,4759519,1242326,743762,1427846,24409502,32758,934448,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00498793,00498793,65149621,3123695,3217147,1062505,1764503,53621527,777169,1583075,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00498815,00498815,40472318,2356652,1269947,521411,919791,33844543,795500,764474,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00498874,00498874,36653929,580087,810107,117149,1512173,32168472,293582,1172359,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00498891,00498891,27663580,270109,489423,53778,1287962,24821484,229464,511360,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00507601,00507601,63412205,3550144,1447456,612917,5331816,49860712,768790,1840370,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00508268,00508268,62752639,3864146,3677529,1060426,3388530,48873202,736954,1151852,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00509965,00509965,110233230,6734158,5851406,874948,4133193,86745628,2234389,3659508,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00510874,00510874,148417832,7776049,4097550,7625106,9664498,107740744,3371218,8142667,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00510912,00510912,66818738,8730426,3588758,1005650,4276019,44360704,4019518,837663,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00511382,00511382,155116625,17508840,8262178,2739345,5024447,112581903,5957538,3042374,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00512281,00512281,29713041,281730,952556,369221,775331,24932733,761734,1639736,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00513156,00513156,88354967,7247567,3809348,4951507,2101151,61645104,5456584,3143706,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00518557,00518557,107280005,7280030,4241894,2705078,2649788,88286173,785959,1331083,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00520055,00520055,59453938,2781265,1763417,408161,2634143,49534927,1159952,1172073,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00520110,00520110,56753422,2247257,3117164,5189565,3661399,37891461,3537765,1108811,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00520152,00520152,81474538,2474623,2390456,651740,5913676,67615820,715918,1712305,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00523925,00523925,76038150,1578669,1992211,1453885,3179151,63838704,689659,3305871,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00524646,00524646,53365106,1935829,1457745,173495,2138205,46116023,403717,1140092,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00524905,00524905,69312328,2612270,4584460,1220898,2190102,54960545,2644662,1099391,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00526517,00526517,107539624,4816399,4585420,1049226,6118185,83668397,3194563,4107434,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00527939,00527939,126074733,7844404,5362460,2471579,6659067,98439242,1291251,4006730,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00528714,00528714,63449390,2635549,3200155,1873555,4206461,48260163,813747,2459760,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00529842,00529842,89517961,7008711,3488321,1106843,3975589,69516617,2655306,1766574,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00530506,00530506,48655856,3174753,525346,1167556,2502618,36372198,3431926,1481459,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00544612,00544612,44431957,1344671,1150765,974472,1102951,38982533,307866,568699,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00545121,00545121,47277323,2011067,413045,413028,2612025,40330216,570882,927060,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00549185,00549185,59649200,624408,875621,145396,3351567,50535937,1619364,2496907,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00555053,00555053,87786657,8160538,6635153,2953633,3802180,61733394,2083459,2418300,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00555584,00555584,61184270,2103558,2273489,3558262,2814635,46740139,1662025,2032162,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00555878,00555878,165242019,10065815,6056108,2895379,7115958,131500214,2933338,4675207,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00556807,00556807,84569703,3461115,3442035,1856292,3835735,68577541,1328708,2068277,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00558974,00558974,42360740,537906,628132,388784,6655317,32483221,922039,745341,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00558982,00558982,70244048,2893980,670618,1240732,9071722,53674785,1356874,1335337,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00558991,00558991,72842436,3212088,848405,4185155,7408991,54390739,1839438,957620,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559008,00559008,100819754,7124466,3967429,2667277,2209996,80086173,3722555,1041858,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559016,00559016,61702277,1954363,537220,250032,4746315,51526765,1482432,1205150,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559032,00559032,86208360,3861220,1024658,403709,7209175,70127989,2908646,672963,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559105,00559105,115470744,5727618,3208768,9126514,5086625,85406671,4389311,2525237,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559130,00559130,62558551,1515545,1085309,1457827,4381713,51177243,814472,2126442,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559148,00559148,88945474,5109131,2240069,539314,4911124,72184873,2044391,1916572,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559261,00559261,53699889,3351225,1296820,745993,3452234,42257836,1907504,688277,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559270,00559270,97384924,5631538,2400901,2530046,3751908,76523739,3034824,3511968,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559415,00559415,114751198,4278255,1296886,914044,4924874,94049229,5799067,3488843,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559466,00559466,64540263,2600156,1158561,2427940,3293749,52236629,781518,2041710,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559482,00559482,104962281,8450105,1088299,2201709,4531890,80657119,4293983,3739176,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559504,00559504,95744214,2868802,619048,593896,6212270,78055107,2939498,4455593,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559539,00559539,54998769,894327,1293369,234515,3170035,47290520,1146015,969988,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00559644,00559644,128581591,9109083,2682681,1119533,3451410,101885097,5149588,5184199,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00561151,00561151,40515350,493157,882090,276125,1316937,36071428,58044,1417569,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00566381,00566381,107267312,3304681,884062,2326983,6921877,87962049,1671339,4196321,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00566411,00566411,64064647,1595029,508714,8860263,3346728,47569515,648650,1535748,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00566438,00566438,59400749,3289769,2723419,885693,3582236,45081194,2031659,1806779,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00566756,00566756,104131960,5788810,1966227,988711,3454502,85815413,2649810,3468487,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00566896,00566896,108491822,7814295,5817579,1187923,3818444,81389258,3897544,4566779,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00567043,00567043,40020282,1542133,867722,940973,444013,34996153,599472,629816,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00567191,00567191,73355100,2021625,1627184,1302901,3251800,61210316,2688110,1253164,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00567213,00567213,77701805,11635338,4303404,1367794,2694311,52757880,3871577,1071501,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00567566,00567566,61903218,5872411,703397,8268665,1319923,44125817,1285456,327549,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00567582,00567582,85728889,5776817,1240887,536668,7918949,63296273,5100109,1859186,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00568945,00568945,92236539,6326889,2002920,6185426,3961885,66119456,3107809,4532154,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00574384,00574384,28388515,352059,578422,404779,1765506,24126075,671292,490382,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00574406,00574406,69282054,3094417,2739764,1327654,2632631,52092631,1742069,5652888,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00575933,00575933,94635265,2069301,3454051,1297687,3746476,80451370,1244602,2371778,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00576441,00576441,61494520,5132970,3111407,1301545,4238701,43880456,2285155,1544286,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577227,00577227,74876462,5916074,3635752,2011976,2831390,58198077,835094,1448099,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577235,00577235,108900847,5794875,2696047,1515092,6072130,83912480,2107605,6802618,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577243,00577243,81798528,6186609,4422305,2583229,2252629,61744692,2293608,2315456,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577260,00577260,107342715,10072089,7385270,1099140,6153713,77595274,2472272,2564957,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577324,00577324,59776035,1962749,2773002,464753,3566773,46988387,1734178,2286193,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577391,00577391,27252155,1314552,1298534,373310,1809462,20858076,623068,975153,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577448,00577448,66833407,4907817,1657576,3137362,4574986,49622210,1184699,1748757,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00577910,00577910,54171439,2230611,3903013,1589808,2447355,41004026,440761,2555865,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00581071,00581071,52000416,1119593,1018766,180770,5231488,43190666,560719,698414,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00581101,00581101,132852405,4621449,4723023,1259723,6284087,108778958,1806827,5378338,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00581119,00581119,48678172,988981,1491536,962044,3056749,40166765,689822,1322275,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00581542,00581542,76485538,5373331,2967879,1581084,2022321,56405553,2319009,5816361,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00581551,00581551,46716444,800210,1578639,3385124,1056353,36276861,1429637,2189620,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00581569,00581569,39664275,412941,668152,199348,2355277,34727835,318530,982192,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
school:00581577,00581577,94768759,6377106,4678926,6136316,3035186,68940176,3465091,2135958,realized,observed,MONITOR VYKZZ main-activity costs; rent is included in account 518 services
