institution_id,amount,basis,certainty,note
school:00072982,37980067,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00072982; amount observed at school, attribution to registered founder inferred"
school:00073130,30482101,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00073130; amount observed at school, attribution to registered founder inferred"
school:00073172,56963699,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00073172; amount observed at school, attribution to registered founder inferred"
school:00073181,78089558,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00073181; amount observed at school, attribution to registered founder inferred"
school:00077119,39753849,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077119; amount observed at school, attribution to registered founder inferred"
school:00077135,51641232,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077135; amount observed at school, attribution to registered founder inferred"
school:00077461,157629797,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077461; amount observed at school, attribution to registered founder inferred"
school:00077615,89648188,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077615; amount observed at school, attribution to registered founder inferred"
school:00077631,36878370,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077631; amount observed at school, attribution to registered founder inferred"
school:00077691,62911103,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077691; amount observed at school, attribution to registered founder inferred"
school:00077704,42067589,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077704; amount observed at school, attribution to registered founder inferred"
school:00077879,36497684,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00077879; amount observed at school, attribution to registered founder inferred"
school:00082201,129294273,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00082201; amount observed at school, attribution to registered founder inferred"
school:00082554,105071153,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00082554; amount observed at school, attribution to registered founder inferred"
school:00082571,61794616,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00082571; amount observed at school, attribution to registered founder inferred"
school:00082627,122362036,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00082627; amount observed at school, attribution to registered founder inferred"
school:00087408,62330447,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087408; amount observed at school, attribution to registered founder inferred"
school:00087670,55675704,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087670; amount observed at school, attribution to registered founder inferred"
school:00087751,89417969,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087751; amount observed at school, attribution to registered founder inferred"
school:00087815,45713275,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087815; amount observed at school, attribution to registered founder inferred"
school:00087840,31164219,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087840; amount observed at school, attribution to registered founder inferred"
school:00087858,24646250,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087858; amount observed at school, attribution to registered founder inferred"
school:00087891,73219283,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087891; amount observed at school, attribution to registered founder inferred"
school:00087939,29416433,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087939; amount observed at school, attribution to registered founder inferred"
school:00087998,37583870,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00087998; amount observed at school, attribution to registered founder inferred"
school:00096725,57659356,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00096725; amount observed at school, attribution to registered founder inferred"
school:00100307,38015574,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00100307; amount observed at school, attribution to registered founder inferred"
school:00100340,42813018,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00100340; amount observed at school, attribution to registered founder inferred"
school:00125423,136229899,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00125423; amount observed at school, attribution to registered founder inferred"
school:00128198,97279879,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00128198; amount observed at school, attribution to registered founder inferred"
school:00140147,53660050,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00140147; amount observed at school, attribution to registered founder inferred"
school:00145238,63156931,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00145238; amount observed at school, attribution to registered founder inferred"
school:00173843,125712948,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00173843; amount observed at school, attribution to registered founder inferred"
school:00175790,99109912,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00175790; amount observed at school, attribution to registered founder inferred"
school:00176401,75354256,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00176401; amount observed at school, attribution to registered founder inferred"
school:00177032,107977402,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00177032; amount observed at school, attribution to registered founder inferred"
school:00191051,48169924,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00191051; amount observed at school, attribution to registered founder inferred"
school:00191086,29618981,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00191086; amount observed at school, attribution to registered founder inferred"
school:00191191,59929537,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00191191; amount observed at school, attribution to registered founder inferred"
school:00219321,147714907,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00219321; amount observed at school, attribution to registered founder inferred"
school:00226319,70400215,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00226319; amount observed at school, attribution to registered founder inferred"
school:00226327,19253787,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00226327; amount observed at school, attribution to registered founder inferred"
school:00226441,8132312,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00226441; amount observed at school, attribution to registered founder inferred"
school:00226467,65038277,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00226467; amount observed at school, attribution to registered founder inferred"
school:00226475,175416808,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00226475; amount observed at school, attribution to registered founder inferred"
school:00227901,48848112,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00227901; amount observed at school, attribution to registered founder inferred"
school:00300268,250197190,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00300268; amount observed at school, attribution to registered founder inferred"
school:00335479,76204754,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00335479; amount observed at school, attribution to registered founder inferred"
school:00335487,79807244,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00335487; amount observed at school, attribution to registered founder inferred"
school:00335533,49779309,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00335533; amount observed at school, attribution to registered founder inferred"
school:00376469,88080610,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00376469; amount observed at school, attribution to registered founder inferred"
school:00380385,194183708,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00380385; amount observed at school, attribution to registered founder inferred"
school:00380407,60829141,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00380407; amount observed at school, attribution to registered founder inferred"
school:00380431,87759344,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00380431; amount observed at school, attribution to registered founder inferred"
school:00380521,26526480,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00380521; amount observed at school, attribution to registered founder inferred"
school:00380601,23251576,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00380601; amount observed at school, attribution to registered founder inferred"
school:00380652,27030203,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00380652; amount observed at school, attribution to registered founder inferred"
school:00395404,27992660,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00395404; amount observed at school, attribution to registered founder inferred"
school:00400866,88264667,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00400866; amount observed at school, attribution to registered founder inferred"
school:00400963,30697728,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00400963; amount observed at school, attribution to registered founder inferred"
school:00401081,38232597,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00401081; amount observed at school, attribution to registered founder inferred"
school:00401803,99800620,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00401803; amount observed at school, attribution to registered founder inferred"
school:00402320,15658996,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00402320; amount observed at school, attribution to registered founder inferred"
school:00402338,45261256,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00402338; amount observed at school, attribution to registered founder inferred"
school:00402371,52733210,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00402371; amount observed at school, attribution to registered founder inferred"
school:00409014,71556180,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00409014; amount observed at school, attribution to registered founder inferred"
school:00410233,28290983,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00410233; amount observed at school, attribution to registered founder inferred"
school:00473634,70444232,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00473634; amount observed at school, attribution to registered founder inferred"
school:00473944,54975636,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00473944; amount observed at school, attribution to registered founder inferred"
school:00474029,48811015,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00474029; amount observed at school, attribution to registered founder inferred"
school:00476919,44044667,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00476919; amount observed at school, attribution to registered founder inferred"
school:00477419,73207514,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00477419; amount observed at school, attribution to registered founder inferred"
school:00495433,65295789,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00495433; amount observed at school, attribution to registered founder inferred"
school:00497029,44202567,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00497029; amount observed at school, attribution to registered founder inferred"
school:00497061,92142220,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00497061; amount observed at school, attribution to registered founder inferred"
school:00497070,127261990,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00497070; amount observed at school, attribution to registered founder inferred"
school:00497088,120708438,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00497088; amount observed at school, attribution to registered founder inferred"
school:00497126,48168159,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00497126; amount observed at school, attribution to registered founder inferred"
school:00498653,30532582,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00498653; amount observed at school, attribution to registered founder inferred"
school:00498793,57361359,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00498793; amount observed at school, attribution to registered founder inferred"
school:00498815,37103144,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00498815; amount observed at school, attribution to registered founder inferred"
school:00498874,35924492,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00498874; amount observed at school, attribution to registered founder inferred"
school:00498891,27159165,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00498891; amount observed at school, attribution to registered founder inferred"
school:00507601,58942802,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00507601; amount observed at school, attribution to registered founder inferred"
school:00508268,55515449,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00508268; amount observed at school, attribution to registered founder inferred"
school:00509965,102045882,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00509965; amount observed at school, attribution to registered founder inferred"
school:00510874,131440431,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00510874; amount observed at school, attribution to registered founder inferred"
school:00510912,56028761,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00510912; amount observed at school, attribution to registered founder inferred"
school:00511382,133434594,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00511382; amount observed at school, attribution to registered founder inferred"
school:00512281,28732229,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00512281; amount observed at school, attribution to registered founder inferred"
school:00513156,79489833,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00513156; amount observed at school, attribution to registered founder inferred"
school:00518557,96817511,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00518557; amount observed at school, attribution to registered founder inferred"
school:00520055,56508862,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00520055; amount observed at school, attribution to registered founder inferred"
school:00520110,49922520,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00520110; amount observed at school, attribution to registered founder inferred"
school:00520152,78601280,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00520152; amount observed at school, attribution to registered founder inferred"
school:00523925,73565511,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00523925; amount observed at school, attribution to registered founder inferred"
school:00524646,53194070,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00524646; amount observed at school, attribution to registered founder inferred"
school:00524905,66993268,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00524905; amount observed at school, attribution to registered founder inferred"
school:00526517,102997815,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00526517; amount observed at school, attribution to registered founder inferred"
school:00527939,113670499,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00527939; amount observed at school, attribution to registered founder inferred"
school:00528714,61152020,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00528714; amount observed at school, attribution to registered founder inferred"
school:00529842,81248299,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00529842; amount observed at school, attribution to registered founder inferred"
school:00530506,46482102,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00530506; amount observed at school, attribution to registered founder inferred"
school:00544612,42338275,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00544612; amount observed at school, attribution to registered founder inferred"
school:00545121,45938342,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00545121; amount observed at school, attribution to registered founder inferred"
school:00549185,57988255,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00549185; amount observed at school, attribution to registered founder inferred"
school:00555053,72788664,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00555053; amount observed at school, attribution to registered founder inferred"
school:00555584,59408631,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00555584; amount observed at school, attribution to registered founder inferred"
school:00555878,156918389,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00555878; amount observed at school, attribution to registered founder inferred"
school:00556807,83657953,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00556807; amount observed at school, attribution to registered founder inferred"
school:00558974,36396198,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00558974; amount observed at school, attribution to registered founder inferred"
school:00558982,62917990,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00558982; amount observed at school, attribution to registered founder inferred"
school:00558991,61871357,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00558991; amount observed at school, attribution to registered founder inferred"
school:00559008,92128645,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559008; amount observed at school, attribution to registered founder inferred"
school:00559016,58376744,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559016; amount observed at school, attribution to registered founder inferred"
school:00559032,81963664,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559032; amount observed at school, attribution to registered founder inferred"
school:00559105,107798317,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559105; amount observed at school, attribution to registered founder inferred"
school:00559130,57734126,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559130; amount observed at school, attribution to registered founder inferred"
school:00559148,84174049,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559148; amount observed at school, attribution to registered founder inferred"
school:00559261,48338709,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559261; amount observed at school, attribution to registered founder inferred"
school:00559270,90756169,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559270; amount observed at school, attribution to registered founder inferred"
school:00559415,113909410,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559415; amount observed at school, attribution to registered founder inferred"
school:00559466,62701946,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559466; amount observed at school, attribution to registered founder inferred"
school:00559482,99827617,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559482; amount observed at school, attribution to registered founder inferred"
school:00559504,91749698,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559504; amount observed at school, attribution to registered founder inferred"
school:00559539,53323817,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559539; amount observed at school, attribution to registered founder inferred"
school:00559644,119613385,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00559644; amount observed at school, attribution to registered founder inferred"
school:00561151,40495481,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00561151; amount observed at school, attribution to registered founder inferred"
school:00566381,102685750,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00566381; amount observed at school, attribution to registered founder inferred"
school:00566411,63433288,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00566411; amount observed at school, attribution to registered founder inferred"
school:00566438,55164951,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00566438; amount observed at school, attribution to registered founder inferred"
school:00566756,102932013,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00566756; amount observed at school, attribution to registered founder inferred"
school:00566896,98307490,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00566896; amount observed at school, attribution to registered founder inferred"
school:00567043,38848676,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00567043; amount observed at school, attribution to registered founder inferred"
school:00567191,71837679,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00567191; amount observed at school, attribution to registered founder inferred"
school:00567213,66450029,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00567213; amount observed at school, attribution to registered founder inferred"
school:00567566,57073390,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00567566; amount observed at school, attribution to registered founder inferred"
school:00567582,80728987,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00567582; amount observed at school, attribution to registered founder inferred"
school:00568945,87450085,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00568945; amount observed at school, attribution to registered founder inferred"
school:00574384,28041572,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00574384; amount observed at school, attribution to registered founder inferred"
school:00574406,64430726,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00574406; amount observed at school, attribution to registered founder inferred"
school:00575933,91184686,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00575933; amount observed at school, attribution to registered founder inferred"
school:00576441,55258876,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00576441; amount observed at school, attribution to registered founder inferred"
school:00577227,63506207,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577227; amount observed at school, attribution to registered founder inferred"
school:00577235,102057517,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577235; amount observed at school, attribution to registered founder inferred"
school:00577243,75091135,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577243; amount observed at school, attribution to registered founder inferred"
school:00577260,98314033,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577260; amount observed at school, attribution to registered founder inferred"
school:00577324,56646893,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577324; amount observed at school, attribution to registered founder inferred"
school:00577391,25884612,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577391; amount observed at school, attribution to registered founder inferred"
school:00577448,61142547,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577448; amount observed at school, attribution to registered founder inferred"
school:00577910,49991876,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00577910; amount observed at school, attribution to registered founder inferred"
school:00581071,48328993,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581071; amount observed at school, attribution to registered founder inferred"
school:00581101,124176162,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581101; amount observed at school, attribution to registered founder inferred"
school:00581119,46267543,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581119; amount observed at school, attribution to registered founder inferred"
school:00581542,68325771,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581542; amount observed at school, attribution to registered founder inferred"
school:00581551,43864889,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581551; amount observed at school, attribution to registered founder inferred"
school:00581569,35746820,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581569; amount observed at school, attribution to registered founder inferred"
school:00581577,86097894,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581577; amount observed at school, attribution to registered founder inferred"
school:00581585,78273660,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581585; amount observed at school, attribution to registered founder inferred"
school:00581623,46667675,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581623; amount observed at school, attribution to registered founder inferred"
school:00581631,57297863,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581631; amount observed at school, attribution to registered founder inferred"
school:00581658,61301453,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00581658; amount observed at school, attribution to registered founder inferred"
school:00582158,214821478,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00582158; amount observed at school, attribution to registered founder inferred"
school:00582239,99062681,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00582239; amount observed at school, attribution to registered founder inferred"
school:00582298,43490615,realized,inferred,"MONITOR VYKZZ account 672/673 public-transfer revenue for school IČO 00582298; amount observed at school, attribution to registered founder inferred"
