institution_id,programme,project_name,amount,basis,certainty
school:70999317,Operační program Jan Amos Komenský,ZŠ a ŠD Vraňany 034,401248,allocated,observed
school:75007983,Operační program Jan Amos Komenský,Šablony OP JAK II MŠ Luční,473632,allocated,observed
school:71002821,Operační program Jan Amos Komenský,MŠ Velký Borek 034,343507,allocated,observed
school:60990449,Operační program Jan Amos Komenský,"Šablony II OP JAK - ZŠ Vsetín, Trávníky",1404224,allocated,observed
school:70879320,Operační program Jan Amos Komenský,Amos 10. ZŠ 2,1515776,allocated,observed
school:60077093,Operační program Jan Amos Komenský,"Šablony na ZŠ O. Nedbala, České Budějovice II",2133312,allocated,observed
school:00852091,Operační program Jan Amos Komenský,MŠ Veselá školka Šumperk 034,886816,allocated,observed
school:70998434,Operační program Jan Amos Komenský,Šablony V pro ZŠ Rychvald,1821792,allocated,observed
school:48512672,Operační program Jan Amos Komenský,Šablony pro ZŠ JAK II,1304616,allocated,observed
school:65639669,Operační program Jan Amos Komenský,"Šablony OP JAK II pro Základní školu, Teplice, Edisonova 1732",1755840,allocated,observed
school:70983810,Operační program Jan Amos Komenský,Podpora učitelů ZŠ a MŠ Osečná II,1042688,allocated,observed
school:61989274,Operační program Jan Amos Komenský,Podpora klíčových kompetencí pedagogů v aktivitách posilující jejich další profesní rozvoj,599808,allocated,observed
school:70940045,Operační program Jan Amos Komenský,"ZŠ, MŠ Velké Losiny 034",1064792,allocated,observed
school:70832803,Operační program Jan Amos Komenský,Vzdělaný sbor ZŠ Malá,287440,allocated,observed
school:72743123,Operační program Jan Amos Komenský,OP JAK II NA DVOJCE,815872,allocated,observed
school:70157332,Operační program Jan Amos Komenský,Inovativní výuka na ZŠ GJ KNO II,1553306,allocated,observed
school:70990701,Operační program Jan Amos Komenský,Škola pro život - OP JAK II,717042,allocated,observed
school:72568551,Operační program Jan Amos Komenský,MŠ Lužec nad Vltavou 034,405200,allocated,observed
school:62352733,Operační program Jan Amos Komenský,Uč se moudrým býti II.,627067,allocated,observed
school:69978972,Operační program Jan Amos Komenský,Podpora pedagogů a žáků v ZUŠ Sokolov,846007,allocated,observed
school:75022168,Operační program Jan Amos Komenský,Šablony II OP JAK  v MŠ a ZŠ Pitín,759728,allocated,observed
school:75005492,Operační program Jan Amos Komenský,VZDĚLÁVÁNÍ PRACOVNÍKŮ V MŠ U SLUNÍČKA,434080,allocated,observed
school:48512664,Operační program Jan Amos Komenský,Šablony OP JAK II,1113758,allocated,observed
school:70645957,Operační program Jan Amos Komenský,Podpora ZŠ Paseka I.,383856,allocated,observed
school:46768491,Operační program Jan Amos Komenský,ZŠ Terezin 2025 OP JAK II.,988358,allocated,observed
school:75034859,Operační program Jan Amos Komenský,OP JAK Chlumín 2025,727264,allocated,observed
school:72545917,Operační program Jan Amos Komenský,Vstříc inkluzi V,1556048,allocated,observed
school:70930716,Operační program Jan Amos Komenský,S poznáním ke kvalitě vzdělávání na ZŠ a MŠ Ďáblice V,1900940,allocated,observed
school:70992193,Operační program Jan Amos Komenský,Personální podpora a rozvoj inovativního vzdělávání v MŠ Kunratice,663879,allocated,observed
school:70836469,Operační program Jan Amos Komenský,Šance pro každého,434080,allocated,observed
school:65993161,Operační program Jan Amos Komenský,Šablony pro MŠ Pražačka,555504,allocated,observed
school:70923442,Operační program Jan Amos Komenský,MŠ Blovice OP JAK II,479730,allocated,observed
school:70920834,Operační program Jan Amos Komenský,"OP JAK Šablony II - Základní škola a mateřská škola Miřetice, okres Chrudim",769056,allocated,observed
school:62033034,Operační program Jan Amos Komenský,Společně za vzděláním,720352,allocated,observed
school:71000330,Operační program Jan Amos Komenský,Šablony pro MŠ Milevsko - Klubíčko V - OP JAK II,363316,allocated,observed
school:70834814,Operační program Jan Amos Komenský,ZŠ Holečkova Blatná Šablony II,302688,allocated,observed
school:72742330,Operační program Jan Amos Komenský,MŠ Jeřabinka 034 Varnsdorf,347706,allocated,observed
school:49466607,Operační program Jan Amos Komenský,Dětem z Milénovy 2025 - 2028,2405300,allocated,observed
school:75031591,Operační program Jan Amos Komenský,MŠ Včelička 034,447264,allocated,observed
school:70284831,Operační program Jan Amos Komenský,Učíme se dál nově s radostí,519008,allocated,observed
school:61357103,Operační program Jan Amos Komenský,Šablony OP JAK 2 pro MŠ Studentská Žatec,333632,allocated,observed
school:47723629,Operační program Jan Amos Komenský,Inovace v ZUŠ Luby 2025,399154,allocated,observed
school:63831317,Operační program Jan Amos Komenský,Šablony pro MŠ Sudoměřská,390244,allocated,observed
school:70873771,Operační program Jan Amos Komenský,Podpora vzdělávání Základní škola a Mateřská škola v Rapšachu II (OP JAK),754080,allocated,observed
school:70983321,Operační program Jan Amos Komenský,Společně to zvládneme 5,386724,allocated,observed
school:00082627,Operační program Jan Amos Komenský,ZŠ nová šance 2025,731380,allocated,observed
school:70989028,Operační program Jan Amos Komenský,Vzděláváme se a pomáháme II.,1170480,allocated,observed
school:75016338,Operační program Jan Amos Komenský,OP JAK II - Rozvoj ZŠ Brněnec,608339,allocated,observed
school:71000381,Operační program Jan Amos Komenský,Rozvoj vzdělávání na 1. ZŠ T. G. Masaryka v rámco OP JAK II,1497160,allocated,observed
school:70994421,Operační program Jan Amos Komenský,MS Rochlov OP JAK II,362688,allocated,observed
school:64628159,Operační program Jan Amos Komenský,"Setkávání, vzdělávání a čtení II.",802512,allocated,observed
school:70982228,Operační program Jan Amos Komenský,"Šablony 6 JAK pro ZŠ, ŠD, ŠK, MŠ",1022400,allocated,observed
school:70919593,Operační program Jan Amos Komenský,MŠ Jahodnice 034,507304,allocated,observed
school:48707104,Operační program Jan Amos Komenský,Šablony V. OPJAK v 8. ZŠ Kladno,1856459,allocated,observed
school:71006630,Operační program Jan Amos Komenský,"MŠ, ZŠ a ŠD Řepín 034",667507,allocated,observed
school:60232722,Operační program Jan Amos Komenský,"Podpora kvality základního vzdělávání v ZŠ a SŠ Krupka, Karla Čapka 270 - OP JAK II",923344,allocated,observed
school:60436166,Operační program Jan Amos Komenský,Šablony II JGJ ZŠ,1268194,allocated,observed
school:47611863,Operační program Jan Amos Komenský,Personální podpora a rozvoj inovativního vzdělávání na Květňáku II,2910012,allocated,observed
school:61386961,Operační program Jan Amos Komenský,Zkvalitnění vzdělávání na ZŠ Zbraslav VI.,2468184,allocated,observed
school:75016931,Operační program Jan Amos Komenský,Šablony II pro MŠ a ZŠ Benešov u Semil,661584,allocated,observed
school:75026236,Operační program Jan Amos Komenský,Inovace ve vzdělávání ZŠ a MŠ Lichnov 2,916615,allocated,observed
school:47274735,Operační program Jan Amos Komenský,Šablony II pro základní školu - ZŠ TGM a gymnázium Česká Kamenice,1207212,allocated,observed
school:75016478,Operační program Jan Amos Komenský,Otevřená škola v Jetřichově V,610875,allocated,observed
school:49180878,Operační program Jan Amos Komenský,Šablony JAK II. ZŠ Dobřany,1809584,allocated,observed
school:64202313,Operační program Jan Amos Komenský,"OPJAK II - ZŠ 5. května, Dvůr Králové nad Labem",818112,allocated,observed
school:64628183,Operační program Jan Amos Komenský,Vzděláváme se s Čkalovkou,483584,allocated,observed
school:70984808,Operační program Jan Amos Komenský,Šablony Zámeček II,337488,allocated,observed
school:60447354,Operační program Jan Amos Komenský,Personální podpora a rozvoj inovativního vzdělávání na ZŠ a MŠ Šeberov II,1190032,allocated,observed
school:72743212,Operační program Jan Amos Komenský,Šablony OP JAK II ZŠ Ještědská Liberec,1585456,allocated,observed
school:75018128,Operační program Jan Amos Komenský,Personální podpora a rozvoj inovativního vzdělávání na ZŠ a MŠ Bernartice II,918446,allocated,observed
school:72744499,Operační program Jan Amos Komenský,Šablony II pro Základní školu a mateřskou školu Tadeáše Haenkeho Chřibská,865089,allocated,observed
school:60611201,Operační program Jan Amos Komenský,Šablony JAK II. ZŠ Zbůch,802688,allocated,observed
school:48282561,Operační program Jan Amos Komenský,Ad Arte II,568427,allocated,observed
school:70698490,Operační program Jan Amos Komenský,Rozvoj vzdělávání v Základní škole Jiříkov -Šablony II,795600,allocated,observed
school:49457560,Operační program Jan Amos Komenský,Šablony MŠ Humpolka OP JAK II.,500820,allocated,observed
school:75016184,Operační program Jan Amos Komenský,Podpora vzdělání a rozvoje,438560,allocated,observed
school:75016052,Operační program Jan Amos Komenský,Svět očima dětí z MŠ Vižňov,313283,allocated,observed
school:44993668,Operační program Jan Amos Komenský,Škola pro život,465200,allocated,observed
school:75000598,Operační program Jan Amos Komenský,Podpora pro ZŠ Bavorov II,740392,allocated,observed
school:00830232,Operační program Jan Amos Komenský,MGZŠ Jirkov šablony JAK II,2005608,allocated,observed
school:00601357,Operační program Jan Amos Komenský,Šablony 6,1128651,allocated,observed
school:47274719,Operační program Jan Amos Komenský,Šablony II - Šluknov,1737018,allocated,observed
school:69979847,Operační program Jan Amos Komenský,Šablony II - SŠ Kraslice,477591,allocated,observed
school:63024616,Operační program Jan Amos Komenský,Zvyšování kvality vzdělávání II,327712,allocated,observed
school:00602094,Operační program Jan Amos Komenský,Plnou parou vpřed - OA Poruba,2115889,allocated,observed
school:00055107,Operační program Jan Amos Komenský,Šablony JAK II. SOU Uherský Brod,1897568,allocated,observed
school:70872589,Operační program Jan Amos Komenský,Šablony II SPŠS Betlémská,2816792,allocated,observed
school:15028216,Operační program Jan Amos Komenský,Kvalitní vzdělávání v SOŠ a SOU Lanškroun,1680808,allocated,observed
school:61385891,Operační program Jan Amos Komenský,Šablony II VOŠON,2314336,allocated,observed
school:48895377,Operační program Jan Amos Komenský,Šablony II - Velké Meziříčí,1902098,allocated,observed
school:00666718,Operační program Jan Amos Komenský,Šablony 2 pro rozvoj SZŠ J. Hradec,1018228,allocated,observed
school:00638871,Operační program Jan Amos Komenský,Šablony II SOUPČ,2755936,allocated,observed
school:00638846,Operační program Jan Amos Komenský,Šablony II SOUR,1081048,allocated,observed
school:00673358,Operační program Jan Amos Komenský,Učení s radostí,3781200,allocated,observed
school:00053198,Operační program Jan Amos Komenský,Šablony SŠ Tišnov OP JAK II,861792,allocated,observed
school:00559270,Operační program Jan Amos Komenský,Šablony GYKOVY 2025,5154107,allocated,observed
school:49314840,Operační program Jan Amos Komenský,Učíme se spolu SŠ Žamberk II.,581792,allocated,observed
school:14802015,Operační program Jan Amos Komenský,Rozvojem vzdělání k inovacím,1094424,allocated,observed
school:13644301,Operační program Jan Amos Komenský,Šablony pro SŠ a VOŠ II OP JAK,3148176,allocated,observed
school:19013833,Operační program Jan Amos Komenský,"OP JAK - Šablony pro SŠ a VOŠ II - zkvalitnění vzdělávání na SŠT Přerov, Kouřílkova 8",2307216,allocated,observed
school:00555878,Operační program Jan Amos Komenský,Moderní škola 21. století - IV,7421593,allocated,observed
school:61515582,Operační program Jan Amos Komenský,"OP JAK - Šablony II SŠ - DD, ZŠ a SŠ Duchcov",300000,allocated,observed
school:00082571,Operační program Jan Amos Komenský,Šablony pro S0Š Lovosice II,1725234,allocated,observed
school:00577260,Operační program Jan Amos Komenský,Podpora kvality vzdělávání v SŠSS IV,3930155,allocated,observed
school:00843491,Operační program Jan Amos Komenský,Společně se zlepšujeme 4,2074752,allocated,observed
school:70845425,Operační program Jan Amos Komenský,Podpora výuky SPŠ Ostrov 2026,2443425,allocated,observed
school:61357294,Operační program Jan Amos Komenský,OP JAK - Šablony II - OA a SOŠZE Žatec,1851265,allocated,observed
school:00575933,Operační program Jan Amos Komenský,Šablony 2025,4415152,allocated,observed
school:00545121,Operační program Jan Amos Komenský,Podpora žáků v oblasti profesní orientace a zvýšení motivace ke vzdělávání,297320,allocated,observed
school:00053163,Operační program Jan Amos Komenský,Podpora vzdělání a osobního růstu,4908192,allocated,observed
school:00175790,Operační program Jan Amos Komenský,Inovace ve vzdělávání pedagogů a žáků,2259714,allocated,observed
school:63109662,Operační program Jan Amos Komenský,Šablony II OP JAK Malostranské gymnázium Praha,3019210,allocated,observed
school:70259861,Operační program Jan Amos Komenský,Šablony OP JAK II na Gymnáziu Kojetín,1858544,allocated,observed
school:14450488,Operační program Jan Amos Komenský,Šablony II - Lodní Děčín,2134502,allocated,observed
school:66935733,Operační program Jan Amos Komenský,Podpora strojírenského vzdělávání IV,2070077,allocated,observed
school:15060977,Operační program Jan Amos Komenský,Podpora vzdělávacích možností Akademie Světlá nad Sázavou,3721104,allocated,observed
school:62353179,Operační program Jan Amos Komenský,Podpora vzdělávání v OUaPŠ Vodní II,691592,allocated,observed
school:00851574,Operační program Jan Amos Komenský,Zvyšování kompetencí ve vzdělávání 4,2951336,allocated,observed
school:00663565,Operační program Jan Amos Komenský,Napříč vzděláním IV,1589884,allocated,observed
school:62247859,Operační program Jan Amos Komenský,Šablony OP JAK 2 pro SŠ při DD Žatec,320000,allocated,observed
school:62075985,Operační program Jan Amos Komenský,Inovativní vzdělávání na SŠ Štefanikova II.,293632,allocated,observed
school:60555998,Operační program Jan Amos Komenský,PrŠ Ibsenka Brno 035,306816,allocated,observed
school:72547651,Operační program Jan Amos Komenský,Dovednosti pro 21. století,4871791,allocated,observed
school:60545267,Operační program Jan Amos Komenský,Šablony OPJAK II SŠS Jihlava,2260384,allocated,observed
school:00069485,Operační program Jan Amos Komenský,OP JAK 2,1202443,allocated,observed
school:18385061,Operační program Jan Amos Komenský,Sociální pedagog,2356452,allocated,observed
school:75059151,Operační program Jan Amos Komenský,SŠŽ Sokolov - Šablony 2025,4059249,allocated,observed
school:00191191,Operační program Jan Amos Komenský,Učíme se pro život,1587184,allocated,observed
school:00556807,Operační program Jan Amos Komenský,Šablony pro SŠ a DM OPJAK II.,3725844,allocated,observed
school:49774859,Operační program Jan Amos Komenský,ŠABLONY POMÁHAJÍ,2197889,allocated,observed
school:60252570,Operační program Jan Amos Komenský,Šablony II OP JAK pro Gymnázium Tanvald,1320366,allocated,observed
school:00577910,Operační program Jan Amos Komenský,Šablony II OP JAK na SŠ Odry,2225013,allocated,observed
school:68383495,Operační program Jan Amos Komenský,Moderní vzdělávání II - SOŠ a SOU Neratovice,3018776,allocated,observed
school:00639516,Operační program Jan Amos Komenský,Šablony II SOS LP,1794968,allocated,observed
school:62331566,Operační program Jan Amos Komenský,Efektivní vzdělávání,1593242,allocated,observed
school:00673773,Operační program Jan Amos Komenský,Otevíráme školu pro budoucnost II,880956,allocated,observed
school:00654949,Operační program Jan Amos Komenský,Tvoříme školu pro život,1059420,allocated,observed
school:00639133,Operační program Jan Amos Komenský,SŠES Praha-ŠABLONY II. OP JAK,3136997,allocated,observed
school:47935910,Operační program Jan Amos Komenský,Holešov OU 035,370616,allocated,observed
school:00497126,Operační program Jan Amos Komenský,SŠ TEGA Blansko Šablony 2025,1793253,allocated,observed
school:69610134,Operační program Jan Amos Komenský,Duhová střední škola Frýdek Místek 2025,280000,allocated,observed
school:00173843,Operační program Jan Amos Komenský,Inovace ve výuce II,3571974,allocated,observed
school:61342637,Operační program Jan Amos Komenský,Šablony pro SŠ a VOŠ II,1095952,allocated,observed
school:14450402,Operační program Jan Amos Komenský,Podpora vzdělávání II,1067538,allocated,observed
school:00842800,Operační program Jan Amos Komenský,Šablony OP JAK II,577120,allocated,observed
school:00843318,Operační program Jan Amos Komenský,OU Kelč 2025,503960,allocated,observed
school:06668224,Operační program Jan Amos Komenský,OP JAK Vzdělávání a spolupráce 2,2259449,allocated,observed
school:13644254,Operační program Jan Amos Komenský,Šablony II Jan Amos Komenský,4633115,allocated,observed
school:00544612,Operační program Jan Amos Komenský,Šablony II SOŠ Prostějov,1409356,allocated,observed
school:00851205,Operační program Jan Amos Komenský,Podpora vzdělávání na SŠT Mohelnice II,1272953,allocated,observed
school:47813083,Operační program Jan Amos Komenský,Šablony IV,2522760,allocated,observed
school:00524905,Operační program Jan Amos Komenský,Příprava na kariérní uplatnění žáků,757320,allocated,observed
school:46746862,Operační program Jan Amos Komenský,Kompetence pro SOŠ Liberec V.,1201776,allocated,observed
school:60045141,Operační program Jan Amos Komenský,Podpora vzdělávání na Gymnáziu Jeseník II,2297560,allocated,observed
school:72549572,Operační program Jan Amos Komenský,SŠŘ Soběslav - Šablony pro SŠ II,1989819,allocated,observed
school:00601594,Operační program Jan Amos Komenský,OPJAK - Šablony pro SŠ II  Odborné učiliště a Praktická škola Nový Jičín,535600,allocated,observed
school:00567191,Operační program Jan Amos Komenský,Rooseveltka_OPJAK_035,194080,allocated,observed
school:63831562,Operační program Jan Amos Komenský,Šablony II GŠ,2161489,allocated,observed
school:00577243,Operační program Jan Amos Komenský,Šablony II OP JAK - SŠ GOS Frýdek-Místek,2958336,allocated,observed
school:46747991,Operační program Jan Amos Komenský,Šablony II OP JAK pro SPŠ a VOŠ Liberec,5535495,allocated,observed
school:00602078,Operační program Jan Amos Komenský,Šablony JKO 2026,1911008,allocated,observed
school:16980123,Operační program Jan Amos Komenský,JAK na průmyslovce 2,2212432,allocated,observed
school:15530213,Operační program Jan Amos Komenský,Zvyšováním kompetencí k inovativnímu vzdělávání,7333409,allocated,observed
school:69456330,Operační program Jan Amos Komenský,"Rozvoj školy 2025 -2028, modernizace a zkvalitňování vzdělávání",3441540,allocated,observed
school:14451018,Operační program Jan Amos Komenský,Šablony II OP JAK pro SZdrŠ a SOŠ Česká Lípa,5787920,allocated,observed
school:72549581,Operační program Jan Amos Komenský,SSST V,3746317,allocated,observed
school:00566381,Operační program Jan Amos Komenský,"Šablony SŠ a VOŠ Brno II, Kotlářská",5699408,allocated,observed
school:00087840,Operační program Jan Amos Komenský,Šablony II - Moderní vzdělávání na SOUZ Chvaletice,1187386,allocated,observed
school:48623733,Operační program Jan Amos Komenský,Šablony II - Moderní vzdělávání v Praktické škole Jaroměř,273632,allocated,observed
school:48161179,Operační program Jan Amos Komenský,Šablony II - Moderní vzdělávání na SPŠCH Pardubice,6291994,allocated,observed
school:00638013,Operační program Jan Amos Komenský,Šablony 2026,5553540,allocated,observed
school:48326437,Operační program Jan Amos Komenský,SŠ Živnostenská 035,1883551,allocated,observed
school:15034496,Operační program Jan Amos Komenský,Šablony pro ISŠ Moravská Třebová 2025+,1663280,allocated,observed
school:00581071,Operační program Jan Amos Komenský,Kolegové při edukaci komunikuji IV.,1593477,allocated,observed
school:61894630,Operační program Jan Amos Komenský,Šablony pro Praktickou školu dvouletou Slaný,273632,allocated,observed
school:47019719,Operační program Jan Amos Komenský,Šablony SZeŠ Rakovník,1200016,allocated,observed
school:00069647,Operační program Jan Amos Komenský,Podpora rovného přístupu ke vzdělávání na SOU Hluboš,1482329,allocated,observed
school:67011748,Operační program Jan Amos Komenský,Šablony OP JAK II pro SŠ,347264,allocated,observed
school:00497070,Operační program Jan Amos Komenský,Šablony II SŠAIG,5510479,allocated,observed
school:00125423,Operační program Jan Amos Komenský,Podpora kvalitního vzdělávání II,4639825,allocated,observed
school:00601837,Operační program Jan Amos Komenský,Učeň 21,822784,allocated,observed
school:60103370,Operační program Jan Amos Komenský,OPJAK II - Chroustovice,1330404,allocated,observed
school:00497088,Operační program Jan Amos Komenský,Šablony JAK Profesní růst pedagogů II,3339977,allocated,observed
school:70982228,Operační program Jan Amos Komenský,Šablony 7 pro SŠ,303312,allocated,observed
school:47013711,Operační program Jan Amos Komenský,Střední škola Jesenice JAK II,726384,allocated,observed
school:49314661,Operační program Jan Amos Komenský,OA a SOŠ CR Choceň  Šablony pro SŠ II.,2381872,allocated,observed
school:00528714,Operační program Jan Amos Komenský,Šablony OPJAK II SŠ Semily,1589200,allocated,observed
school:00843351,Operační program Jan Amos Komenský,Šablony II MGV,5154048,allocated,observed
school:70843082,Operační program Jan Amos Komenský,Škola pro život SŠ JAK II,370672,allocated,observed
school:00100307,Operační program Jan Amos Komenský,Šablony OPJAK 2025,778301,allocated,observed
school:00140147,Operační program Jan Amos Komenský,Šablony na SŠŘS 2025,1474224,allocated,observed
school:14451093,Operační program Jan Amos Komenský,Inovací k motivaci část 2.,4388128,allocated,observed
school:00510874,Operační program Jan Amos Komenský,Kvalitní učitel - Kvalitní vzdělávání - Kvalitní škola II,3616800,allocated,observed
school:70991898,Operační program Jan Amos Komenský,"Šablony I na MŠ Primátora Hajka, UB",465375,allocated,observed
school:62930885,Operační program Jan Amos Komenský,MŠ U Slunečních hodin Říčany šablony 2022,782856,allocated,observed
school:75001497,Operační program Jan Amos Komenský,Šablony JAK I pro MŠ Harmonie,1790808,allocated,observed
school:05607248,Operační program Jan Amos Komenský,ZŠ Vyžlovka šablony,618769,allocated,observed
school:71295054,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Podzámčí HK,598846,allocated,observed
school:70991120,Operační program Jan Amos Komenský,Podpora kvality vzdělávání na MŠ Libina,608588,allocated,observed
school:70974161,Operační program Jan Amos Komenský,MŠ Laudova-Šablony,975940,allocated,observed
school:75015013,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ Opočno,3126967,allocated,observed
school:75022753,Operační program Jan Amos Komenský,Personální podpora pro MŠ Pivín IV,392731,allocated,observed
school:71294457,Operační program Jan Amos Komenský,MŠ Ondřejov šablony 2022,578996,allocated,observed
school:70886784,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ Jičín Železnická,4495773,allocated,observed
school:75017652,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Libňatov,431858,allocated,observed
school:71003215,Operační program Jan Amos Komenský,"Personální podpora- Mateřská škola Horní Újezd, okres Svitavy",382908,allocated,observed
school:75021803,Operační program Jan Amos Komenský,Personální podpora MŠ Doloplazy IV,388785,allocated,observed
school:47258365,Operační program Jan Amos Komenský,ZŠ Husinec-Šablony,1209203,allocated,observed
school:71000682,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Milady Horákové HK,746170,allocated,observed
school:70988005,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ a MŠ Hajnice,872007,allocated,observed
school:72020865,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ a MŠ Krčín,3688913,allocated,observed
school:75007100,Operační program Jan Amos Komenský,MŠ Citice - Barevné kostičky,410404,allocated,observed
school:70990387,Operační program Jan Amos Komenský,Šablony I v MŠ Zlámanec,365235,allocated,observed
school:70991472,Operační program Jan Amos Komenský,ZŠ Práče - šablony I OP JAK,460644,allocated,observed
school:70992843,Operační program Jan Amos Komenský,Personální podpora ZŠ a MŠ Tištín III,710701,allocated,observed
school:75017415,Operační program Jan Amos Komenský,Personální podpora ZŠ a MŠ Mostek IV,950273,allocated,observed
school:70262179,Operační program Jan Amos Komenský,Šablony I - Mikulov,4103757,allocated,observed
school:71000666,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Klíček HK,703436,allocated,observed
school:71000747,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Sluníčko HK,938600,allocated,observed
school:60611456,Operační program Jan Amos Komenský,Podpora činnosti MŠ Luby - 2022,488169,allocated,observed
school:71000925,Operační program Jan Amos Komenský,Rovný přístup ke vzdělání v MŠ Konecchlumí,398562,allocated,observed
school:75005506,Operační program Jan Amos Komenský,MŠ Horní Slavkov - Rozum a cit,567221,allocated,observed
school:71000020,Operační program Jan Amos Komenský,MŠ Bystřice - Škola hrou,538040,allocated,observed
school:71005951,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Vrchlabí Labská,494556,allocated,observed
school:75029430,Operační program Jan Amos Komenský,"Podpora kvality vzdělávání na MŠ Jeseník, Jiráskova",465375,allocated,observed
school:75016150,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Úpice,738011,allocated,observed
school:61989894,Operační program Jan Amos Komenský,"Podpora kvality vzdělávání MŠ Olomouc, Jílová",959952,allocated,observed
school:75016206,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Opočno,630330,allocated,observed
school:21551189,Operační program Jan Amos Komenský,"ZUŠ Vysoké Mýto - Hudba, radost, umění",2150100,allocated,observed
school:75021277,Operační program Jan Amos Komenský,Personální podpora pro MŠ Brodek u Prostějova IV,502694,allocated,observed
school:75015528,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Rtyně v Podkrkonoší,549815,allocated,observed
school:70995605,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Kosice,373085,allocated,observed
school:75015391,Operační program Jan Amos Komenský,Rovný přístup ke vzdělání v MŠ Kacákova Lhota,370623,allocated,observed
school:71009922,Operační program Jan Amos Komenský,Šablony JAK I Klapálka,3120628,allocated,observed
school:49123645,Operační program Jan Amos Komenský,ZŠ Lipenec - Tvořivá radostná škola,710650,allocated,observed
school:60076551,Operační program Jan Amos Komenský,ZUŠ B.Jeremiáše - Umění je bohatství a radost,1465500,allocated,observed
school:70999783,Operační program Jan Amos Komenský,MŠ Opava - Kašpárek a barvy kolem nás,740026,allocated,observed
school:72742992,Operační program Jan Amos Komenský,MŠ Poniklá - školní asistent,428077,allocated,observed
school:70698287,Operační program Jan Amos Komenský,ZŠ a MŠ Tisá - Šablony,1134041,allocated,observed
school:75016591,Operační program Jan Amos Komenský,Rovný přístup ke vzdělání v ZŠ a MŠ Dolní Olešnice,765901,allocated,observed
school:75001675,Operační program Jan Amos Komenský,Školní asistent v MŠ Lutopecny,365235,allocated,observed
school:71013008,Operační program Jan Amos Komenský,Rovný přístup ke vzdělání v MŠ Vysoká nad Labem,449675,allocated,observed
school:63831252,Operační program Jan Amos Komenský,Šablony 4_Vrchol,881870,allocated,observed
school:71010254,Operační program Jan Amos Komenský,Šablony I v MŠ Skoronice,373085,allocated,observed
school:71010297,Operační program Jan Amos Komenský,MŠ Rychnovek- Zvole OPJAK,380446,allocated,observed
school:72566639,Operační program Jan Amos Komenský,ZUŠ Polabiny - Tvoříme společně,2627100,allocated,observed
school:70631107,Operační program Jan Amos Komenský,Šablony I. MŠ Hlubočky,527074,allocated,observed
school:70998001,Operační program Jan Amos Komenský,MŠ Červená Hora OPJAK,369160,allocated,observed
school:75017636,Operační program Jan Amos Komenský,"Šablony I JAK - MŠ Pastelka, Knapovec",365235,allocated,observed
school:70998906,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ a MŠ Vlčice,797215,allocated,observed
school:75026996,Operační program Jan Amos Komenský,Podpora kvality vzdělávání MŠ Žulová,404239,allocated,observed
school:70989117,Operační program Jan Amos Komenský,MŠ Hracholusky - Školní asistent,357385,allocated,observed
school:70599882,Operační program Jan Amos Komenský,Podpora kvality vzdělávání MŠ Vidnava,400581,allocated,observed
school:70156581,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Suchovršice,435783,allocated,observed
school:75021145,Operační program Jan Amos Komenský,Šablony I v MŠ Lípa,416158,allocated,observed
school:75023164,Operační program Jan Amos Komenský,Šablony I v MŠ Veletiny,365235,allocated,observed
school:70981230,Operační program Jan Amos Komenský,Šablony I v MŠ Jasenná,413085,allocated,observed
school:70985324,Operační program Jan Amos Komenský,Podpora vzdělávání v MŠ Buk,373085,allocated,observed
school:63109701,Operační program Jan Amos Komenský,Podpora vzdělávání v MŠ Jahůdka,634255,allocated,observed
school:72744367,Operační program Jan Amos Komenský,Šablony I - Děčín XXVII,1888739,allocated,observed
school:64707130,Operační program Jan Amos Komenský,Šablony I OPJAK - CDM Č. Kamenice,1677105,allocated,observed
school:71000763,Operační program Jan Amos Komenský,"Šablony I - Zlepšení kvality výuky v MŠ Čtyřlístek, Švendova HK",809720,allocated,observed
school:75009617,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Trutnov Komenského,3011566,allocated,observed
school:71000895,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v ZŠ Kosičky,399193,allocated,observed
