institution_id,programme,project_name,amount,basis,certainty
school:70156735,Operační program Jan Amos Komenský,"OP JAK Šablony I - Mateřská škola, Pokřikov, okres Chrudim",392902,allocated,observed
school:75033585,Operační program Jan Amos Komenský,Školička Počepice počtvrté,686318,allocated,observed
school:70988161,Operační program Jan Amos Komenský,MŠ Pozdeň 2023-2025,338268,allocated,observed
school:66742978,Operační program Jan Amos Komenský,OP JAK šablony v ZŠ Hustopeče n.B.,959946,allocated,observed
school:75021579,Operační program Jan Amos Komenský,MŠ Velatice 002,422800,allocated,observed
school:71004530,Operační program Jan Amos Komenský,MŠ a ZŠ Veleň - šablony OP JAK,2411556,allocated,observed
school:70841446,Operační program Jan Amos Komenský,Radujeme se společně,372380,allocated,observed
school:07227752,Operační program Jan Amos Komenský,Šablony IV pro MŠ Vodochody,395631,allocated,observed
school:47863781,Operační program Jan Amos Komenský,Podpora MŠ Seifertova formou Šablon I OPJAK,777468,allocated,observed
school:75031191,Operační program Jan Amos Komenský,Podpora vzdělávání v MŠ  Mochov,354546,allocated,observed
school:72744413,Operační program Jan Amos Komenský,Vzděláváme moderněji,1028114,allocated,observed
school:70986614,Operační program Jan Amos Komenský,Pro společný rozvoj (OP JAK),467327,allocated,observed
school:60990465,Operační program Jan Amos Komenský,"Šablony I OP JAK - ZŠ Vsetín, Sychrov 97",2860897,allocated,observed
school:70992347,Operační program Jan Amos Komenský,Šablony pro Pačejov,774200,allocated,observed
school:62537717,Operační program Jan Amos Komenský,MŠ Pražská OP JAK 2023,665625,allocated,observed
school:72536691,Operační program Jan Amos Komenský,MŠ Kostička 002,862228,allocated,observed
school:72743417,Operační program Jan Amos Komenský,Podpora ZŠ Lázně Libverda JAK,388606,allocated,observed
school:70995524,Operační program Jan Amos Komenský,Šablony I OPJAK - ZŠ a MŠ Vyskytná nad Jihlavou,1079144,allocated,observed
school:49777581,Operační program Jan Amos Komenský,OP JAK na Bolevecké základní škole,2825830,allocated,observed
school:75016338,Operační program Jan Amos Komenský,OP JAK I - Rozvoj ZŠ Brněnec,942080,allocated,observed
school:71009388,Operační program Jan Amos Komenský,OP JAK I - Rozvoj ZŠ a MŠ Hradec nad Svitavou,1327063,allocated,observed
school:70911029,Operační program Jan Amos Komenský,DUHOVÁ ŠKOLA IV,1628716,allocated,observed
school:70998736,Operační program Jan Amos Komenský,Vzdělávání pro každého,677000,allocated,observed
school:70989630,Operační program Jan Amos Komenský,Podpora ZŠ a MŠ Dvory,717398,allocated,observed
school:60990449,Operační program Jan Amos Komenský,"Šablony I OP JAK - ZŠ Vsetín, Trávníky",3451725,allocated,observed
school:75005417,Operační program Jan Amos Komenský,Šablony OP JAK pro MŠ POBĚŽOVICE,523726,allocated,observed
school:71294317,Operační program Jan Amos Komenský,Naše škola,798239,allocated,observed
school:70985766,Operační program Jan Amos Komenský,Šablony IV - ZŠ Libuň,482425,allocated,observed
school:75008823,Operační program Jan Amos Komenský,Šablony MŠ Jankovice,205529,allocated,observed
school:75008815,Operační program Jan Amos Komenský,Šablony MŠ Košíky,338125,allocated,observed
school:61716413,Operační program Jan Amos Komenský,"JAK ZŠ Otrokovice, Komenského",475856,allocated,observed
school:75031566,Operační program Jan Amos Komenský,Podpora MŠ Netřebice,373722,allocated,observed
school:70990760,Operační program Jan Amos Komenský,Podpora ZŠ a MŠ Straky,807883,allocated,observed
school:43776744,Operační program Jan Amos Komenský,Šablony I OP JAK pro 2. ZŠ Slaný,2543102,allocated,observed
school:63830167,Operační program Jan Amos Komenský,Má to smysl a je to fajn,2462075,allocated,observed
school:43541496,Operační program Jan Amos Komenský,Učení se nebojíme IV,2023701,allocated,observed
school:06263232,Operační program Jan Amos Komenský,Inovativní vzdělávání,368563,allocated,observed
school:63029049,Operační program Jan Amos Komenský,Mateřská škola otevřená všem IV,521782,allocated,observed
school:75000601,Operační program Jan Amos Komenský,Šablony OP JAK,1531488,allocated,observed
school:75000393,Operační program Jan Amos Komenský,Podpora rozvoje vzdělávání v ZŠ a MŠ Stráž nad Nežárkou OP JAK,1128025,allocated,observed
school:75029286,Operační program Jan Amos Komenský,Škola pro život,1387290,allocated,observed
school:48283029,Operační program Jan Amos Komenský,Inovací ke kvalitnímu vzdělávání,3012932,allocated,observed
school:49589768,Operační program Jan Amos Komenský,Podpora výuky na Hanácké,334200,allocated,observed
school:70997144,Operační program Jan Amos Komenský,MŠ Lužice - Šablony I,424860,allocated,observed
school:05984459,Operační program Jan Amos Komenský,"Šablony IV, ZŠ Sokoleč",574375,allocated,observed
school:72744995,Operační program Jan Amos Komenský,Rozvoj vzdělávání v Základní škole a mateřské škole Prácheň - Šablony I,743876,allocated,observed
school:70998680,Operační program Jan Amos Komenský,Šablony JAK - MŠ Čtyřlístek,568684,allocated,observed
school:70975001,Operační program Jan Amos Komenský,Šablony OP JAK - 3. ZŠ,2755573,allocated,observed
school:75022745,Operační program Jan Amos Komenský,OP JAK MŠ Karolín,350650,allocated,observed
school:71000674,Operační program Jan Amos Komenský,MŠ Domašov - Šablony I,365676,allocated,observed
school:70988889,Operační program Jan Amos Komenský,Šablony I - podpora do MŠ Petrovice,419181,allocated,observed
school:60611880,Operační program Jan Amos Komenský,ZŠ Nýřany 002,1710650,allocated,observed
school:75027631,Operační program Jan Amos Komenský,ZŠ a MŠ Žerotín - Šablony I,828496,allocated,observed
school:70839999,Operační program Jan Amos Komenský,Šablony OP JAK pro ZŠ Semily Nádražní,380273,allocated,observed
school:48004537,Operační program Jan Amos Komenský,Na Cihelní inovativně,3791029,allocated,observed
school:70992983,Operační program Jan Amos Komenský,Inovativní výuka v Modré škole,877945,allocated,observed
school:04627997,Operační program Jan Amos Komenský,MŠ Jesenice IV,938291,allocated,observed
school:66362521,Operační program Jan Amos Komenský,OP JAK pro 21. základní školu Plzeň,3491836,allocated,observed
school:72741619,Operační program Jan Amos Komenský,Nové šablony pro MŠ Postoloprty,599739,allocated,observed
school:70889414,Operační program Jan Amos Komenský,Šablony IV pro ZŠ Nepomuk,1909223,allocated,observed
school:70988463,Operační program Jan Amos Komenský,MŠ Čejetice - Šablony I OP JAK,421546,allocated,observed
school:72545917,Operační program Jan Amos Komenský,Vstříc inkluzi IV,3366511,allocated,observed
school:61989967,Operační program Jan Amos Komenský,"ZŠ nám. Svobody, Šternberk - Šablony I",2278360,allocated,observed
school:71002235,Operační program Jan Amos Komenský,Barevna skola OP JAK,2356440,allocated,observed
school:61357421,Operační program Jan Amos Komenský,Šablony OP JAK pro ZŠ Komenského alej Žatec,3836907,allocated,observed
school:70944784,Operační program Jan Amos Komenský,Mateřská škola Velíšská Vlašim - Školka hrou,782840,allocated,observed
school:65992911,Operační program Jan Amos Komenský,Šablony I ZŠ Satalice,2672314,allocated,observed
school:75030322,Operační program Jan Amos Komenský,CHCEME SE ZDOKONALOVAT,998429,allocated,observed
school:75030811,Operační program Jan Amos Komenský,Šablony OP JAK pro MŠ Paletka,597750,allocated,observed
school:72742020,Operační program Jan Amos Komenský,Rozvíjíme poznání,479425,allocated,observed
school:71000585,Operační program Jan Amos Komenský,Moderní škola,1405303,allocated,observed
school:47998121,Operační program Jan Amos Komenský,ZŠ a MŠ Kopřivnice 17.listopadu - Šablony I,2998603,allocated,observed
school:71000330,Operační program Jan Amos Komenský,Šablony pro MŠ Milevsko - Klubíčko IV - OP JAK,449066,allocated,observed
school:75027241,Operační program Jan Amos Komenský,Šablony I OP JAK - ZŠ Lichnov,2073480,allocated,observed
school:70990158,Operační program Jan Amos Komenský,MŠ a ZŠ Bělkovice - Lašťany - Šablony I,1415847,allocated,observed
school:64125866,Operační program Jan Amos Komenský,ZŠ E.Zátopka Kopřivnice - Šablony I,3052317,allocated,observed
school:75000776,Operační program Jan Amos Komenský,Základní škola a Mateřská škola Horní Stropnice - OP JAK I,1275586,allocated,observed
school:70888027,Operační program Jan Amos Komenský,"OP JAK I - MŠ Brno, Křenová 76a",453600,allocated,observed
school:70941289,Operační program Jan Amos Komenský,Lochotka,827494,allocated,observed
school:75033445,Operační program Jan Amos Komenský,Mateřská škola Krhanice OP JAK,443418,allocated,observed
school:70156743,Operační program Jan Amos Komenský,Podpora výuky na ZŠ Luže IV,2019077,allocated,observed
school:06099581,Operační program Jan Amos Komenský,ZŠ Panská pole - Šablony OP JAK,799250,allocated,observed
school:70986177,Operační program Jan Amos Komenský,Šablony OP JAK ZŠ a MŠ Nedabyle,1013056,allocated,observed
school:60990392,Operační program Jan Amos Komenský,Šablony I OP JAK - ZŠ Hošťálková,1374731,allocated,observed
school:70154279,Operační program Jan Amos Komenský,"Pomoc, podpora a řešení",2838340,allocated,observed
school:47795620,Operační program Jan Amos Komenský,Šablony OP JAK pro ZŠ MŠ Vilémov,1212394,allocated,observed
school:70919666,Operační program Jan Amos Komenský,Šablony I MŠ Na Přesypu,610618,allocated,observed
school:47813474,Operační program Jan Amos Komenský,Zkvalitnění vzdělávání dětí v MŠ,464263,allocated,observed
school:75001519,Operační program Jan Amos Komenský,MŠ Litobratřice 002,359250,allocated,observed
school:71011269,Operační program Jan Amos Komenský,JAK - Inovace ve vzdělávání,737901,allocated,observed
school:71294198,Operační program Jan Amos Komenský,MŠ Horní Rybníky OP JAK,355681,allocated,observed
school:70998868,Operační program Jan Amos Komenský,Podpora pro školu,1176166,allocated,observed
school:67008399,Operační program Jan Amos Komenský,Podporujeme vzdělávání žáků OP JAK,3138754,allocated,observed
school:70889562,Operační program Jan Amos Komenský,MŠ Soukenická BM 002,419936,allocated,observed
school:49464213,Operační program Jan Amos Komenský,Moderní vzdělávání I,2230741,allocated,observed
school:70987556,Operační program Jan Amos Komenský,Šablony OPJAK Větrný Jeníkov,1314383,allocated,observed
school:72744448,Operační program Jan Amos Komenský,Učíme se navzájem,2392111,allocated,observed
school:71294422,Operační program Jan Amos Komenský,Pramínek OP JAK,449485,allocated,observed
school:05984220,Operační program Jan Amos Komenský,"Šablony IV, MŠ Sokoleč",434928,allocated,observed
school:49458949,Operační program Jan Amos Komenský,ZŠ a MŠ Ořechov 002,2609275,allocated,observed
school:75000296,Operační program Jan Amos Komenský,Šablony I OPJAK - ZŠ Horní Cerekev,959600,allocated,observed
school:70990174,Operační program Jan Amos Komenský,Šablony I. Měrovice 2023,841409,allocated,observed
school:60339381,Operační program Jan Amos Komenský,Šablony na škole Pětka 2023,2913824,allocated,observed
school:03404901,Operační program Jan Amos Komenský,Zkvalitnění vzdělávání na MŠ Hlásná Třebaň - šablony OPJAK,427726,allocated,observed
school:75021234,Operační program Jan Amos Komenský,Šablony I OP JAK MŠ Ohrozim,374950,allocated,observed
school:46748059,Operační program Jan Amos Komenský,Aktivní škola III 2023-2025,1294193,allocated,observed
school:72742950,Operační program Jan Amos Komenský,"OP JAK pro ZŠ Jablonec nad Nisou, Pasířská 72",3377849,allocated,observed
school:71294988,Operační program Jan Amos Komenský,Vzděláváme se společně IV,2153175,allocated,observed
school:70996253,Operační program Jan Amos Komenský,Čtyřlístek na cestách IV,419840,allocated,observed
school:70879893,Operační program Jan Amos Komenský,ZŠ a MŠ T. G. Masaryka Přibyslavice 002,1137028,allocated,observed
school:68998503,Operační program Jan Amos Komenský,S Amosem spolu a v pohodě,1586144,allocated,observed
school:61385620,Operační program Jan Amos Komenský,OP JAK pro FZŠ prof. O. Chlupa,5661294,allocated,observed
school:75016273,Operační program Jan Amos Komenský,Šablony OPJAK pro ZŠ V. Hejny,3238717,allocated,observed
school:75015897,Operační program Jan Amos Komenský,Letem světem s Broučkem a Beruškou,419803,allocated,observed
school:71001441,Operační program Jan Amos Komenský,ZŠ Mašovice - šablony I z OP JAK,537451,allocated,observed
school:48133761,Operační program Jan Amos Komenský,Šablony I. OP JAK pro ZŠ Pod Marjánkou,2382509,allocated,observed
school:46390367,Operační program Jan Amos Komenský,Podpora vzdělávání všem,3853930,allocated,observed
school:75016281,Operační program Jan Amos Komenský,Vzděláváme se spolu 4,740195,allocated,observed
school:70990140,Operační program Jan Amos Komenský,Každý má svou šanci IV,891025,allocated,observed
school:70930716,Operační program Jan Amos Komenský,S poznáním ke kvalitě vzdělávání na ZŠ a MŠ Ďáblice IV,3616032,allocated,observed
school:71001140,Operační program Jan Amos Komenský,Šablony4_Nučice,413085,allocated,observed
school:60436166,Operační program Jan Amos Komenský,Šablony I JGJ ZŠ,1856076,allocated,observed
school:70189081,Operační program Jan Amos Komenský,Personální podpora pro MŠ Lipoltice,361310,allocated,observed
school:70981043,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v ZŠ a MŠ Jáchymov,1288775,allocated,observed
school:61222216,Operační program Jan Amos Komenský,Šablony OP JAK I v ZŠ a MŠ Dříteč,1048686,allocated,observed
school:75023776,Operační program Jan Amos Komenský,Škola Jakubov - JAK 1,855872,allocated,observed
school:49465872,Operační program Jan Amos Komenský,Podpora výuky a vzdělávání,3074120,allocated,observed
school:75034832,Operační program Jan Amos Komenský,VÝZVA Č. 02_22_002 ŠABLONY PRO MŠ A ZŠ I,1366326,allocated,observed
school:70641862,Operační program Jan Amos Komenský,Šablony OP JAK - vzdělávání pracovníků,1330400,allocated,observed
school:75015145,Operační program Jan Amos Komenský,Pomáháme dětem 4,865975,allocated,observed
school:75027119,Operační program Jan Amos Komenský,"Vzdělávání pedagogů a podpora žáků Základní školy Hlučín, Hornická - OP JAK",2460434,allocated,observed
school:75006758,Operační program Jan Amos Komenský,OP JAK ZŠ Chocenice,783550,allocated,observed
school:75006839,Operační program Jan Amos Komenský,Šablony IV pro ZŠ Tachov,712099,allocated,observed
school:75016630,Operační program Jan Amos Komenský,Vzděláním k porozumění,420185,allocated,observed
school:46768807,Operační program Jan Amos Komenský,Rozvoj vzdělávání ZŠ Libochovice,2720415,allocated,observed
school:75017245,Operační program Jan Amos Komenský,Jsme tu pro všechny 4,866104,allocated,observed
school:70994587,Operační program Jan Amos Komenský,"ZŠ Veselá, Rokycany-Šablony OP JAK",529868,allocated,observed
school:70989061,Operační program Jan Amos Komenský,OP JAK HRABOVÁ I.,2483213,allocated,observed
school:70695121,Operační program Jan Amos Komenský,Učíme se pomáhat IV,554181,allocated,observed
school:70940126,Operační program Jan Amos Komenský,ZŠ a MŠ Krumvíř 002,1077679,allocated,observed
school:75020386,Operační program Jan Amos Komenský,Šablony I OP JAK MŠ Klenovice na Hané,406350,allocated,observed
school:70641871,Operační program Jan Amos Komenský,Otevřená škola IV,3021127,allocated,observed
school:70885966,Operační program Jan Amos Komenský,Inovativní vzdělávání I,1259768,allocated,observed
school:70836213,Operační program Jan Amos Komenský,Inovativní vzdělávání,469651,allocated,observed
school:70968462,Operační program Jan Amos Komenský,MŠ Čtyřlístek - Šablony I OP JAK,557644,allocated,observed
school:70886261,Operační program Jan Amos Komenský,Šablony IV pro MŠ Nad Štolou,614828,allocated,observed
school:47255862,Operační program Jan Amos Komenský,Šablony JAK I,2464077,allocated,observed
school:00854794,Operační program Jan Amos Komenský,Společně to zvládneme IV,3884792,allocated,observed
school:75000105,Operační program Jan Amos Komenský,"MŠ Radošovice - OP JAK, Šablony I",416338,allocated,observed
school:75000199,Operační program Jan Amos Komenský,Škola pro budoucnost,2722883,allocated,observed
school:75034239,Operační program Jan Amos Komenský,"MŠ Svinaře, Šablony OP JAK",479250,allocated,observed
school:70992193,Operační program Jan Amos Komenský,Personální podpora a rozvoj inovativního vzdělávání v MŠ Kunratice,899350,allocated,observed
school:75033551,Operační program Jan Amos Komenský,"MŠ, ZŠ a ŠD Tetín 002",1037078,allocated,observed
school:70987688,Operační program Jan Amos Komenský,Šablony MŠ Komárov,369160,allocated,observed
school:62933540,Operační program Jan Amos Komenský,Šablony pro ZŠ Bratří Jandusů,4113620,allocated,observed
school:48512575,Operační program Jan Amos Komenský,JAK na Horníkové,4181100,allocated,observed
school:00857891,Operační program Jan Amos Komenský,JAK ZŠ Nový Hrádek,992500,allocated,observed
school:03258602,Operační program Jan Amos Komenský,Cesta ke kvalitnímu vzdělávání v MŠ,379625,allocated,observed
school:71000526,Operační program Jan Amos Komenský,"Učení hlavou, rukama a srdcem",778447,allocated,observed
school:48663638,Operační program Jan Amos Komenský,Šablony OP JAK pro ZŠ Kmochova Kolín,2957115,allocated,observed
school:70933774,Operační program Jan Amos Komenský,Šablony JAK,1353124,allocated,observed
school:70645973,Operační program Jan Amos Komenský,SMILOVICE_OP_JAK_2023,1069161,allocated,observed
school:75033569,Operační program Jan Amos Komenský,"Pomoc MŠ,ZŠ a ŠD",696701,allocated,observed
school:75015277,Operační program Jan Amos Komenský,Šablony4_Ostrov,833380,allocated,observed
school:70982228,Operační program Jan Amos Komenský,"Šablony 5 JAK pro ZŠ, ŠD, ŠK, MŠ",1541475,allocated,observed
school:75018225,Operační program Jan Amos Komenský,MŠ Doubek - šablony IV.,599526,allocated,observed
school:72741961,Operační program Jan Amos Komenský,OP JAK - Šablony I - ZŠ a MŠ Nové Sedlo,799250,allocated,observed
school:71005587,Operační program Jan Amos Komenský,Šablony pro MŠ a ZŠ I,374548,allocated,observed
school:72743115,Operační program Jan Amos Komenský,Inovativní vzdělávání na ZŠ Pivovarská,1720575,allocated,observed
school:49123891,Operační program Jan Amos Komenský,OP JAK - Šablony I - ZŠ Louny Přemyslovců,2897586,allocated,observed
school:70108013,Operační program Jan Amos Komenský,Zkvalitnění vzdělávání na MŠ Lipence - šablony OPJAK,589086,allocated,observed
school:71011595,Operační program Jan Amos Komenský,Inovace ve vzdělávání I.,850421,allocated,observed
school:72546441,Operační program Jan Amos Komenský,Šablony JAK I pro MŠ Předboj,459625,allocated,observed
school:75033976,Operační program Jan Amos Komenský,Šablony OP JAK pro Alternativní MŠ,388366,allocated,observed
school:60435348,Operační program Jan Amos Komenský,ZŠ a MŠ Mendíků - šablony OP JAK,2955079,allocated,observed
school:70990816,Operační program Jan Amos Komenský,Šablony OP JAK - ZŠ Zdice,696625,allocated,observed
school:70993556,Operační program Jan Amos Komenský,OPJAK Šablony I pro MŠ Vavřinec,416300,allocated,observed
school:75000598,Operační program Jan Amos Komenský,Podpora pro ZŠ Bavorov,1704250,allocated,observed
school:75023377,Operační program Jan Amos Komenský,Podpora vzdělávání v Lipově,1130763,allocated,observed
school:75027712,Operační program Jan Amos Komenský,PROvzdělání,2652339,allocated,observed
school:71002421,Operační program Jan Amos Komenský,Šablony I OP JAK MŠ Dolní Třebonín,414329,allocated,observed
school:61514802,Operační program Jan Amos Komenský,MŠ Sluníčko 002 Krupka,653124,allocated,observed
school:75027259,Operační program Jan Amos Komenský,Šablony OP JAK - ZŠ a MŠ Kyjovice,904731,allocated,observed
school:70283907,Operační program Jan Amos Komenský,Společně to dokážeme,571248,allocated,observed
school:60461845,Operační program Jan Amos Komenský,ZŠ Na Šutce Šablony JAK,3458959,allocated,observed
school:70981817,Operační program Jan Amos Komenský,J.A.K.   v  Cerekvici,1195816,allocated,observed
school:71002707,Operační program Jan Amos Komenský,"Být spolu, vzájemně si pomáhat",455875,allocated,observed
school:60609397,Operační program Jan Amos Komenský,Inovace ve vzdělávání 1,2914882,allocated,observed
school:49888544,Operační program Jan Amos Komenský,Barevný svět,838774,allocated,observed
school:61392871,Operační program Jan Amos Komenský,Šablony JAK I. ZŠ a MŠ Rohatec,1511400,allocated,observed
school:47017961,Operační program Jan Amos Komenský,Zvýšení kvality vzdělávání v Základní škole a Mateřské škole Šanov,1174150,allocated,observed
school:72744286,Operační program Jan Amos Komenský,Plujeme na jedné lodi,863716,allocated,observed
school:70918805,Operační program Jan Amos Komenský,Pedagogická podpora ZŠ a MŠ Dr.E.Beneše 4,6472648,allocated,observed
school:62451511,Operační program Jan Amos Komenský,Vzděláváme se nově,2722526,allocated,observed
school:69979359,Operační program Jan Amos Komenský,Šablony IV,3480349,allocated,observed
school:71001751,Operační program Jan Amos Komenský,BAVÍ NÁS KREATIVNĚ UČIT,1223841,allocated,observed
school:60611341,Operační program Jan Amos Komenský,Inovace ve výuce ZŠ Heřmanova Huť,1460550,allocated,observed
school:71004165,Operační program Jan Amos Komenský,Podpora vzdělávání žáků IV,1205882,allocated,observed
school:48133833,Operační program Jan Amos Komenský,"ZŠ a MŠ Bílá, Praha 6",4487828,allocated,observed
school:46787755,Operační program Jan Amos Komenský,Inovace ZŠ a MŠ Vejprty I,2376952,allocated,observed
school:49777521,Operační program Jan Amos Komenský,Učíme se spolu IV,5133368,allocated,observed
school:71002162,Operační program Jan Amos Komenský,OP JAK Medlov,1286884,allocated,observed
school:75027003,Operační program Jan Amos Komenský,Učme moderně,1299917,allocated,observed
school:70921211,Operační program Jan Amos Komenský,Vždy usiluj o vědění,1619867,allocated,observed
school:70991049,Operační program Jan Amos Komenský,"MŠ, ZŠ a ŠD Radim 002",1182100,allocated,observed
school:70832811,Operační program Jan Amos Komenský,"ZŠ Bystřice n. P., Tyršova - šablony I OPJAK",356502,allocated,observed
school:42660556,Operační program Jan Amos Komenský,Škola v pohybu 2023,3383270,allocated,observed
school:70989486,Operační program Jan Amos Komenský,Podpora ZŠ Budiměřice,454950,allocated,observed
school:70885168,Operační program Jan Amos Komenský,Škola pro všechny,2790677,allocated,observed
school:46789791,Operační program Jan Amos Komenský,Rovnost v rozdílnosti IV.,1416625,allocated,observed
school:75029740,Operační program Jan Amos Komenský,MŠ Uhřičice_šablony OP JAK,359250,allocated,observed
school:49777548,Operační program Jan Amos Komenský,INOVATIVNÍ ŠKOLA,2020150,allocated,observed
school:60158981,Operační program Jan Amos Komenský,MŠ a ZŠ Speciální Pardubice 002,1252875,allocated,observed
school:72741911,Operační program Jan Amos Komenský,Podpora MŠ Nové Město pod Smrkem,608732,allocated,observed
school:46746757,Operační program Jan Amos Komenský,OP JAK ZŠ Vrchlického Liberec,1310539,allocated,observed
school:75030802,Operační program Jan Amos Komenský,Objevujeme svět,551400,allocated,observed
school:60990384,Operační program Jan Amos Komenský,"Šablony OP JAK na ZŠ 5. května, Rožnov p. R.",3034688,allocated,observed
school:47813482,Operační program Jan Amos Komenský,"Šablony OP JAK - ZŠ Havlíčkova, Opava",872813,allocated,observed
school:62077520,Operační program Jan Amos Komenský,"ZŠ a MŠ Benešov, okres Blansko",1276108,allocated,observed
school:49367463,Operační program Jan Amos Komenský,OP JAK - ZŠ a MŠ ANGEL v Praze 12,5338899,allocated,observed
school:60611197,Operační program Jan Amos Komenský,ZŠ Chodov 002,558864,allocated,observed
school:61386898,Operační program Jan Amos Komenský,ZŠ Gen. Janouška 002,1437734,allocated,observed
school:60158701,Operační program Jan Amos Komenský,Naše škola,1407055,allocated,observed
school:75017261,Operační program Jan Amos Komenský,Společně a bez rozdílu cestou necestou 4,770169,allocated,observed
school:75027666,Operační program Jan Amos Komenský,Učení nás baví,1288808,allocated,observed
school:44226233,Operační program Jan Amos Komenský,Nové trendy v ZŠ a MŠ SNP 6 - IV.,734983,allocated,observed
school:70887896,Operační program Jan Amos Komenský,OP JAK Šablony I pro MŠ Školní Příbram,853577,allocated,observed
school:75001225,Operační program Jan Amos Komenský,Inovativní vzdělávání pedagogů a žáků,1771931,allocated,observed
school:72743051,Operační program Jan Amos Komenský,Prožitkem za vzděláváním pod Ještědem,477000,allocated,observed
school:75033119,Operační program Jan Amos Komenský,Úspěch patří všem,1423843,allocated,observed
school:75030853,Operační program Jan Amos Komenský,"Mateřská škola Píšťalka, Praha 13, Chlupova 1798",599250,allocated,observed
school:70226008,Operační program Jan Amos Komenský,IMŠ Čajkovského 002 UL,445750,allocated,observed
school:71217860,Operační program Jan Amos Komenský,Inovace je budoucnost,4789518,allocated,observed
school:72744243,Operační program Jan Amos Komenský,Vzdělávání pro budoucnost,1199413,allocated,observed
school:49180878,Operační program Jan Amos Komenský,Šablony JAK I. ZŠ Dobřany,1082460,allocated,observed
school:62156888,Operační program Jan Amos Komenský,Moderní škola,3586939,allocated,observed
school:63113961,Operační program Jan Amos Komenský,PODPORA DOVEDNOSTÍ ŽÁKŮ,4689564,allocated,observed
school:70831394,Operační program Jan Amos Komenský,Komunitní škola,517891,allocated,observed
school:47013982,Operační program Jan Amos Komenský,Šablony I OP JAK,490026,allocated,observed
school:70964581,Operační program Jan Amos Komenský,MŠ A. B. Svojsíka - Šablony I OP JAK,607610,allocated,observed
school:72548223,Operační program Jan Amos Komenský,MŠ Březiněves III,602882,allocated,observed
school:70987319,Operační program Jan Amos Komenský,Sluníčko,806736,allocated,observed
school:75034514,Operační program Jan Amos Komenský,Škola pro všechny IV,1373709,allocated,observed
school:75034018,Operační program Jan Amos Komenský,Sedmička 2023,2604030,allocated,observed
school:70989419,Operační program Jan Amos Komenský,Šablony JAK v ZŠ Bílá Lhota,888775,allocated,observed
school:67799400,Operační program Jan Amos Komenský,OP JAK Šablony I pro ZŠ Mšeno,2177088,allocated,observed
school:86652184,Operační program Jan Amos Komenský,Šablony I - MŠ Třebušín,364842,allocated,observed
school:70995150,Operační program Jan Amos Komenský,Šablony JAK - ZŠ a MŠ Makov,664750,allocated,observed
school:71194550,Operační program Jan Amos Komenský,Šablony I - Zlepšení kvality výuky v MŠ Zvoneček HK,851836,allocated,observed
school:70829705,Operační program Jan Amos Komenský,"Zlepšení kvality vzdělávání na Základní škole a mateřské škole Brno, Blanenská 1, příspěvková organizace",1098755,allocated,observed
school:61631981,Operační program Jan Amos Komenský,Naše škola,1583725,allocated,observed
school:70970441,Operační program Jan Amos Komenský,Škola pro všechny IV.,1074003,allocated,observed
school:61985406,Operační program Jan Amos Komenský,Šablony OP JAK pro ZŠ a MŠ Troubky,2130264,allocated,observed
school:71006427,Operační program Jan Amos Komenský,MŠ Dvorská Blansko 002,755002,allocated,observed
school:69651213,Operační program Jan Amos Komenský,MŠ Nádražní Kyjov 002,572488,allocated,observed
school:70984867,Operační program Jan Amos Komenský,ZUŠ - základ pro život,1104226,allocated,observed
school:72533374,Operační program Jan Amos Komenský,"Základní škola a Mateřská škola Antonína Borového Zlatá Koruna-OP JAK, Šablony I",467650,allocated,observed
school:75019809,Operační program Jan Amos Komenský,Podpora MŠ Stromovka OP JAK,521850,allocated,observed
school:70923493,Operační program Jan Amos Komenský,Spolu to zvládneme,1559022,allocated,observed
school:70940720,Operační program Jan Amos Komenský,Šabony OP JAK  pro 2.MŠ Plzeň,437144,allocated,observed
school:75016796,Operační program Jan Amos Komenský,MŠ a ZŠ Velichovky OPJAK,937311,allocated,observed
school:75000636,Operační program Jan Amos Komenský,OP JAK Společné vzdělávání,509540,allocated,observed
school:60610867,Operační program Jan Amos Komenský,Šablony IV,874003,allocated,observed
school:70107581,Operační program Jan Amos Komenský,Šablony I OP JAK pro MŠ Hlubočepy,533798,allocated,observed
school:70876240,Operační program Jan Amos Komenský,Šablony JAK I,2559669,allocated,observed
school:71196234,Operační program Jan Amos Komenský,"Šablony OP JAK ZŠ Žďár nad Sázavou, Palachova 2189/35",3266525,allocated,observed
school:75022541,Operační program Jan Amos Komenský,Šablony OP JAK pro MŠ Rastislavova Staré Město,470859,allocated,observed
school:63108232,Operační program Jan Amos Komenský,Vzdělávání pracovníků mateřské školy,357000,allocated,observed
school:75024446,Operační program Jan Amos Komenský,Učíme se porozumět,447850,allocated,observed
school:75022966,Operační program Jan Amos Komenský,Šablony OP JAK ZŠ Polešovice,2708771,allocated,observed
school:72743271,Operační program Jan Amos Komenský,Rozvoj Arbesovky,3217670,allocated,observed
school:49777505,Operační program Jan Amos Komenský,JAK 2023-2025,3062201,allocated,observed
school:71011111,Operační program Jan Amos Komenský,Škola pro život,902225,allocated,observed
school:62537521,Operační program Jan Amos Komenský,Základní škola Kamenný Újezd - Šablony I,2353502,allocated,observed
school:72755369,Operační program Jan Amos Komenský,Podpora ZŠ a MŠ Dolní Řasnice JAK,668000,allocated,observed
school:75023547,Operační program Jan Amos Komenský,"Šablony I. - ZŠ F. Horenského, Boršice",1113282,allocated,observed
