institution_id,institution_name,ico,founder_id,founder_name,founder_type,municipality,region
school:48133787,IČO 48133787,48133787,founder:00063703,Zřizovatel IČO 00063703,obec,,Praha
school:75033852,IČO 75033852,75033852,founder:00240290,Zřizovatel IČO 00240290,obec,,Středočeský
school:70986444,IČO 70986444,70986444,founder:00240508,Zřizovatel IČO 00240508,obec,,Středočeský
school:60680709,IČO 60680709,60680709,founder:00283061,Zřizovatel IČO 00283061,obec,,Jihomoravský
school:70876843,IČO 70876843,70876843,founder:00282481,Zřizovatel IČO 00282481,obec,,Jihomoravský
school:00549185,IČO 00549185,00549185,founder:00064581,Hlavní město Praha,kraj,,Praha
school:61384216,IČO 61384216,61384216,founder:00063584,Zřizovatel IČO 00063584,obec,,Praha
school:68334265,IČO 68334265,68334265,founder:00296759,Zřizovatel IČO 00296759,obec,,Moravskoslezský
school:63414929,IČO 63414929,63414929,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:61388017,IČO 61388017,61388017,founder:00064581,Hlavní město Praha,kraj,,Praha
school:75075920,IČO 75075920,75075920,founder:70892822,Zřizovatel IČO 70892822,obec,,Pardubický
school:68784571,IČO 68784571,68784571,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:70436533,IČO 70436533,70436533,founder:00295647,Zřizovatel IČO 00295647,obec,,Vysočina
school:70877572,IČO 70877572,70877572,founder:00236195,Zřizovatel IČO 00236195,obec,,Středočeský
school:70910987,IČO 70910987,70910987,founder:00267449,Zřizovatel IČO 00267449,obec,,Vysočina
school:60446005,IČO 60446005,60446005,founder:00231321,Zřizovatel IČO 00231321,obec,,Praha
school:47611171,IČO 47611171,47611171,founder:00063941,Zřizovatel IČO 00063941,obec,,Praha
school:47274689,IČO 47274689,47274689,founder:70892156,Ústecký kraj,kraj,,Ústecký
school:60075775,IČO 60075775,60075775,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:46070877,IČO 46070877,46070877,founder:00266621,Zřizovatel IČO 00266621,obec,,Ústecký
school:49408381,IČO 49408381,49408381,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:00837385,IČO 00837385,00837385,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:66493030,IČO 66493030,66493030,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:00477419,IČO 00477419,00477419,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:63109026,IČO 63109026,63109026,founder:00064581,Hlavní město Praha,kraj,,Praha
school:48133833,IČO 48133833,48133833,founder:00063703,Zřizovatel IČO 00063703,obec,,Praha
school:46746145,IČO 46746145,46746145,founder:00262978,Zřizovatel IČO 00262978,obec,,Liberecký
school:49625446,IČO 49625446,49625446,founder:00064581,Hlavní město Praha,kraj,,Praha
school:47074370,IČO 47074370,47074370,founder:00243132,Zřizovatel IČO 00243132,obec,,Středočeský
school:62690400,IČO 62690400,62690400,founder:70889546,Královéhradecký kraj,kraj,,Královéhradecký
school:49751751,IČO 49751751,49751751,founder:00254657,Zřizovatel IČO 00254657,obec,,Karlovarský
school:00847119,IČO 00847119,00847119,founder:00297313,Zřizovatel IČO 00297313,obec,,Moravskoslezský
school:46789791,IČO 46789791,46789791,founder:00261891,Zřizovatel IČO 00261891,obec,,Ústecký
school:60780843,IČO 60780843,60780843,founder:00299651,Zřizovatel IČO 00299651,obec,,Olomoucký
school:70999171,IČO 70999171,70999171,founder:00300535,Zřizovatel IČO 00300535,obec,,Moravskoslezský
school:61894371,IČO 61894371,61894371,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:75018446,IČO 75018446,75018446,founder:00279676,Zřizovatel IČO 00279676,obec,,Pardubický
school:70837872,IČO 70837872,70837872,founder:00064581,Hlavní město Praha,kraj,,Praha
school:70993360,IČO 70993360,70993360,founder:00291471,Zřizovatel IČO 00291471,obec,,Zlínský
school:70945951,IČO 70945951,70945951,founder:00300390,Zřizovatel IČO 00300390,obec,,Moravskoslezský
school:49589792,IČO 49589792,49589792,founder:60609460,Olomoucký kraj,kraj,,Olomoucký
school:47324295,IČO 47324295,47324295,founder:00266027,Zřizovatel IČO 00266027,obec,,Ústecký
school:70879389,IČO 70879389,70879389,founder:00287172,Zřizovatel IČO 00287172,obec,,Zlínský
school:60046104,IČO 60046104,60046104,founder:00296643,Zřizovatel IČO 00296643,obec,,Moravskoslezský
school:75129507,IČO 75129507,75129507,founder:70891508,Liberecký kraj,kraj,,Liberecký
school:61388246,IČO 61388246,61388246,founder:00064581,Hlavní město Praha,kraj,,Praha
school:48133779,IČO 48133779,48133779,founder:00063703,Zřizovatel IČO 00063703,obec,,Praha
school:61100234,IČO 61100234,61100234,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:62157396,IČO 62157396,62157396,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:64628159,IČO 64628159,64628159,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:70838534,IČO 70838534,70838534,founder:70890366,Plzeňský kraj,kraj,,Plzeňský
school:62690272,IČO 62690272,62690272,founder:70889546,Královéhradecký kraj,kraj,,Královéhradecký
school:60154721,IČO 60154721,60154721,founder:00277819,Zřizovatel IČO 00277819,obec,,Královéhradecký
school:00226319,IČO 00226319,00226319,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:70879834,IČO 70879834,70879834,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:49466631,IČO 49466631,49466631,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:69987181,IČO 69987181,69987181,founder:00300870,Zřizovatel IČO 00300870,obec,,Moravskoslezský
school:70886784,IČO 70886784,70886784,founder:00271632,Zřizovatel IČO 00271632,obec,,Královéhradecký
school:47011343,IČO 47011343,47011343,founder:00237051,Zřizovatel IČO 00237051,obec,,Středočeský
school:60252537,IČO 60252537,60252537,founder:70891508,Liberecký kraj,kraj,,Liberecký
school:61388408,IČO 61388408,61388408,founder:00231126,Zřizovatel IČO 00231126,obec,,Praha
school:60158999,IČO 60158999,60158999,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:00873306,IČO 00873306,00873306,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:45669716,IČO 45669716,45669716,founder:00293881,Zřizovatel IČO 00293881,obec,,Jihomoravský
school:70845417,IČO 70845417,70845417,founder:70891168,Karlovarský kraj,kraj,,Karlovarský
school:13643479,IČO 13643479,13643479,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:70631743,IČO 70631743,70631743,founder:00845451,Zřizovatel IČO 00845451,obec,,Moravskoslezský
school:00473634,IČO 00473634,00473634,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:71237011,IČO 71237011,71237011,founder:00254657,Zřizovatel IČO 00254657,obec,,Karlovarský
school:44555491,IČO 44555491,44555491,founder:00081531,Zřizovatel IČO 00081531,obec,,Ústecký
school:68430132,IČO 68430132,68430132,founder:00260771,Zřizovatel IČO 00260771,obec,,Liberecký
school:47005254,IČO 47005254,47005254,founder:00241636,Zřizovatel IČO 00241636,obec,,Středočeský
school:49862456,IČO 49862456,49862456,founder:00239607,Zřizovatel IČO 00239607,obec,,Středočeský
school:61386774,IČO 61386774,61386774,founder:00064581,Hlavní město Praha,kraj,,Praha
school:00846279,IČO 00846279,00846279,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:63434466,IČO 63434466,63434466,founder:00283061,Zřizovatel IČO 00283061,obec,,Jihomoravský
school:00673731,IČO 00673731,00673731,founder:70891508,Liberecký kraj,kraj,,Liberecký
school:00567191,IČO 00567191,00567191,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:61894435,IČO 61894435,61894435,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:00848298,IČO 00848298,00848298,founder:00297755,Zřizovatel IČO 00297755,obec,,Moravskoslezský
school:49777505,IČO 49777505,49777505,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:73184535,IČO 73184535,73184535,founder:00296651,Zřizovatel IČO 00296651,obec,,Moravskoslezský
school:00559130,IČO 00559130,00559130,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:69781907,IČO 69781907,69781907,founder:00063631,Zřizovatel IČO 00063631,obec,,Praha
school:48133884,IČO 48133884,48133884,founder:00231223,Zřizovatel IČO 00231223,obec,,Praha
school:45246211,IČO 45246211,45246211,founder:00064581,Hlavní město Praha,kraj,,Praha
school:63831368,IČO 63831368,63831368,founder:00063517,Zřizovatel IČO 00063517,obec,,Praha
school:61989061,IČO 61989061,61989061,founder:00845451,Zřizovatel IČO 00845451,obec,,Moravskoslezský
school:65642350,IČO 65642350,65642350,founder:00262978,Zřizovatel IČO 00262978,obec,,Liberecký
school:60418435,IČO 60418435,60418435,founder:70890749,Kraj Vysočina,kraj,,Vysočina
school:47813512,IČO 47813512,47813512,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:70872589,IČO 70872589,70872589,founder:00064581,Hlavní město Praha,kraj,,Praha
school:00508268,IČO 00508268,00508268,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:66362563,IČO 66362563,66362563,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:00559466,IČO 00559466,00559466,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:62156527,IČO 62156527,62156527,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:48326437,IČO 48326437,48326437,founder:70890366,Plzeňský kraj,kraj,,Plzeňský
school:46271007,IČO 46271007,46271007,founder:00292427,Zřizovatel IČO 00292427,obec,,Jihomoravský
school:00832537,IČO 00832537,00832537,founder:00266027,Zřizovatel IČO 00266027,obec,,Ústecký
school:71009922,IČO 71009922,71009922,founder:00236977,Zřizovatel IČO 00236977,obec,,Středočeský
school:49753363,IČO 49753363,49753363,founder:00254843,Zřizovatel IČO 00254843,obec,,Karlovarský
school:00066711,IČO 00066711,00066711,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:60158981,IČO 60158981,60158981,founder:70892822,Zřizovatel IČO 70892822,obec,,Pardubický
school:00524905,IČO 00524905,00524905,founder:70892156,Ústecký kraj,kraj,,Ústecký
school:48161276,IČO 48161276,48161276,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:00852635,IČO 00852635,00852635,founder:00296317,Zřizovatel IČO 00296317,obec,,Moravskoslezský
school:75015196,IČO 75015196,75015196,founder:00267449,Zřizovatel IČO 00267449,obec,,Vysočina
school:69459924,IČO 69459924,69459924,founder:00259586,Zřizovatel IČO 00259586,obec,,Karlovarský
school:47796006,IČO 47796006,47796006,founder:70892156,Ústecký kraj,kraj,,Ústecký
school:75156237,IČO 75156237,75156237,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:63831350,IČO 63831350,63831350,founder:00063517,Zřizovatel IČO 00063517,obec,,Praha
school:60433256,IČO 60433256,60433256,founder:00063797,Zřizovatel IČO 00063797,obec,,Praha
school:00845299,IČO 00845299,00845299,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:60782358,IČO 60782358,60782358,founder:00301825,Zřizovatel IČO 00301825,obec,,Olomoucký
school:49745247,IČO 49745247,49745247,founder:00258474,Zřizovatel IČO 00258474,obec,,Plzeňský
school:61386898,IČO 61386898,61386898,founder:00231312,Zřizovatel IČO 00231312,obec,,Praha
school:73184985,IČO 73184985,73184985,founder:00297593,Zřizovatel IČO 00297593,obec,,Moravskoslezský
school:70988471,IČO 70988471,70988471,founder:00245381,Zřizovatel IČO 00245381,obec,,Jihočeský
school:46383506,IČO 46383506,46383506,founder:00235334,Zřizovatel IČO 00235334,obec,,Středočeský
school:46773606,IČO 46773606,46773606,founder:00264334,Zřizovatel IČO 00264334,obec,,Ústecký
school:00842745,IČO 00842745,00842745,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:42730686,IČO 42730686,42730686,founder:00243132,Zřizovatel IČO 00243132,obec,,Středočeský
school:42727537,IČO 42727537,42727537,founder:00242098,Zřizovatel IČO 00242098,obec,,Středočeský
school:00073181,IČO 00073181,00073181,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:00873489,IČO 00873489,00873489,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:62330136,IČO 62330136,62330136,founder:00298212,Zřizovatel IČO 00298212,obec,,Moravskoslezský
school:68975147,IČO 68975147,68975147,founder:00262978,Zřizovatel IČO 00262978,obec,,Liberecký
school:48161292,IČO 48161292,48161292,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:47657651,IČO 47657651,47657651,founder:00297852,Zřizovatel IČO 00297852,obec,,Moravskoslezský
school:44553196,IČO 44553196,44553196,founder:00081531,Zřizovatel IČO 00081531,obec,,Ústecký
school:60650443,IČO 60650443,60650443,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:46746862,IČO 46746862,46746862,founder:70891508,Liberecký kraj,kraj,,Liberecký
school:00581585,IČO 00581585,00581585,founder:00244732,Zřizovatel IČO 00244732,obec,,Jihočeský
school:49466208,IČO 49466208,49466208,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:00513156,IČO 00513156,00513156,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:47003057,IČO 47003057,47003057,founder:00241181,Zřizovatel IČO 00241181,obec,,Středočeský
school:60436221,IČO 60436221,60436221,founder:00063584,Zřizovatel IČO 00063584,obec,,Praha
school:43752047,IČO 43752047,43752047,founder:00240117,Zřizovatel IČO 00240117,obec,,Středočeský
school:75016273,IČO 75016273,75016273,founder:00272566,Zřizovatel IČO 00272566,obec,,Královéhradecký
school:48133761,IČO 48133761,48133761,founder:00063703,Zřizovatel IČO 00063703,obec,,Praha
school:71001565,IČO 71001565,71001565,founder:00295841,Zřizovatel IČO 00295841,obec,,Vysočina
school:00842761,IČO 00842761,00842761,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:47016981,IČO 47016981,47016981,founder:00244309,Zřizovatel IČO 00244309,obec,,Středočeský
school:00876275,IČO 00876275,00876275,founder:00240117,Zřizovatel IČO 00240117,obec,,Středočeský
school:62157264,IČO 62157264,62157264,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:45180091,IČO 45180091,45180091,founder:00301825,Zřizovatel IČO 00301825,obec,,Olomoucký
school:61664707,IČO 61664707,61664707,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:68157797,IČO 68157797,68157797,founder:00296643,Zřizovatel IČO 00296643,obec,,Moravskoslezský
school:46307745,IČO 46307745,46307745,founder:00283924,Zřizovatel IČO 00283924,obec,,Zlínský
school:70940843,IČO 70940843,70940843,founder:00293881,Zřizovatel IČO 00293881,obec,,Jihomoravský
school:49558609,IČO 49558609,49558609,founder:00301311,Zřizovatel IČO 00301311,obec,,Olomoucký
school:00559016,IČO 00559016,00559016,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:72543159,IČO 72543159,72543159,founder:70892822,Zřizovatel IČO 70892822,obec,,Pardubický
school:61388726,IČO 61388726,61388726,founder:00064581,Hlavní město Praha,kraj,,Praha
school:61988731,IČO 61988731,61988731,founder:00297569,Zřizovatel IČO 00297569,obec,,Moravskoslezský
school:61924041,IČO 61924041,61924041,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:49778102,IČO 49778102,49778102,founder:70890366,Plzeňský kraj,kraj,,Plzeňský
school:00602159,IČO 00602159,00602159,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:49753771,IČO 49753771,49753771,founder:70891168,Karlovarský kraj,kraj,,Karlovarský
school:64201180,IČO 64201180,64201180,founder:00278360,Zřizovatel IČO 00278360,obec,,Královéhradecký
school:61632244,IČO 61632244,61632244,founder:00239402,Zřizovatel IČO 00239402,obec,,Středočeský
school:45214859,IČO 45214859,45214859,founder:00298212,Zřizovatel IČO 00298212,obec,,Moravskoslezský
school:62348299,IČO 62348299,62348299,founder:00845451,Zřizovatel IČO 00845451,obec,,Moravskoslezský
school:67009425,IČO 67009425,67009425,founder:70890749,Kraj Vysočina,kraj,,Vysočina
school:45180083,IČO 45180083,45180083,founder:00301825,Zřizovatel IČO 00301825,obec,,Olomoucký
school:70631034,IČO 70631034,70631034,founder:00299308,Zřizovatel IČO 00299308,obec,,Olomoucký
school:47611880,IČO 47611880,47611880,founder:00063941,Zřizovatel IČO 00063941,obec,,Praha
school:60433337,IČO 60433337,60433337,founder:00063797,Zřizovatel IČO 00063797,obec,,Praha
school:60459085,IČO 60459085,60459085,founder:00064581,Hlavní město Praha,kraj,,Praha
school:47558156,IČO 47558156,47558156,founder:00509701,Zřizovatel IČO 00509701,obec,,Středočeský
school:75034077,IČO 75034077,75034077,founder:00238295,Zřizovatel IČO 00238295,obec,,Středočeský
school:49797999,IČO 49797999,49797999,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:70926255,IČO 70926255,70926255,founder:00239500,Zřizovatel IČO 00239500,obec,,Středočeský
school:71000135,IČO 71000135,71000135,founder:00282456,Zřizovatel IČO 00282456,obec,,Jihomoravský
school:70843309,IČO 70843309,70843309,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:00842893,IČO 00842893,00842893,founder:60609460,Olomoucký kraj,kraj,,Olomoucký
school:70998434,IČO 70998434,70998434,founder:00297615,Zřizovatel IČO 00297615,obec,,Moravskoslezský
school:47274735,IČO 47274735,47274735,founder:00261220,Zřizovatel IČO 00261220,obec,,Ústecký
school:60159154,IČO 60159154,60159154,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:70284849,IČO 70284849,70284849,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:70640009,IČO 70640009,70640009,founder:00297313,Zřizovatel IČO 00297313,obec,,Moravskoslezský
school:69979359,IČO 69979359,69979359,founder:00254657,Zřizovatel IČO 00254657,obec,,Karlovarský
school:62690035,IČO 62690035,62690035,founder:70889546,Královéhradecký kraj,kraj,,Královéhradecký
school:70886822,IČO 70886822,70886822,founder:00271632,Zřizovatel IČO 00271632,obec,,Královéhradecký
school:70975019,IČO 70975019,70975019,founder:00233129,Zřizovatel IČO 00233129,obec,,Středočeský
school:69982813,IČO 69982813,69982813,founder:00255661,Zřizovatel IČO 00255661,obec,,Plzeňský
school:00066729,IČO 00066729,00066729,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:75000474,IČO 75000474,75000474,founder:00248789,Zřizovatel IČO 00248789,obec,,Vysočina
school:00852546,IČO 00852546,00852546,founder:00296139,Zřizovatel IČO 00296139,obec,,Moravskoslezský
school:46070753,IČO 46070753,46070753,founder:00266621,Zřizovatel IČO 00266621,obec,,Ústecký
school:60076089,IČO 60076089,60076089,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:43776752,IČO 43776752,43776752,founder:00234877,Zřizovatel IČO 00234877,obec,,Středočeský
school:60075902,IČO 60075902,60075902,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:61388149,IČO 61388149,61388149,founder:00064581,Hlavní město Praha,kraj,,Praha
school:00640930,IČO 00640930,00640930,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:70930716,IČO 70930716,70930716,founder:00231266,Zřizovatel IČO 00231266,obec,,Praha
school:70881413,IČO 70881413,70881413,founder:00286010,Zřizovatel IČO 00286010,obec,,Vysočina
school:70844755,IČO 70844755,70844755,founder:70892822,Zřizovatel IČO 70892822,obec,,Pardubický
school:72742879,IČO 72742879,72742879,founder:00262340,Zřizovatel IČO 00262340,obec,,Liberecký
school:72743735,IČO 72743735,72743735,founder:00261238,Zřizovatel IČO 00261238,obec,,Ústecký
school:47655607,IČO 47655607,47655607,founder:00297461,Zřizovatel IČO 00297461,obec,,Moravskoslezský
school:68334273,IČO 68334273,68334273,founder:00296589,Zřizovatel IČO 00296589,obec,,Moravskoslezský
school:00851574,IČO 00851574,00851574,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:47813121,IČO 47813121,47813121,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:61989011,IČO 61989011,61989011,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:47326239,IČO 47326239,47326239,founder:00266094,Zřizovatel IČO 00266094,obec,,Ústecký
school:00566411,IČO 00566411,00566411,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:00852970,IČO 00852970,00852970,founder:00303038,Zřizovatel IČO 00303038,obec,,Olomoucký
school:62451332,IČO 62451332,62451332,founder:00238295,Zřizovatel IČO 00238295,obec,,Středočeský
school:60153296,IČO 60153296,60153296,founder:70889546,Královéhradecký kraj,kraj,,Královéhradecký
school:00659771,IČO 00659771,00659771,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:00601748,IČO 00601748,00601748,founder:60609460,Olomoucký kraj,kraj,,Olomoucký
school:48663808,IČO 48663808,48663808,founder:00235440,Zřizovatel IČO 00235440,obec,,Středočeský
school:00583855,IČO 00583855,00583855,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:00581542,IČO 00581542,00581542,founder:00244732,Zřizovatel IČO 00244732,obec,,Jihočeský
school:62331353,IČO 62331353,62331353,founder:00297534,Zřizovatel IČO 00297534,obec,,Moravskoslezský
school:60610336,IČO 60610336,60610336,founder:00256129,Zřizovatel IČO 00256129,obec,,Plzeňský
school:60449004,IČO 60449004,60449004,founder:00064581,Hlavní město Praha,kraj,,Praha
school:48161306,IČO 48161306,48161306,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:70842779,IČO 70842779,70842779,founder:70890366,Plzeňský kraj,kraj,,Plzeňský
school:63831341,IČO 63831341,63831341,founder:00063517,Zřizovatel IČO 00063517,obec,,Praha
school:46789677,IČO 46789677,46789677,founder:00261891,Zřizovatel IČO 00261891,obec,,Ústecký
school:00055468,IČO 00055468,00055468,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:45671303,IČO 45671303,45671303,founder:00293881,Zřizovatel IČO 00293881,obec,,Jihomoravský
school:75032911,IČO 75032911,75032911,founder:00236527,Zřizovatel IČO 00236527,obec,,Středočeský
school:00583839,IČO 00583839,00583839,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:70947112,IČO 70947112,70947112,founder:00261181,Zřizovatel IČO 00261181,obec,,Ústecký
school:70888248,IČO 70888248,70888248,founder:00278955,Zřizovatel IČO 00278955,obec,,Pardubický
school:47326204,IČO 47326204,47326204,founder:00266094,Zřizovatel IČO 00266094,obec,,Ústecký
school:62073133,IČO 62073133,62073133,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:00559539,IČO 00559539,00559539,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:44553226,IČO 44553226,44553226,founder:00081531,Zřizovatel IČO 00081531,obec,,Ústecký
school:48161055,IČO 48161055,48161055,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:70841446,IČO 70841446,70841446,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:70877785,IČO 70877785,70877785,founder:00253014,Zřizovatel IČO 00253014,obec,,Jihočeský
school:00602116,IČO 00602116,00602116,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:61387568,IČO 61387568,61387568,founder:00063894,Zřizovatel IČO 00063894,obec,,Praha
school:65993497,IČO 65993497,65993497,founder:00063941,Zřizovatel IČO 00063941,obec,,Praha
school:70958122,IČO 70958122,70958122,founder:00297488,Zřizovatel IČO 00297488,obec,,Moravskoslezský
school:61381861,IČO 61381861,61381861,founder:00063894,Zřizovatel IČO 00063894,obec,,Praha
school:49156683,IČO 49156683,49156683,founder:00284653,Zřizovatel IČO 00284653,obec,,Zlínský
school:67798543,IČO 67798543,67798543,founder:00063703,Zřizovatel IČO 00063703,obec,,Praha
school:61385379,IČO 61385379,61385379,founder:00064581,Hlavní město Praha,kraj,,Praha
school:61385409,IČO 61385409,61385409,founder:00064581,Hlavní město Praha,kraj,,Praha
school:08199876,IČO 08199876,08199876,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:49333852,IČO 49333852,49333852,founder:00268810,Zřizovatel IČO 00268810,obec,,Královéhradecký
school:49366629,IČO 49366629,49366629,founder:00064581,Hlavní město Praha,kraj,,Praha
school:49767194,IČO 49767194,49767194,founder:70891168,Karlovarský kraj,kraj,,Karlovarský
school:46270906,IČO 46270906,46270906,founder:00292281,Zřizovatel IČO 00292281,obec,,Jihomoravský
school:48683868,IČO 48683868,48683868,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:62156624,IČO 62156624,62156624,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:00637980,IČO 00637980,00637980,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:75050111,IČO 75050111,75050111,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:61357421,IČO 61357421,61357421,founder:00265781,Zřizovatel IČO 00265781,obec,,Ústecký
school:49777548,IČO 49777548,49777548,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:60116820,IČO 60116820,60116820,founder:70889546,Královéhradecký kraj,kraj,,Královéhradecký
school:13692933,IČO 13692933,13692933,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:70933928,IČO 70933928,70933928,founder:00845451,Zřizovatel IČO 00845451,obec,,Moravskoslezský
school:65642376,IČO 65642376,65642376,founder:00262978,Zřizovatel IČO 00262978,obec,,Liberecký
school:60461675,IČO 60461675,60461675,founder:00064581,Hlavní město Praha,kraj,,Praha
school:00498793,IČO 00498793,00498793,founder:70892822,Zřizovatel IČO 70892822,obec,,Pardubický
school:72741643,IČO 72741643,72741643,founder:00262871,Zřizovatel IČO 00262871,obec,,Liberecký
school:60076135,IČO 60076135,60076135,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:00066702,IČO 00066702,00066702,founder:70891095,Středočeský kraj,kraj,,Středočeský
school:49207440,IČO 49207440,49207440,founder:00255661,Zřizovatel IČO 00255661,obec,,Plzeňský
school:47723386,IČO 47723386,47723386,founder:70891168,Karlovarský kraj,kraj,,Karlovarský
school:61385271,IČO 61385271,61385271,founder:00064581,Hlavní město Praha,kraj,,Praha
school:65642368,IČO 65642368,65642368,founder:00262978,Zřizovatel IČO 00262978,obec,,Liberecký
school:00087891,IČO 00087891,00087891,founder:70891508,Liberecký kraj,kraj,,Liberecký
school:62331418,IČO 62331418,62331418,founder:00297534,Zřizovatel IČO 00297534,obec,,Moravskoslezský
school:61385701,IČO 61385701,61385701,founder:00064581,Hlavní město Praha,kraj,,Praha
school:60555998,IČO 60555998,60555998,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:47922303,IČO 47922303,47922303,founder:00288659,Zřizovatel IČO 00288659,obec,,Olomoucký
school:75135540,IČO 75135540,75135540,founder:00235075,Zřizovatel IČO 00235075,obec,,Středočeský
school:47011319,IČO 47011319,47011319,founder:00237051,Zřizovatel IČO 00237051,obec,,Středočeský
school:62690043,IČO 62690043,62690043,founder:70889546,Královéhradecký kraj,kraj,,Královéhradecký
school:70837881,IČO 70837881,70837881,founder:00064581,Hlavní město Praha,kraj,,Praha
school:46070664,IČO 46070664,46070664,founder:00266621,Zřizovatel IČO 00266621,obec,,Ústecký
school:46276327,IČO 46276327,46276327,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:44226233,IČO 44226233,44226233,founder:00081531,Zřizovatel IČO 00081531,obec,,Ústecký
school:48004201,IČO 48004201,48004201,founder:00297577,Zřizovatel IČO 00297577,obec,,Moravskoslezský
school:70887403,IČO 70887403,70887403,founder:00278955,Zřizovatel IČO 00278955,obec,,Pardubický
school:45211451,IČO 45211451,45211451,founder:00304387,Zřizovatel IČO 00304387,obec,,Zlínský
school:72743816,IČO 72743816,72743816,founder:00261238,Zřizovatel IČO 00261238,obec,,Ústecký
