institution_id,institution_name,ico,founder_id,founder_name,founder_type,municipality,region
school:70998493,IČO 70998493,70998493,founder:00237434,Zřizovatel IČO 00237434,obec,,Středočeský
school:62032259,IČO 62032259,62032259,founder:00483869,Zřizovatel IČO 00483869,obec,,Pardubický
school:70886202,IČO 70886202,70886202,founder:00240184,Zřizovatel IČO 00240184,obec,,Praha
school:60610611,IČO 60610611,60610611,founder:00258415,Zřizovatel IČO 00258415,obec,,Plzeňský
school:62350820,IČO 62350820,62350820,founder:00303003,Zřizovatel IČO 00303003,obec,,Olomoucký
school:71002600,IČO 71002600,71002600,founder:00284891,Zřizovatel IČO 00284891,obec,,Jihomoravský
school:08907960,IČO 08907960,08907960,founder:00241491,Zřizovatel IČO 00241491,obec,,Středočeský
school:04627997,IČO 04627997,04627997,founder:00241318,Zřizovatel IČO 00241318,obec,,Středočeský
school:70992479,IČO 70992479,70992479,founder:00240117,Zřizovatel IČO 00240117,obec,,Středočeský
school:70872279,IČO 70872279,70872279,founder:00288055,Zřizovatel IČO 00288055,obec,,Olomoucký
school:48665142,IČO 48665142,48665142,founder:00235440,Zřizovatel IČO 00235440,obec,,Středočeský
school:62077520,IČO 62077520,62077520,founder:00279927,Zřizovatel IČO 00279927,obec,,Jihomoravský
school:65993110,IČO 65993110,65993110,founder:00063517,Zřizovatel IČO 00063517,obec,,Praha
school:66742978,IČO 66742978,66742978,founder:00301329,Zřizovatel IČO 00301329,obec,,Olomoucký
school:16389581,IČO 16389581,16389581,founder:00262617,Zřizovatel IČO 00262617,obec,,Liberecký
school:63833387,IČO 63833387,63833387,founder:00231126,Zřizovatel IČO 00231126,obec,,Praha
school:71000453,IČO 71000453,71000453,founder:00282294,Zřizovatel IČO 00282294,obec,,Jihomoravský
school:70969850,IČO 70969850,70969850,founder:00258415,Zřizovatel IČO 00258415,obec,,Plzeňský
school:71000658,IČO 71000658,71000658,founder:00268810,Zřizovatel IČO 00268810,obec,,Královéhradecký
school:46746480,IČO 46746480,46746480,founder:00262978,Zřizovatel IČO 00262978,obec,,Liberecký
school:75005964,IČO 75005964,75005964,founder:00257508,Zřizovatel IČO 00257508,obec,,Plzeňský
school:43380247,IČO 43380247,43380247,founder:00294233,Zřizovatel IČO 00294233,obec,,Vysočina
school:70995478,IČO 70995478,70995478,founder:00284670,Zřizovatel IČO 00284670,obec,,Zlínský
school:71004025,IČO 71004025,71004025,founder:00267716,Zřizovatel IČO 00267716,obec,,Vysočina
school:70284067,IČO 70284067,70284067,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:75018624,IČO 75018624,75018624,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:70998205,IČO 70998205,70998205,founder:00292702,Zřizovatel IČO 00292702,obec,,Jihomoravský
school:75001101,IČO 75001101,75001101,founder:00245933,Zřizovatel IČO 00245933,obec,,Jihočeský
school:70995095,IČO 70995095,70995095,founder:00293199,Zřizovatel IČO 00293199,obec,,Jihomoravský
school:72065761,IČO 72065761,72065761,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:75030101,IČO 75030101,75030101,founder:00243329,Zřizovatel IČO 00243329,obec,,Středočeský
school:63831252,IČO 63831252,63831252,founder:00063517,Zřizovatel IČO 00063517,obec,,Praha
school:61357286,IČO 61357286,61357286,founder:70892156,Ústecký kraj,kraj,,Ústecký
school:70834903,IČO 70834903,70834903,founder:00256552,Zřizovatel IČO 00256552,obec,,Plzeňský
school:70997365,IČO 70997365,70997365,founder:45246858,Zřizovatel IČO 45246858,obec,,Praha
school:72743646,IČO 72743646,72743646,founder:00276294,Zřizovatel IČO 00276294,obec,,Liberecký
school:65264843,IČO 65264843,65264843,founder:00282936,Zřizovatel IČO 00282936,obec,,Jihomoravský
school:70977691,IČO 70977691,70977691,founder:00240702,Zřizovatel IČO 00240702,obec,,Středočeský
school:11893079,IČO 11893079,11893079,founder:00296643,Zřizovatel IČO 00296643,obec,,Moravskoslezský
school:61235059,IČO 61235059,61235059,founder:00038130,Zřizovatel IČO 00038130,obec,,Pardubický
school:75034093,IČO 75034093,75034093,founder:00238295,Zřizovatel IČO 00238295,obec,,Středočeský
school:70992754,IČO 70992754,70992754,founder:00260169,Zřizovatel IČO 00260169,obec,,Plzeňský
school:67363237,IČO 67363237,67363237,founder:00241857,Zřizovatel IČO 00241857,obec,,Praha
school:75020378,IČO 75020378,75020378,founder:00288349,Zřizovatel IČO 00288349,obec,,Olomoucký
school:70999333,IČO 70999333,70999333,founder:00282456,Zřizovatel IČO 00282456,obec,,Jihomoravský
school:49590928,IČO 49590928,49590928,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:70994251,IČO 70994251,70994251,founder:00257931,Zřizovatel IČO 00257931,obec,,Plzeňský
school:43753604,IČO 43753604,43753604,founder:00240079,Zřizovatel IČO 00240079,obec,,Středočeský
school:05282446,IČO 05282446,05282446,founder:00240915,Zřizovatel IČO 00240915,obec,,Praha
school:60077069,IČO 60077069,60077069,founder:00244732,Zřizovatel IČO 00244732,obec,,Jihočeský
school:48927830,IČO 48927830,48927830,founder:00233072,Zřizovatel IČO 00233072,obec,,Středočeský
school:60610417,IČO 60610417,60610417,founder:00258954,Zřizovatel IČO 00258954,obec,,Plzeňský
school:70986631,IČO 70986631,70986631,founder:00246816,Zřizovatel IČO 00246816,obec,,Jihočeský
school:70919640,IČO 70919640,70919640,founder:00063797,Zřizovatel IČO 00063797,obec,,Praha
school:70281793,IČO 70281793,70281793,founder:00290581,Zřizovatel IČO 00290581,obec,,Vysočina
school:75034964,IČO 75034964,75034964,founder:00236144,Zřizovatel IČO 00236144,obec,,Středočeský
school:70880603,IČO 70880603,70880603,founder:00277037,Zřizovatel IČO 00277037,obec,,Pardubický
school:70991073,IČO 70991073,70991073,founder:00240231,Zřizovatel IČO 00240231,obec,,Středočeský
school:49029631,IČO 49029631,49029631,founder:00248380,Zřizovatel IČO 00248380,obec,,Vysočina
school:60611855,IČO 60611855,60611855,founder:00257567,Zřizovatel IČO 00257567,obec,,Plzeňský
school:49855239,IČO 49855239,49855239,founder:00233773,Zřizovatel IČO 00233773,obec,,Středočeský
school:70986096,IČO 70986096,70986096,founder:00269611,Zřizovatel IČO 00269611,obec,,Královéhradecký
school:71004084,IČO 71004084,71004084,founder:00267759,Zřizovatel IČO 00267759,obec,,Vysočina
school:45211604,IČO 45211604,45211604,founder:00304433,Zřizovatel IČO 00304433,obec,,Zlínský
school:71001751,IČO 71001751,71001751,founder:00235075,Zřizovatel IČO 00235075,obec,,Středočeský
school:70993661,IČO 70993661,70993661,founder:00232289,Zřizovatel IČO 00232289,obec,,Středočeský
school:71005935,IČO 71005935,71005935,founder:00278475,Zřizovatel IČO 00278475,obec,,Královéhradecký
school:75005221,IČO 75005221,75005221,founder:00255785,Zřizovatel IČO 00255785,obec,,Plzeňský
school:70987394,IČO 70987394,70987394,founder:00272591,Zřizovatel IČO 00272591,obec,,Královéhradecký
school:70996512,IČO 70996512,70996512,founder:00365416,Zřizovatel IČO 00365416,obec,,Jihomoravský
school:61357430,IČO 61357430,61357430,founder:00265233,Zřizovatel IČO 00265233,obec,,Ústecký
school:75020181,IČO 75020181,75020181,founder:00284637,Zřizovatel IČO 00284637,obec,,Zlínský
school:70990832,IČO 70990832,70990832,founder:00233358,Zřizovatel IČO 00233358,obec,,Středočeský
school:70982074,IČO 70982074,70982074,founder:00261131,Zřizovatel IČO 00261131,obec,,Liberecký
school:49461702,IČO 49461702,49461702,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:70976341,IČO 70976341,70976341,founder:00259349,Zřizovatel IČO 00259349,obec,,Karlovarský
school:70997861,IČO 70997861,70997861,founder:00276880,Zřizovatel IČO 00276880,obec,,Pardubický
school:63731983,IČO 63731983,63731983,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:70946965,IČO 70946965,70946965,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:75023211,IČO 75023211,75023211,founder:00281662,Zřizovatel IČO 00281662,obec,,Jihomoravský
school:70934479,IČO 70934479,70934479,founder:00283746,Zřizovatel IČO 00283746,obec,,Jihomoravský
school:47934581,IČO 47934581,47934581,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:64120392,IČO 64120392,64120392,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:07309309,IČO 07309309,07309309,founder:00581887,Zřizovatel IČO 00581887,obec,,Jihočeský
school:60802561,IČO 60802561,60802561,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:62331701,IČO 62331701,62331701,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:71004467,IČO 71004467,71004467,founder:00279536,Zřizovatel IČO 00279536,obec,,Pardubický
school:72542179,IČO 72542179,72542179,founder:72086718,Zřizovatel IČO 72086718,obec,,Moravskoslezský
school:75006936,IČO 75006936,75006936,founder:00259497,Zřizovatel IČO 00259497,obec,,Karlovarský
school:70946752,IČO 70946752,70946752,founder:00275891,Zřizovatel IČO 00275891,obec,,Liberecký
school:75031582,IČO 75031582,75031582,founder:00237221,Zřizovatel IČO 00237221,obec,,Středočeský
school:70985693,IČO 70985693,70985693,founder:00270733,Zřizovatel IČO 00270733,obec,,Pardubický
school:67440207,IČO 67440207,67440207,founder:00271888,Zřizovatel IČO 00271888,obec,,Královéhradecký
school:70831432,IČO 70831432,70831432,founder:70890749,Kraj Vysočina,kraj,,Vysočina
school:75029332,IČO 75029332,75029332,founder:00575917,Zřizovatel IČO 00575917,obec,,Moravskoslezský
school:70988960,IČO 70988960,70988960,founder:00255556,Zřizovatel IČO 00255556,obec,,Plzeňský
school:60046074,IČO 60046074,60046074,founder:00296643,Zřizovatel IČO 00296643,obec,,Moravskoslezský
school:72743433,IČO 72743433,72743433,founder:00262340,Zřizovatel IČO 00262340,obec,,Liberecký
school:70695962,IČO 70695962,70695962,founder:00524662,Zřizovatel IČO 00524662,obec,,Liberecký
school:75146959,IČO 75146959,75146959,founder:00282286,Zřizovatel IČO 00282286,obec,,Jihomoravský
school:63263777,IČO 63263777,63263777,founder:00247618,Zřizovatel IČO 00247618,obec,,Jihočeský
school:60447869,IČO 60447869,60447869,founder:00231126,Zřizovatel IČO 00231126,obec,,Praha
school:70879214,IČO 70879214,70879214,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:70887675,IČO 70887675,70887675,founder:00289531,Zřizovatel IČO 00289531,obec,,Vysočina
school:71007334,IČO 71007334,71007334,founder:00240745,Zřizovatel IČO 00240745,obec,,Středočeský
school:70991251,IČO 70991251,70991251,founder:00287105,Zřizovatel IČO 00287105,obec,,Zlínský
school:75016338,IČO 75016338,75016338,founder:00276464,Zřizovatel IČO 00276464,obec,,Pardubický
school:49459473,IČO 49459473,49459473,founder:00282243,Zřizovatel IČO 00282243,obec,,Jihomoravský
school:46773541,IČO 46773541,46773541,founder:00264334,Zřizovatel IČO 00264334,obec,,Ústecký
school:75023555,IČO 75023555,75023555,founder:00286974,Zřizovatel IČO 00286974,obec,,Vysočina
school:03620280,IČO 03620280,03620280,founder:00248789,Zřizovatel IČO 00248789,obec,,Vysočina
school:71007229,IČO 71007229,71007229,founder:00243868,Zřizovatel IČO 00243868,obec,,Středočeský
school:75001047,IČO 75001047,75001047,founder:00249483,Zřizovatel IČO 00249483,obec,,Vysočina
school:48221350,IČO 48221350,48221350,founder:00249521,Zřizovatel IČO 00249521,obec,,Jihočeský
school:70698431,IČO 70698431,70698431,founder:00261912,Zřizovatel IČO 00261912,obec,,Ústecký
school:70640271,IČO 70640271,70640271,founder:63026112,Zřizovatel IČO 63026112,obec,,Moravskoslezský
school:75022401,IČO 75022401,75022401,founder:00285811,Zřizovatel IČO 00285811,obec,,Vysočina
school:70886733,IČO 70886733,70886733,founder:00063754,Zřizovatel IČO 00063754,obec,,Praha
school:63833344,IČO 63833344,63833344,founder:00231126,Zřizovatel IČO 00231126,obec,,Praha
school:72546051,IČO 72546051,72546051,founder:44992785,Zřizovatel IČO 44992785,obec,,Jihomoravský
school:75000466,IČO 75000466,75000466,founder:00244694,Zřizovatel IČO 00244694,obec,,Jihočeský
school:75006049,IČO 75006049,75006049,founder:00254592,Zřizovatel IČO 00254592,obec,,Karlovarský
school:72050918,IČO 72050918,72050918,founder:00248380,Zřizovatel IČO 00248380,obec,,Vysočina
school:75022630,IČO 75022630,75022630,founder:00488143,Zřizovatel IČO 00488143,obec,,Jihomoravský
school:68213336,IČO 68213336,68213336,founder:00269247,Zřizovatel IČO 00269247,obec,,Královéhradecký
school:70279535,IČO 70279535,70279535,founder:00289311,Zřizovatel IČO 00289311,obec,,Vysočina
school:70990743,IČO 70990743,70990743,founder:00297291,Zřizovatel IČO 00297291,obec,,Moravskoslezský
school:70991839,IČO 70991839,70991839,founder:00252069,Zřizovatel IČO 00252069,obec,,Jihočeský
school:70890943,IČO 70890943,70890943,founder:00063461,Zřizovatel IČO 00063461,obec,,Praha
school:70989851,IČO 70989851,70989851,founder:00288683,Zřizovatel IČO 00288683,obec,,Olomoucký
school:60254238,IČO 60254238,60254238,founder:70891508,Liberecký kraj,kraj,,Liberecký
school:70981981,IČO 70981981,70981981,founder:00246875,Zřizovatel IČO 00246875,obec,,Jihočeský
school:70989419,IČO 70989419,70989419,founder:00298662,Zřizovatel IČO 00298662,obec,,Olomoucký
school:61357324,IČO 61357324,61357324,founder:00265071,Zřizovatel IČO 00265071,obec,,Ústecký
school:47813199,IČO 47813199,47813199,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:67006761,IČO 67006761,67006761,founder:00291676,Zřizovatel IČO 00291676,obec,,Jihomoravský
school:49746090,IČO 49746090,49746090,founder:00257966,Zřizovatel IČO 00257966,obec,,Plzeňský
school:72049812,IČO 72049812,72049812,founder:00063797,Zřizovatel IČO 00063797,obec,,Praha
school:70839379,IČO 70839379,70839379,founder:00081531,Zřizovatel IČO 00081531,obec,,Ústecký
school:70640416,IČO 70640416,70640416,founder:00303755,Zřizovatel IČO 00303755,obec,,Zlínský
school:69170207,IČO 69170207,69170207,founder:00270041,Zřizovatel IČO 00270041,obec,,Pardubický
school:70156018,IČO 70156018,70156018,founder:00276944,Zřizovatel IČO 00276944,obec,,Pardubický
school:70986274,IČO 70986274,70986274,founder:00249777,Zřizovatel IČO 00249777,obec,,Jihočeský
school:70835560,IČO 70835560,70835560,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:60611405,IČO 60611405,60611405,founder:00253961,Zřizovatel IČO 00253961,obec,,Karlovarský
school:60084294,IČO 60084294,60084294,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:00857581,IČO 00857581,00857581,founder:00272566,Zřizovatel IČO 00272566,obec,,Královéhradecký
school:70994382,IČO 70994382,70994382,founder:00301884,Zřizovatel IČO 00301884,obec,,Olomoucký
school:71000127,IČO 71000127,71000127,founder:00845451,Zřizovatel IČO 00845451,obec,,Moravskoslezský
school:70986479,IČO 70986479,70986479,founder:00298476,Zřizovatel IČO 00298476,obec,,Moravskoslezský
school:75020726,IČO 75020726,75020726,founder:00290807,Zřizovatel IČO 00290807,obec,,Zlínský
school:75000377,IČO 75000377,75000377,founder:00246174,Zřizovatel IČO 00246174,obec,,Jihočeský
school:64936350,IČO 64936350,64936350,founder:00231126,Zřizovatel IČO 00231126,obec,,Praha
school:61988715,IČO 61988715,61988715,founder:00297488,Zřizovatel IČO 00297488,obec,,Moravskoslezský
school:60611791,IČO 60611791,60611791,founder:00256820,Zřizovatel IČO 00256820,obec,,Plzeňský
school:70982732,IČO 70982732,70982732,founder:00258717,Zřizovatel IČO 00258717,obec,,Plzeňský
school:75030683,IČO 75030683,75030683,founder:00233901,Zřizovatel IČO 00233901,obec,,Středočeský
school:75034182,IČO 75034182,75034182,founder:00240877,Zřizovatel IČO 00240877,obec,,Středočeský
school:49458884,IČO 49458884,49458884,founder:00488372,Zřizovatel IČO 00488372,obec,,Jihomoravský
school:60159146,IČO 60159146,60159146,founder:00274046,Zřizovatel IČO 00274046,obec,,Pardubický
school:70940584,IČO 70940584,70940584,founder:00295833,Zřizovatel IČO 00295833,obec,,Jihomoravský
school:60780550,IČO 60780550,60780550,founder:00295892,Zřizovatel IČO 00295892,obec,,Moravskoslezský
school:70975507,IČO 70975507,70975507,founder:00300713,Zřizovatel IČO 00300713,obec,,Moravskoslezský
school:71294368,IČO 71294368,71294368,founder:00231304,Zřizovatel IČO 00231304,obec,,Praha
school:70938156,IČO 70938156,70938156,founder:00291480,Zřizovatel IČO 00291480,obec,,Zlínský
school:75001187,IČO 75001187,75001187,founder:00253014,Zřizovatel IČO 00253014,obec,,Jihočeský
school:64782042,IČO 64782042,64782042,founder:00270920,Zřizovatel IČO 00270920,obec,,Pardubický
school:70940975,IČO 70940975,70940975,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:75029561,IČO 75029561,75029561,founder:00299308,Zřizovatel IČO 00299308,obec,,Olomoucký
school:09515453,IČO 09515453,09515453,founder:00300063,Zřizovatel IČO 00300063,obec,,Moravskoslezský
school:65766547,IČO 65766547,65766547,founder:00286745,Zřizovatel IČO 00286745,obec,,Vysočina
school:70872392,IČO 70872392,70872392,founder:00241628,Zřizovatel IČO 00241628,obec,,Praha
school:70834792,IČO 70834792,70834792,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:70975205,IČO 70975205,70975205,founder:00260771,Zřizovatel IČO 00260771,obec,,Liberecký
school:70867984,IČO 70867984,70867984,founder:00283657,Zřizovatel IČO 00283657,obec,,Jihomoravský
school:70985812,IČO 70985812,70985812,founder:00272809,Zřizovatel IČO 00272809,obec,,Královéhradecký
school:75029201,IČO 75029201,75029201,founder:00301914,Zřizovatel IČO 00301914,obec,,Olomoucký
school:70989788,IČO 70989788,70989788,founder:00233285,Zřizovatel IČO 00233285,obec,,Středočeský
school:65766628,IČO 65766628,65766628,founder:00284891,Zřizovatel IČO 00284891,obec,,Jihomoravský
school:60782170,IČO 60782170,60782170,founder:60609460,Olomoucký kraj,kraj,,Olomoucký
school:75017491,IČO 75017491,75017491,founder:00278220,Zřizovatel IČO 00278220,obec,,Královéhradecký
school:68210582,IČO 68210582,68210582,founder:00270903,Zřizovatel IČO 00270903,obec,,Pardubický
school:75011930,IČO 75011930,75011930,founder:00268097,Zřizovatel IČO 00268097,obec,,Vysočina
school:60611278,IČO 60611278,60611278,founder:00257290,Zřizovatel IČO 00257290,obec,,Plzeňský
school:70886466,IČO 70886466,70886466,founder:00063703,Zřizovatel IČO 00063703,obec,,Praha
school:70983704,IČO 70983704,70983704,founder:00297313,Zřizovatel IČO 00297313,obec,,Moravskoslezský
school:70992380,IČO 70992380,70992380,founder:00293580,Zřizovatel IČO 00293580,obec,,Jihomoravský
school:47813474,IČO 47813474,47813474,founder:70890692,Moravskoslezský kraj,kraj,,Moravskoslezský
school:70995061,IČO 70995061,70995061,founder:00241148,Zřizovatel IČO 00241148,obec,,Středočeský
school:60665211,IČO 60665211,60665211,founder:00250805,Zřizovatel IČO 00250805,obec,,Jihočeský
school:70942510,IČO 70942510,70942510,founder:00277185,Zřizovatel IČO 00277185,obec,,Pardubický
school:70920818,IČO 70920818,70920818,founder:00231312,Zřizovatel IČO 00231312,obec,,Praha
school:75000334,IČO 75000334,75000334,founder:00248738,Zřizovatel IČO 00248738,obec,,Vysočina
school:00087858,IČO 00087858,00087858,founder:70892822,Zřizovatel IČO 70892822,obec,,Pardubický
school:61963682,IČO 61963682,61963682,founder:00535991,Zřizovatel IČO 00535991,obec,,Moravskoslezský
school:60371676,IČO 60371676,60371676,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:75003635,IČO 75003635,75003635,founder:00263851,Zřizovatel IČO 00263851,obec,,Ústecký
school:60437936,IČO 60437936,60437936,founder:00231142,Zřizovatel IČO 00231142,obec,,Praha
school:70941289,IČO 70941289,70941289,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:70997853,IČO 70997853,70997853,founder:00301949,Zřizovatel IČO 00301949,obec,,Olomoucký
school:70985448,IČO 70985448,70985448,founder:00302023,Zřizovatel IČO 00302023,obec,,Olomoucký
school:70832897,IČO 70832897,70832897,founder:00064581,Hlavní město Praha,kraj,,Praha
school:70998167,IČO 70998167,70998167,founder:00568708,Zřizovatel IČO 00568708,obec,,Zlínský
school:75021439,IČO 75021439,75021439,founder:00295647,Zřizovatel IČO 00295647,obec,,Vysočina
school:70880611,IČO 70880611,70880611,founder:00277037,Zřizovatel IČO 00277037,obec,,Pardubický
school:62330101,IČO 62330101,62330101,founder:00298212,Zřizovatel IČO 00298212,obec,,Moravskoslezský
school:71000763,IČO 71000763,71000763,founder:00268810,Zřizovatel IČO 00268810,obec,,Královéhradecký
school:70841675,IČO 70841675,70841675,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:70919721,IČO 70919721,70919721,founder:00063797,Zřizovatel IČO 00063797,obec,,Praha
school:00840246,IČO 00840246,00840246,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:49753495,IČO 49753495,49753495,founder:00254843,Zřizovatel IČO 00254843,obec,,Karlovarský
school:71007245,IČO 71007245,71007245,founder:00237701,Zřizovatel IČO 00237701,obec,,Středočeský
school:64125891,IČO 64125891,64125891,founder:00298328,Zřizovatel IČO 00298328,obec,,Moravskoslezský
school:60611669,IČO 60611669,60611669,founder:00259586,Zřizovatel IČO 00259586,obec,,Karlovarský
school:61357090,IČO 61357090,61357090,founder:00265781,Zřizovatel IČO 00265781,obec,,Ústecký
school:70695083,IČO 70695083,70695083,founder:00262943,Zřizovatel IČO 00262943,obec,,Liberecký
school:60610361,IČO 60610361,60610361,founder:00256129,Zřizovatel IČO 00256129,obec,,Plzeňský
school:70988218,IČO 70988218,70988218,founder:00253201,Zřizovatel IČO 00253201,obec,,Jihočeský
school:70107751,IČO 70107751,70107751,founder:00063631,Zřizovatel IČO 00063631,obec,,Praha
school:71197788,IČO 71197788,71197788,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:71006435,IČO 71006435,71006435,founder:00279943,Zřizovatel IČO 00279943,obec,,Jihomoravský
school:70940908,IČO 70940908,70940908,founder:00075370,Zřizovatel IČO 00075370,obec,,Plzeňský
school:70983607,IČO 70983607,70983607,founder:00581020,Zřizovatel IČO 00581020,obec,,Pardubický
school:49290266,IČO 49290266,49290266,founder:00277878,Zřizovatel IČO 00277878,obec,,Královéhradecký
school:66289581,IČO 66289581,66289581,founder:00272728,Zřizovatel IČO 00272728,obec,,Královéhradecký
school:71001735,IČO 71001735,71001735,founder:00267856,Zřizovatel IČO 00267856,obec,,Vysočina
school:47489791,IČO 47489791,47489791,founder:00277037,Zřizovatel IČO 00277037,obec,,Pardubický
school:75027089,IČO 75027089,75027089,founder:00576921,Zřizovatel IČO 00576921,obec,,Moravskoslezský
school:71006257,IČO 71006257,71006257,founder:00271055,Zřizovatel IČO 00271055,obec,,Pardubický
school:47184370,IČO 47184370,47184370,founder:00301795,Zřizovatel IČO 00301795,obec,,Olomoucký
school:75034425,IČO 75034425,75034425,founder:00242535,Zřizovatel IČO 00242535,obec,,Středočeský
school:63831571,IČO 63831571,63831571,founder:00231355,Zřizovatel IČO 00231355,obec,,Praha
school:75029804,IČO 75029804,75029804,founder:00300527,Zřizovatel IČO 00300527,obec,,Moravskoslezský
school:70299641,IČO 70299641,70299641,founder:00281557,Zřizovatel IČO 00281557,obec,,Jihomoravský
school:70285781,IČO 70285781,70285781,founder:00289931,Zřizovatel IČO 00289931,obec,,Vysočina
school:60437944,IČO 60437944,60437944,founder:00231142,Zřizovatel IČO 00231142,obec,,Praha
school:70993076,IČO 70993076,70993076,founder:00277444,Zřizovatel IČO 00277444,obec,,Pardubický
school:70989583,IČO 70989583,70989583,founder:00234273,Zřizovatel IČO 00234273,obec,,Středočeský
school:70887926,IČO 70887926,70887926,founder:00290491,Zřizovatel IČO 00290491,obec,,Vysočina
school:70659133,IČO 70659133,70659133,founder:00248215,Zřizovatel IČO 00248215,obec,,Vysočina
school:60611839,IČO 60611839,60611839,founder:00256242,Zřizovatel IČO 00256242,obec,,Plzeňský
school:70992606,IČO 70992606,70992606,founder:00270881,Zřizovatel IČO 00270881,obec,,Pardubický
school:62537741,IČO 62537741,62537741,founder:00244732,Zřizovatel IČO 00244732,obec,,Jihočeský
school:70659249,IČO 70659249,70659249,founder:00249050,Zřizovatel IČO 00249050,obec,,Vysočina
school:70837601,IČO 70837601,70837601,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:43378676,IČO 43378676,43378676,founder:00294870,Zřizovatel IČO 00294870,obec,,Vysočina
school:70640173,IČO 70640173,70640173,founder:00535958,Zřizovatel IČO 00535958,obec,,Moravskoslezský
school:17181186,IČO 17181186,17181186,founder:00239607,Zřizovatel IČO 00239607,obec,,Středočeský
school:70978590,IČO 70978590,70978590,founder:00299537,Zřizovatel IČO 00299537,obec,,Olomoucký
school:60159081,IČO 60159081,60159081,founder:00273961,Zřizovatel IČO 00273961,obec,,Pardubický
school:70994986,IČO 70994986,70994986,founder:00237418,Zřizovatel IČO 00237418,obec,,Středočeský
school:75022729,IČO 75022729,75022729,founder:00287431,Zřizovatel IČO 00287431,obec,,Zlínský
school:75029006,IČO 75029006,75029006,founder:00635545,Zřizovatel IČO 00635545,obec,,Moravskoslezský
school:63788110,IČO 63788110,63788110,founder:00266621,Zřizovatel IČO 00266621,obec,,Ústecký
school:75029588,IČO 75029588,75029588,founder:00299308,Zřizovatel IČO 00299308,obec,,Olomoucký
school:70886423,IČO 70886423,70886423,founder:00063703,Zřizovatel IČO 00063703,obec,,Praha
school:75027526,IČO 75027526,75027526,founder:00296589,Zřizovatel IČO 00296589,obec,,Moravskoslezský
school:71011111,IČO 71011111,71011111,founder:00260657,Zřizovatel IČO 00260657,obec,,Liberecký
school:75109972,IČO 75109972,75109972,founder:00240117,Zřizovatel IČO 00240117,obec,,Středočeský
school:75015595,IČO 75015595,75015595,founder:00277088,Zřizovatel IČO 00277088,obec,,Pardubický
school:70986703,IČO 70986703,70986703,founder:00298051,Zřizovatel IČO 00298051,obec,,Moravskoslezský
school:75033470,IČO 75033470,75033470,founder:00237051,Zřizovatel IČO 00237051,obec,,Středočeský
school:70990301,IČO 70990301,70990301,founder:00284173,Zřizovatel IČO 00284173,obec,,Zlínský
school:70821062,IČO 70821062,70821062,founder:00240079,Zřizovatel IČO 00240079,obec,,Středočeský
school:63788179,IČO 63788179,63788179,founder:00266230,Zřizovatel IČO 00266230,obec,,Ústecký
school:70859957,IČO 70859957,70859957,founder:70891320,Zlínský kraj,kraj,,Zlínský
school:62930885,IČO 62930885,62930885,founder:00240702,Zřizovatel IČO 00240702,obec,,Středočeský
school:44993498,IČO 44993498,44993498,founder:70888337,Jihomoravský kraj,kraj,,Jihomoravský
school:70997152,IČO 70997152,70997152,founder:00282332,Zřizovatel IČO 00282332,obec,,Jihomoravský
school:70982511,IČO 70982511,70982511,founder:00303682,Zřizovatel IČO 00303682,obec,,Olomoucký
school:70946981,IČO 70946981,70946981,founder:70890650,Jihočeský kraj,kraj,,Jihočeský
school:10966331,IČO 10966331,10966331,founder:00233200,Zřizovatel IČO 00233200,obec,,Středočeský
school:49181939,IČO 49181939,49181939,founder:00257125,Zřizovatel IČO 00257125,obec,,Plzeňský
school:75034174,IČO 75034174,75034174,founder:00235504,Zřizovatel IČO 00235504,obec,,Středočeský
school:70982961,IČO 70982961,70982961,founder:00296899,Zřizovatel IČO 00296899,obec,,Moravskoslezský
school:75005191,IČO 75005191,75005191,founder:00258091,Zřizovatel IČO 00258091,obec,,Plzeňský
school:75027658,IČO 75027658,75027658,founder:00298719,Zřizovatel IČO 00298719,obec,,Olomoucký
