institution_id,founder_id,amount,basis,certainty,attribution_method,source_document_kind,source_recipient_name,match_method,source_url,note
school:60446633,founder:00064581,1222000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Mateřská škola speciální, Praha 4, Na Lysinách 6",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60446714,founder:00064581,1125000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola a Mateřská škola při Fakultní Thomayerově nemocnici, Praha 4, Vídeňská 800",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60449004,founder:00064581,7900000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium prof. Jana Patočky, Praha 1, Jindřišská 36",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60459085,founder:00064581,10500000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 4, Postupická 3150",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60460784,founder:00064581,9000000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 8, Ústavní 400",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60461675,founder:00064581,7000000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium Na Pražačce, Praha 3, Nad Ohradou 23",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60461683,founder:00064581,1106000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola a Mateřská škola při FN Motol, Praha 5, V Úvalu 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60461713,founder:00064581,8841000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Hotelová škola, Praha 10, Vršovická 43",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:60461969,founder:00064581,3087000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Základní škola Vokovice,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61384534,founder:00064581,6617000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Obchodní akademie a Gymnázium Bubeneč,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61384992,founder:00064581,3800000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium Oty Pavla, Praha 5, Loučanská 520",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385131,founder:00064581,7200000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium Karla Sladkovského, Praha 3, Sladkovského náměstí 8",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385271,founder:00064581,7000000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 5, Na Zatlance 11",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385298,founder:00064581,7400000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 5, Nad Kavalírkou 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385301,founder:00064581,8168000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Střední průmyslová škola elektrotechnická, Praha 2, Ječná 30",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385361,founder:00064581,9500000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 10, Voděradská 2",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385379,founder:00064581,6500000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 10, Přípotoční 1337",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385387,founder:00064581,6261000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Obchodní akademie, Praha 10, Heroldovy sady 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385395,founder:00064581,7372000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Jahodovka - Vyšší odborná škola sociálně právní,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385409,founder:00064581,8857000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Střední průmyslová škola elektrotechnická a gymnázium V Úžlabině,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385417,founder:00064581,17267000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Střední průmyslová škola a Gymnázium Na Třebešíně,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385425,founder:00064581,4918000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola logopedická a Mateřská škola logopedická, Praha 10, Moskevská 29",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385450,founder:00064581,1952000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola a Střední škola, Praha 10, Vachkova 941",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385476,founder:00064581,9600000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 7, Nad Štolou 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385701,founder:00064581,8100000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Gymnázium Christiana Dopplera,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385891,founder:00064581,5064000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola oděvního návrhářství a Střední průmyslová škola oděvní, Praha 7, Jablonského 3",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61385930,founder:00064581,13460000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola ekonomických studií, Gymnázium, Střední průmyslová škola potravinářských technologií a Střední odborná škola přírodovědná a veterinární,  Praha 2, Podskalská 10",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386022,founder:00064581,9000000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 6, Arabská 14",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386138,founder:00064581,5077000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Českoslovanská akademie obchodní, střední odborná škola, Praha 2, Resslova 5",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386278,founder:00064581,5391000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Střední průmyslová škola zeměměřická a Geografické gymnázium Praha,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386626,founder:00064581,6223000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Obchodní akademie Holešovice,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386774,founder:00064581,5326000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Obchodní akademie Vinohradská,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386855,founder:00064581,12920000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Smíchovská střední průmyslová škola a gymnázium,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386871,founder:00064581,5732000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola a Střední umělecká škola Václava Hollara, Praha 3, Hollarovo náměstí 2",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61386901,founder:00064581,4183000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium pro zrakově postižené a Střední odborná škola pro zrakově postižené, Praha 5, Radlická 115",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61387002,founder:00064581,10757000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola textilních řemesel a Střední umělecká škola textilních řemesel, Praha 1, U Půjčovny 9",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61387061,founder:00064581,8900000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 9, Litoměřická 726",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61387479,founder:00064581,4484000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola LOPES Čimice, Praha 8, Libčická 399",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61387509,founder:00064581,7000000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 8, U Libeňského zámku 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61387835,founder:00064581,3600000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium Čakovice, Praha 9, nám. 25. března 100",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388017,founder:00064581,6282000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Obchodní akademie Hovorčovická,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388025,founder:00064581,10893000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola uměleckoprůmyslová a Střední uměleckoprůmyslová škola, Praha 3, Žižkovo náměstí 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388068,founder:00064581,9641000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola pedagogická a sociální, Střední odborná škola pedagogická a Gymnázium, Praha 6, Evropská 33",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388106,founder:00064581,4700000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 2, Botičská 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388149,founder:00064581,15279000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Střední odborná škola, Základní škola a Mateřská škola pro sluchově postižené, Praha 2, Ječná 27",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388246,founder:00064581,8000000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium Jana Keplera, Praha 6, Parléřova 2",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388262,founder:00064581,7999000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Střední škola designu a umění, knižní kultury a ekonomiky Náhorní",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388548,founder:00064581,8065000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Karlínská obchodní akademie,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388726,founder:00064581,8120000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola stavební a Střední průmyslová škola stavební, Praha 1, Dušní 17",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61388866,founder:00064581,7693000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Střední průmyslová škola sdělovací techniky, Praha 1, Panská 3",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61389064,founder:00064581,5500000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Karlínské gymnázium, Praha 8, Pernerova 25",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:61389447,founder:00064581,4795000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola a Střední škola, Praha 2, Vinohradská 54",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:63109026,founder:00064581,8100000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 10, Omská 1300",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:63109662,founder:00064581,5800000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Malostranské gymnázium, Praha 1, Josefská 7",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:63830795,founder:00064581,2010000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Základní škola a Mateřská škola při Nemocnici Na Bulovce,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:63831562,founder:00064581,6600000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium, Praha 9, Špitálská 2",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:63831708,founder:00064581,1927000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Mateřská škola speciální Sluníčko, Praha 5, Deylova 3",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:63832674,founder:00064581,2547000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Mateřská škola speciální, Praha 8, Drahanská 7",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:63834286,founder:00064581,9460000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Konzervatoř a Vyšší odborná škola Jaroslava Ježka,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:65401646,founder:00064581,1819000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola speciální, Praha 10, Starostrašnická 45",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:65993225,founder:00063941,5900000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Základní škola, Praha 10, U Roháčových kasáren 1381/19, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:65993250,founder:00063941,5000000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Základní škola, Praha 10, Jakutská 1210/2, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:65993276,founder:00063941,7100000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Základní škola, Praha 10, Švehlova 2900/12, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:65993284,founder:00063941,5000000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Základní škola, Praha 10, U Vršovického nádraží 950/1, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:65993497,founder:00063941,7200000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Základní škola Eden, Praha 10, Vladivostocká 1035/6, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:67774172,founder:00064581,8532000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Základní škola pro žáky se specifickými poruchami chování,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:67774342,founder:00063941,2200000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Mateřská škola, Praha 10, Přetlucká 2252/51, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:67774351,founder:00063941,2600000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Mateřská škola, Praha 10, Mládežnická 3078/1, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:68379919,founder:00064581,3715000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola pro žáky se specifickými poruchami učení, Praha 6 - Řepy, U Boroviček 3",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:68407157,founder:00064581,2643000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola speciální a Praktická škola, Praha 6, Rooseveltova 8",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70102431,founder:00064581,2602000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola a Mateřská škola, Praha 8, Za Invalidovnou 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70102520,founder:00064581,3864000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Mateřská škola speciální, Praha 8, Štíbrova 1691",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70107050,founder:00064581,5647000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Obchodní akademie, Praha 3, Kubelíkova 37",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70107084,founder:00064581,2853000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola Lužiny, Praha 5, Trávníčkova 1743",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70828083,founder:00064581,1466000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola při Psychiatrické nemocnici Bohnice, Praha 8, Ústavní 91",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70831025,founder:00064581,4591000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola Tolerance, Praha 9, Mochovská 570",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70835578,founder:00064581,3117000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Střední škola, Základní  škola a Mateřská škola, Praha 10, Chotouňská 476",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
