institution_id,founder_id,amount,basis,certainty,attribution_method,source_document_kind,source_recipient_name,match_method,source_url,note
school:70835632,founder:00064581,2179000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola, Praha 10, Práčská 37",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837775,founder:00064581,6759000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Taneční konzervatoř hlavního města Prahy, Praha 1, Křížovnická 7",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837783,founder:00064581,8343000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola grafická a Střední průmyslová škola grafická, Praha 1, Hellichova 22",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837872,founder:00064581,5844000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Obchodní akademie Dušní,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837881,founder:00064581,36000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola a Střední průmyslová škola elektrotechnická Františka Křižíka, Praha 1, Na Příkopě 16",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837899,founder:00064581,7942000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Vyšší odborná škola a Střední průmyslová škola dopravní, Praha 1, Masná 18",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837902,founder:00064581,7590000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Masarykova střední škola chemická, Praha 1, Křemencova 12",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837911,founder:00064581,16742000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Pražská konzervatoř, Praha 1, Na Rejdišti 1",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70837953,founder:00064581,649000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola a Mateřská škola při Všeobecné fakultní nemocnici, Praha 2, Ke Karlovu 2",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70845883,founder:00064581,978000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola Zahrádka, Praha 3, U Zásobní zahrady 8",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70845964,founder:00064581,3182000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Základní škola, Praha 5, Pod Radnicí 5",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70848572,founder:00064581,4336000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Mateřská škola a Základní škola, Praha 9, Bártlova 83",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70872503,founder:00064581,8800000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Akademické gymnázium a Jazyková škola s právem státní jazykové zkoušky, školy hlavního města Prahy",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70872589,founder:00064581,11403000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Střední průmyslová škola strojnická, škola hlavního města Prahy, Praha 1, Betlémská 4/287",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70872767,founder:00064581,8300000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium Jana Nerudy, škola hlavního města Prahy, Praha 1, Hellichova 3",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70873160,founder:00064581,14184000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Jedličkův ústav a Mateřská škola a Základní škola a Střední škola,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70874204,founder:00064581,61000000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,"Gymnázium a Hudební škola hlavního města Prahy, základní umělecká škola",ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70922306,founder:00064581,4064000,budgeted,observed,recipient_reported_founder_budget,approved_city_school_budget,Základní škola a střední škola waldorfská,ico_exact,https://praha.eu/documents/d/praha/priloha-c-2c-k-usneseni-zhmp-bezne-vydaje-1,Hlavní město Praha approved 2025 school budget; Founder-funded component 000000091; direct education component 000033353 is excluded.
school:70924147,founder:00063941,3900000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Mateřská škola Náš svět, Praha 10, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
school:70924155,founder:00063941,1900000,budgeted,observed,recipient_reported_founder_budget,approved_school_budget,"Mateřská škola, Praha 10, Dvouletky 601/8, příspěvková organizace",normalized_exact,https://praha10.cz/wp-content/uploads/2025/12/Rozpocet-prisp_-organizaci-odboru-skolstvi-na-rok-2025-a-vyhledy-2026-2027.xlsx,Městská část Praha 10 approved 2025 school budget; Revenue from the municipal-district budget.
